nm_id;vendor_code;price_was;price_now;margin_was;margin_now;cpc
323234044;5061H9KCYK7Y;19638.53;2749.16;35.1;-109.26;
323364373;5595CXZSC5HG;14092.39;1972.77;35.16;-108.81;
323267806;0524BBL9GLJ8;23859.64;3340.07;35.21;-108.45;
486173200;4857QKXDXKB8;16985.46;2377.76;35.24;-108.21;
324992088;5134D9AM4MIL;25938.7;3631.11;35.28;-107.95;
323149309;4494ZUXXRMEO;26973.73;3776.0;35.35;-107.47;
323329390;1991PBFZFFB3;18274.5;2740.94;33.71;-107.3;
883093715;19912SFV2L2A;18274.5;2740.94;33.71;-107.3;
883090865;19911M73M20E;18274.5;2740.94;33.71;-107.3;
912934034;57941NDYCCXM;48589.31;7287.76;33.86;-106.33;
912934043;57942QD1MKTX;48589.31;7287.76;33.86;-106.33;
915888812;63271XXIB1W1;80470.16;12874.12;32.23;-106.21;
323325277;4246VT7SH13Q;20885.56;2923.73;35.6;-105.64;
323313355;4245XIDT631Q;20885.56;2923.73;35.6;-105.64;
865187897;24624UEDRFXT;31056.83;4347.57;35.63;-105.44;
883958515;24625EI65ZU0;31056.83;4347.57;35.63;-105.44;
865186294;24621GZAXDFB;31056.83;4347.57;35.63;-105.44;
865187337;24623TB1XYE1;31056.83;4347.57;35.63;-105.44;
865186888;24622E8FH3P4;31056.83;4347.57;35.63;-105.44;
323251733;4899GRDMGKR0;8614.24;947.49;40.58;-105.11;
813048696;6652K7VZRVH2;16461.44;2469.01;34.13;-104.5;
323281612;2070S6CZ02YV;14657.39;2051.86;35.78;-104.4;
323357011;3717XA6U54YE;14657.39;2051.86;35.78;-104.4;
923489249;68303M23WEPE;44081.19;6170.84;35.83;-104.04;
923489228;68302Z1TNERX;44081.19;6170.84;35.83;-104.04;
923489190;68301IJBUEJ5;44081.19;6170.84;35.83;-104.04;
923489338;68305YJEA4WM;44081.19;6170.84;35.83;-104.04;
923489245;68304OR4G7CL;44081.19;6170.84;35.83;-104.04;
923489558;68308O8JJU5Y;44081.19;6170.84;35.83;-104.04;
923489482;68307KVODXCY;44081.19;6170.84;35.83;-104.04;
923489475;68306KHU8EQ3;44081.19;6170.84;35.83;-104.04;
913015032;54561SLMHOFW;18274.5;2558.21;35.84;-103.91;
863263108;16852WTY8PWR;15428.42;2159.79;35.92;-103.34;
885139014;28781LMPCCD8;39864.07;5580.48;35.94;-103.23;
885141929;28782LJLRH17;39864.07;5580.48;35.94;-103.23;
885142770;28783ULY2J4C;39864.07;5580.48;35.94;-103.23;
883547524;23725WGJVQN2;15781.43;2209.21;35.99;-102.89;
883529403;23721L6HLXTO;15781.43;2209.21;35.99;-102.89;
883548716;23726I9MLC2O;15781.43;2209.21;35.99;-102.89;
323284591;2372NDKTVMPG;15781.43;2209.21;35.99;-102.89;
883533604;23722YGVDO1I;15781.43;2209.21;35.99;-102.89;
883538537;23723TR7FSJW;15781.43;2209.21;35.99;-102.89;
883542238;23724UBGZ938;15781.43;2209.21;35.99;-102.89;
489662243;6358UXHEWSTE;20885.56;2923.73;36.01;-102.72;
915894360;63461PPNPLEW;36308.98;5082.82;36.06;-102.38;
915894347;63462IPEGNKM;36308.98;5082.82;36.06;-102.38;
489532235;6343GIHAKC0V;31399.85;4395.59;36.09;-102.14;
381069855;6038BQYIJYBJ;27720.74;3880.56;36.15;-101.76;
323284605;2373K1TDOOBY;16710.45;2506.36;34.57;-101.59;
323284734;2375BST7G21Z;16710.45;2506.36;34.57;-101.59;
869026295;28932PVWWHJI;16905.46;2366.56;36.17;-101.58;
869034257;28935MURI1T9;16905.46;2366.56;36.17;-101.58;
869028213;28933Y8Q4PAU;16905.46;2366.56;36.17;-101.58;
885105983;27981T9XLPCI;16905.46;2366.56;36.17;-101.58;
323231637;2044FLJSH4SN;16905.46;2366.56;36.17;-101.58;
869025123;28931DN884KU;16905.46;2366.56;36.17;-101.58;
869037300;28936CGHM16W;16905.46;2366.56;36.17;-101.58;
323280855;2893S475LFOC;16905.46;2366.56;36.17;-101.58;
869033042;28934D9Y5RBX;16905.46;2366.56;36.17;-101.58;
865414775;41811ZBSOCVQ;17490.47;2623.35;34.68;-100.82;
323312643;1989IO03JS5A;20885.56;3132.56;35.09;-98.13;
324994492;5569HEPIZQXJ;17147.46;2400.44;36.69;-97.9;
501675617;6510DMNKYNL2;11996.33;1679.33;36.73;-97.62;
878109152;05211L7AEBFF;22706.61;3405.69;35.25;-97.02;
878110277;05212PMDV3RA;22706.61;3405.69;35.25;-97.02;
829029192;1766Q75M8WTH;44588.14;9771.9;24.52;-96.92;
323234317;5063KW328O31;23859.64;3578.63;35.32;-96.56;
323235216;5064LRQFIKZI;23859.64;3578.63;35.32;-96.56;
484486690;6309FHCG8C1X;15851.43;2219.01;36.88;-96.49;
869362289;63091AO1U0J6;15851.43;2219.01;36.88;-96.49;
439260175;6237WLH91L6O;24662.67;3699.08;35.39;-96.08;
323257603;3721VUG0MNO5;28008.76;4200.96;35.48;-95.52;
912854109;26456QLU4R32;14092.39;2113.68;35.66;-94.33;
912853944;26454FK9F5NG;14092.39;2113.68;35.66;-94.33;
912853825;26453XAIEGZT;14092.39;2113.68;35.66;-94.33;
912854008;26455P3DJURJ;14092.39;2113.68;35.66;-94.33;
912854128;26457TYDOK8I;14092.39;2113.68;35.66;-94.33;
886664351;48192LAYO2PV;31116.83;4667.13;35.73;-93.82;
886661935;48191GCKDAM5;31116.83;4667.13;35.73;-93.82;
323303423;1114V2VXL30J;10368.28;1555.11;35.8;-93.35;
797220712;6830GI0AQU5I;44081.19;6611.61;35.83;-93.2;
324993965;5456P385G4KC;18274.5;2740.94;35.84;-93.08;
863260953;16851IMSAUXT;15428.42;2314.07;35.92;-92.55;
860405321;07132D5IY0NI;15685.42;2352.62;35.97;-92.24;
860406153;07133D6YD56J;15685.42;2352.62;35.97;-92.24;
860404444;07131S9D1T1J;15685.42;2352.62;35.97;-92.24;
324993992;5457LW1U4CA3;20885.56;3132.56;36.01;-91.97;
883088441;19872VTTDC17;17228.46;2756.31;34.65;-91.1;
883089809;19874VSG6E6L;17228.46;2756.31;34.65;-91.1;
883089640;19873UW2GEBZ;17228.46;2756.31;34.65;-91.1;
883088092;19871YI0ZM2K;17228.46;2756.31;34.65;-91.1;
722482679;6815BNP3MTXE;15509.42;2481.3;34.83;-89.94;
887184396;50783PMK5UAN;23344.62;3501.38;36.46;-89.0;
887183911;50782B2G2ZZL;23344.62;3501.38;36.46;-89.0;
887183563;50781MLZYH5L;23344.62;3501.38;36.46;-89.0;
323235693;5078G8M40827;23344.62;3501.38;36.46;-89.0;
501359779;6496VJF4SSUY;11003.29;1650.36;36.54;-88.42;
501332525;6493PW8LXWXW;11003.29;1650.36;36.54;-88.42;
501340697;6495FATOKPGT;11003.29;1650.36;36.54;-88.42;
323312661;1990QTCA8Q5B;20885.56;3341.4;35.09;-88.34;
323312488;1988MMDFMNW0;20885.56;3341.4;35.09;-88.34;
863297462;17661ZDEZ6LP;46420.54;10382.63;25.86;-87.78;
863301954;17663CB1ME7R;46420.54;10382.63;25.86;-87.78;
863300962;17662UE4JJR4;46420.54;10382.63;25.86;-87.78;
863303085;17664SDDXLWF;46420.54;10382.63;25.86;-87.78;
323166524;1936YAQLAIDI;20072.53;3010.62;36.69;-87.42;
323151844;3039PZLG0N3J;17187.47;2406.03;38.19;-87.18;
869105839;30234H78V9HZ;25052.68;4008.09;35.3;-87.04;
323143727;4774LP5WESM0;52566.97;12585.37;24.1;-85.51;
324991401;5008IK5RRTVM;17202.46;2580.15;37.33;-83.15;
473174408;6285H18RKXOQ;47694.28;9061.13;31.77;-82.61;
324994043;5458WLRX5LSH;20885.56;3341.4;36.01;-82.57;
324994045;5459GFAS59H4;20885.56;3341.4;36.01;-82.57;
1002759464;19554XJ3TBE5;17228.46;2928.58;34.65;-82.3;
829348753;1955C7KT3WCQ;17228.46;2928.58;34.65;-82.3;
1002759375;19551W3JPIMP;17228.46;2928.58;34.65;-82.3;
1002759600;19553Y8S5VLL;17228.46;2928.58;34.65;-82.3;
1002759440;19552P89UZWA;17228.46;2928.58;34.65;-82.3;
313183123;4481CUI9VYE0;5691.16;853.61;37.74;-80.47;
869104100;30232M67TS3P;25052.68;4258.58;35.3;-78.48;
869105105;30233P94YG9U;25052.68;4258.58;35.3;-78.48;
869103322;30231JF8YLJI;25052.68;4258.58;35.3;-78.48;
323195171;0772M3NZRGMP;9589.26;1630.03;35.39;-77.94;
877803881;04111IG4TH1N;13271.36;2255.93;35.47;-77.47;
877804787;04112A4LPGMR;13271.36;2255.93;35.47;-77.47;
877805408;04113TLOVQGZ;13271.36;2255.93;35.47;-77.47;
886565183;42482BZLTODU;17419.48;2612.7;38.19;-77.42;
886563535;42481OTD060H;17419.48;2612.7;38.19;-77.42;
502231318;6528PERNISMD;80124.16;15222.27;32.85;-76.95;
323257735;1312H19CL0TY;5370.14;912.84;35.74;-75.85;
913061207;63562CXTO2P4;17228.46;2928.58;35.76;-75.72;
913061202;63561GIVHPIK;17228.46;2928.58;35.76;-75.72;
423180763;6191E9RXLWXW;9894.26;1582.94;37.28;-74.63;
313183595;2135WXLSE7VV;2985.08;596.96;32.24;-73.24;
915872091;55701MNT6E42;59405.65;14286.21;27.16;-72.17;
915872062;55702F67GCR9;59405.65;14286.21;27.16;-72.17;
915872273;55703KEVL7J1;59405.65;14286.21;27.16;-72.17;
313216340;2346FIQNMNGC;2833.08;594.89;31.46;-70.67;
323297318;2345BCBLFBVF;2833.08;594.89;31.46;-70.67;
323251356;1727QO53KB4M;6214.17;1118.46;35.38;-70.37;
885214001;30391YK8RODH;17187.47;2749.76;38.19;-68.97;
503896557;6541GY57AXPY;44392.68;10839.13;27.64;-68.21;
488744138;6382YVCHBZ8W;10029.28;1805.11;35.98;-67.09;
913056643;63181RW5HI4C;14828.75;3759.08;26.77;-66.98;
485058490;6318UBM37DO3;14828.75;3759.08;26.77;-66.98;
498650996;6479CP5AFHRI;25038.12;6347.15;27.05;-65.87;
381078597;6044GFD4B1NY;30344.38;7001.95;30.14;-64.73;
343239973;5809XKLYSXSA;41786.8;10202.87;28.5;-64.71;
323169038;4435U8WOSBMI;12965.88;3196.79;28.22;-64.64;
381060102;6049MCFJ40N7;30344.38;7001.95;30.51;-63.14;
323298681;3743W1DRDAJ5;13518.37;2568.27;35.53;-62.84;
323329304;2808HVKUU7UA;16162.41;3946.29;29.15;-62.05;
434806661;4733X8EMLHRB;15831.43;2849.4;36.99;-61.43;
313216578;0709QTBY04X7;7418.2;1409.33;35.83;-61.23;
323239365;2541IBLHYWOO;15538.82;3884.38;29.02;-59.75;
323169120;4438GP8E09SM;42725.98;10312.27;30.5;-57.82;
323169092;4437ZRE9YH84;42725.98;10312.27;30.5;-57.82;
323169064;4436L5YGI4WD;42725.98;10312.27;30.5;-57.82;
485127674;6322X5B53WC5;12399.33;2851.61;32.01;-57.03;
323356810;2809BEH7IF2B;10831.61;2674.24;30.08;-56.95;
381058380;6048I5ODP6UR;30733.41;7390.94;30.87;-56.74;
381036330;6050QWMW6Q7D;30733.41;7390.94;30.87;-56.74;
323202065;0413QRCZVRY3;11116.75;2744.63;30.18;-56.54;
323199318;0412UHX73SKD;11166.15;2756.84;30.2;-56.47;
323133362;1977SPSR6RTQ;25662.29;6415.03;29.95;-56.03;
886547451;41814KMMPRRH;15041.81;3672.68;30.79;-55.3;
886544304;41812HPTJ2XA;15041.81;3672.68;30.79;-55.3;
886544950;41813AXGF8V9;15041.81;3672.68;30.79;-55.3;
323195561;4231WVVZFQSC;5115.59;1278.79;30.3;-54.62;
323291797;2793XIOY0XF5;16386.89;4001.09;31.03;-54.33;
865439264;42291SQHJLRY;12681.34;2662.85;34.96;-53.98;
323304381;3352PVL76RWD;17520.47;3503.79;36.26;-53.1;
869288911;55952OEXCI96;14092.39;2959.15;35.16;-53.04;
912912394;55957CW9LAOY;14092.39;2959.15;35.16;-53.04;
912912303;55956VR5DQ46;14092.39;2959.15;35.16;-53.04;
912912267;55955V64T1XE;14092.39;2959.15;35.16;-53.04;
912912242;55954TW6YLFV;14092.39;2959.15;35.16;-53.04;
869288156;55951H57QRBL;14092.39;2959.15;35.16;-53.04;
912912432;55958PMKL1CH;14092.39;2959.15;35.16;-53.04;
869289680;55953F8X8K0S;14092.39;2959.15;35.16;-53.04;
912912482;55959UK3K44L;14092.39;2959.15;35.16;-53.04;
323263073;0522E6MK6FLG;20757.89;5010.09;31.72;-52.8;
323259038;0523OK8VSH1B;20757.89;5010.09;31.72;-52.8;
313183451;4333DQHOYT68;3484.09;661.91;37.62;-51.82;
323155354;3041CIANXL9U;13168.08;3333.4;30.75;-51.42;
323299343;4207YIGJG1JC;17065.43;4166.79;31.77;-51.32;
884121466;26452R444LC2;14092.39;2959.15;35.66;-50.67;
884120492;26451Z51POWV;14092.39;2959.15;35.66;-50.67;
323177211;1932ZQCCSFWI;22804.61;4560.53;36.75;-50.66;
323177201;1931V7ZG2YUF;22804.61;4560.53;36.75;-50.66;
323325656;0628A3U2MX9C;10691.29;2244.97;35.93;-49.36;
343240004;5800ETLVDG2A;23197.41;5664.0;32.25;-49.33;
323326163;3452EDQN8DNY;11275.3;2480.36;34.89;-49.2;
323325981;3450JB8FWIO3;11275.3;2480.36;34.89;-49.2;
323326090;3451O2RPDYSI;11275.3;2480.36;34.89;-49.2;
434794400;4890NTYNHWWY;20309.83;4901.95;32.6;-49.13;
437415913;4889X54YZWQB;20309.83;4901.95;32.6;-49.13;
435041133;4891ILS3O37R;20309.83;4901.95;32.6;-49.13;
912928449;57512IQ3VPXG;14657.39;2931.23;37.07;-49.06;
912929715;57517GFW2F4M;14657.39;2931.23;37.07;-49.06;
489671101;6359SSOX2Z16;17961.59;4385.59;32.34;-48.98;
323233013;1994D283DEIQ;37909.82;9256.24;32.37;-48.83;
489539772;6346RTP865JJ;31225.73;7624.22;32.39;-48.75;
869321060;60385SWLPYM3;23562.63;5820.85;32.19;-48.34;
869320531;60384QQZHTDZ;23562.63;5820.85;32.19;-48.34;
869318365;60383IFEOR3Z;23562.63;5820.85;32.19;-48.34;
869314451;60381PQOPYOU;23562.63;5820.85;32.19;-48.34;
869315101;60382CZKPC4J;23562.63;5820.85;32.19;-48.34;
416835127;6039WG7AFNY2;30327.86;7404.99;32.55;-48.11;
324994725;5596LC17ALWG;4801.13;1056.15;35.36;-47.06;
323113476;0771X35DTFX8;9589.26;2109.45;35.39;-46.93;
865595241;51622MHSY4JW;13572.02;3313.81;32.91;-46.61;
865593167;51621Z6YUCR8;13572.02;3313.81;32.91;-46.61;
869378504;63604L0DG1LV;13241.36;2780.44;36.52;-46.56;
869379672;63605HCU1DYD;13241.36;2780.44;36.52;-46.56;
869380640;63606XI4BWM1;13241.36;2780.44;36.52;-46.56;
869366738;63603A7KXH0O;13241.36;2780.44;36.52;-46.56;
869366266;63602F2RWL3Y;13241.36;2780.44;36.52;-46.56;
869365494;63601YAXFD94;13241.36;2780.44;36.52;-46.56;
323287347;3868YBH5810U;11387.57;2780.44;32.93;-46.56;
323280398;3870RFZ3TRDG;11387.57;2780.44;32.93;-46.56;
501500369;6509ASUTS1V5;12414.34;2606.79;36.58;-46.28;
865527857;47483VC2YVAO;12958.35;2850.6;35.6;-45.97;
865525821;47482QPSQQCN;12958.35;2850.6;35.6;-45.97;
865523360;47481FFZ9HU8;12958.35;2850.6;35.6;-45.97;
323200644;0404RXQD2XOY;13926.37;3063.54;35.62;-45.87;
323253042;4928P4ET2ML3;11144.18;2721.03;33.1;-45.85;
323299552;4285L7LERNPL;20445.63;5053.54;32.8;-45.81;
323284271;2645LNR7G1W7;14092.39;3100.05;35.66;-45.71;
867151132;65102VX3AQ6H;10196.88;2519.01;32.87;-45.58;
867149123;65101HNW08SJ;10196.88;2519.01;32.87;-45.58;
323126959;1951SBOJ0MK7;16022.47;3962.21;32.84;-45.57;
323312425;1987GVRLI6NK;17228.46;3962.21;34.65;-45.57;
869375405;63232BS46GC4;13805.38;2898.87;36.74;-45.52;
869362886;63231ZKWKHT3;13805.38;2898.87;36.74;-45.52;
869376307;63233VXK04TY;13805.38;2898.87;36.74;-45.52;
324990605;4254QYRJEKN2;2283.07;1050.12;10.77;-45.45;
324994500;5570XEJJ8MIL;75197.03;18045.73;33.76;-44.95;
435042978;4731I9OEHBXE;15831.43;3324.31;36.99;-44.3;
324995659;5754SZGWIJ5B;14037.38;2947.59;37.0;-44.29;
869295187;57542OMKG1ZI;14037.38;2947.59;37.0;-44.29;
869293673;57541PO2V8LY;14037.38;2947.59;37.0;-44.29;
869296476;57543G5A14C5;14037.38;2947.59;37.0;-44.29;
323253069;4929STAQIHPR;12119.44;2959.15;33.49;-44.26;
323291461;4229DC9TX6QI;12681.34;2916.46;34.96;-44.2;
323291663;2487L5HBXU49;10711.1;2648.75;33.19;-44.17;
883964807;24872CX9GYSM;11517.31;2648.75;34.97;-44.17;
883975900;24873AYGGGMP;11517.31;2648.75;34.97;-44.17;
883962574;24871FGDYU3R;11517.31;2648.75;34.97;-44.17;
313183674;2365TDVEGO8U;2487.06;696.32;29.85;-44.1;
912929331;57516K6FYF70;14657.39;3077.79;37.07;-43.94;
912929204;57514WBLVOEJ;14657.39;3077.79;37.07;-43.94;
912927997;57511UE5XIEB;14657.39;3077.79;37.07;-43.94;
912929281;57515TDQS3KC;14657.39;3077.79;37.07;-43.94;
912929134;57513PCJ94ZQ;14657.39;3077.79;37.07;-43.94;
323201051;4198Y2G4DX1I;10934.5;2733.38;33.04;-43.66;
323138411;3644F135Q8TD;20885.56;4803.26;35.09;-43.65;
863387266;19722EF9P0HJ;12399.33;2851.61;35.24;-43.0;
863386148;19721CUYUQLQ;12399.33;2851.61;35.24;-43.0;
863388104;19723BP9VNZX;12399.33;2851.61;35.24;-43.0;
863390858;19724WEH7NLC;12399.33;2851.61;35.24;-43.0;
923432807;6615XE9E0BF8;5341.14;2349.9;13.98;-42.88;
435043585;4716WT6VFINY;15819.82;3954.62;33.24;-42.87;
434799760;4809EMGSLTTD;12399.33;2727.62;36.51;-41.82;
886436561;38671HTKLVKR;13523.37;2974.89;36.56;-41.58;
867122702;63651HF8JJRH;11557.31;2426.82;37.59;-41.48;
490486595;6365UXP1NXVY;11557.31;2426.82;37.59;-41.48;
434805415;4748WHASUCKT;12958.35;2980.15;35.6;-41.42;
323205056;0405KDQWU8QI;13926.37;3202.79;35.62;-41.33;
912906257;49284XTQJZO8;12958.35;2850.6;36.67;-41.11;
323329058;4238NY8TVJYJ;10663.43;2603.64;34.26;-41.11;
887370870;49283SCSJV4C;12958.35;2850.6;36.67;-41.11;
887368463;49282LU4T8ZC;12958.35;2850.6;36.67;-41.11;
887366238;49281SNX7TJ5;12958.35;2850.6;36.67;-41.11;
323290926;1608NQW4FH2A;10056.26;2312.74;35.67;-41.1;
485278528;6323NIUC448Q;13805.38;3036.92;36.74;-40.79;
883288469;29542NRDMKJ4;2714.07;759.88;30.78;-40.78;
489655729;6356M4CC95LJ;16022.47;3962.21;34.05;-40.71;
883516319;23652MFWQ7TG;2487.06;721.18;29.85;-40.56;
323226109;1566KGWTROP7;10146.28;2130.53;37.8;-40.45;
867086125;13673AOHCCFB;3556.09;888.94;33.85;-40.43;
915911011;69501MOJ6NWE;14092.39;3240.97;35.85;-40.33;
909184569;6950R55H9IW2;14092.39;3240.97;35.85;-40.33;
915910869;69502GE4O4HZ;14092.39;3240.97;35.85;-40.33;
915911033;69503HGT4PXJ;14092.39;3240.97;35.85;-40.33;
862474129;10122BZVFH55;11275.3;2705.85;34.89;-40.23;
862474629;10123RARLGGW;11275.3;2705.85;34.89;-40.23;
862473506;10121JNWFPH6;11275.3;2705.85;34.89;-40.23;
323246159;1685DCXOVQDN;14194.14;3548.22;33.95;-40.01;
434799839;4807V0QOBQQF;15216.4;3347.32;36.92;-39.95;
882866349;53692EKD7JN1;2380.06;713.97;29.07;-39.88;
872360064;07134P8OI7R3;14430.59;3607.33;34.0;-39.81;
872360505;07135T22S2OI;14430.59;3607.33;34.0;-39.81;
323192607;0713UUAOQRQ3;14430.59;3607.33;34.0;-39.81;
872361076;07136J28GPEA;14430.59;3607.33;34.0;-39.81;
1140777804;4278Q2SP8RWC;10625.28;2762.34;33.04;-39.76;
496958578;6429W4PM7SZ6;18976.24;4692.63;34.28;-39.75;
323269201;1796U6RE7KU4;14789.26;3657.25;34.31;-39.65;
865408730;41741NW20ZL5;16905.46;3887.91;36.06;-39.44;
865411517;41742A77544V;16905.46;3887.91;36.06;-39.44;
870467726;68602I9QWB0C;14334.38;3583.28;34.16;-39.2;
434791831;5434VTOA5F7K;10023.27;2204.92;37.24;-38.52;
324990570;4234GNCASMMT;10382.49;2595.4;34.35;-38.41;
324993876;5425EYI3ZC7S;24231.65;5815.09;35.35;-38.3;
323246943;1299RQCFRVWN;1087.03;565.21;8.31;-38.17;
912913554;44351YMG6KS0;16518.18;4084.79;34.75;-37.87;
912913585;44352LCDYEWA;16518.18;4084.79;34.75;-37.87;
490290936;6360GJBEEQ8H;13241.36;3045.25;36.52;-37.43;
323287088;3867YRUXCIC9;13523.37;3110.1;36.56;-37.23;
867140250;65092SCR815V;12414.34;2855.04;36.58;-37.17;
867143431;65094UFS38W3;12414.34;2855.04;36.58;-37.17;
867141105;65093ODGTBOG;12414.34;2855.04;36.58;-37.17;
867144304;65095BK94OMU;12414.34;2855.04;36.58;-37.17;
867146443;65096FGDAPRW;12414.34;2855.04;36.58;-37.17;
867147091;65097I5KG3IH;12414.34;2855.04;36.58;-37.17;
867138517;65091XOS8219;12414.34;2855.04;36.58;-37.17;
435046835;3920KR2FC4GA;16439.01;4109.4;34.73;-36.92;
