account,offer_id,sku,rev,net,margin_pct,price,new_price,market_min,index,cut,cut_pct,net_loss_2m,net_after,survives
oz_acc2,69491UAX0CHL,3999902937,6493.0,2420.59,37.279993839519484,8194.0,6828.333333333334,3915.0,1.26,1365.6666666666663,16.666666666666664,692.5866666666666,1728.0033333333336,True
oz_acc2,6120B7DYH9BV,1759582896,6489.0,2680.0699999999997,41.301741408537524,3863.0,3408.5294117647063,1806.0,1.19,454.4705882352938,11.764705882352933,488.58352941176435,2191.4864705882355,True
oz_acc1,2413,330168993,6487.0,2355.8900000000003,36.317095729921384,3963.0,3355.766129032258,2056.0,1.24,607.2338709677418,15.322580645161288,636.1445161290321,1719.7454838709682,True
oz_acc1,03063,4767017134,6475.0,2323.0299999999997,35.876911196911195,7201.0,6811.756756756757,3485.0,1.11,389.2432432432433,5.405405405405405,224.0,2099.0299999999997,True
oz_acc1,1325,330119757,6440.0,2111.7299999999996,32.790838509316764,4620.0,4450.45871559633,2340.0,1.09,169.54128440366972,3.669724770642202,151.251376146789,1960.4786238532106,True
oz_acc1,4310,457712827,6439.0,2141.91,33.26463736605063,8028.0,7594.054054054054,4094.0,1.11,433.945945945946,5.405405405405405,222.7545945945946,1919.1554054054052,True
oz_acc2,42644A1T92O7,4024467249,6436.0,2337.35,36.31681168427595,8338.0,8182.14953271028,4655.0,1.07,155.85046728971963,1.869158878504673,76.99140186915889,2260.358598130841,True
oz_acc1,2186,329440962,6366.533333333334,1886.8146666666667,29.636453119437057,1818.0,1751.2844036697247,1074.0,1.09,66.71559633027523,3.669724770642202,149.52592048929665,1737.28874617737,True
oz_acc1,5288,1184607983,6362.0,3086.2200000000003,48.51021691292046,4949.0,4767.385321100917,2524.0,1.09,181.61467889908258,3.669724770642202,149.41944954128442,2936.800550458716,True
oz_acc1,0752,452138377,6340.0,2200.18,34.70315457413249,5821.0,5361.447368421053,2817.0,1.14,459.55263157894683,7.894736842105255,320.3368421052628,1879.843157894737,True
oz_acc2,4264Z4QN2FOC,1405560311,6317.0,2268.62,35.9129333544404,8338.0,7958.999999999999,4513.0,1.1,379.00000000000057,4.545454545454552,183.76727272727302,2084.852727272727,True
oz_acc2,2337TU5A3ZJ7,1418734016,6302.0,2057.7099999999996,32.651697873690885,3808.0,3476.8695652173915,1780.0,1.15,331.13043478260846,8.695652173913038,350.7199999999998,1706.9899999999998,True
oz_acc1,02773,4759342014,6300.0,2469.94,39.205396825396825,3784.0,3485.263157894737,1831.0,1.14,298.73684210526284,7.894736842105255,318.3157894736839,2151.6242105263163,True
oz_acc2,0962N7EUJNS1,1405613627,6222.0,2141.41,34.41674702667952,4283.0,4242.594339622641,2120.0,1.06,40.40566037735848,0.9433962264150941,37.566792452830185,2103.8432075471696,True
oz_acc1,0122,451743403,6194.0,1739.24,28.079431708104618,3938.0,3659.203539823009,1993.0,1.13,278.7964601769907,7.079646017699104,280.6484955752208,1458.5915044247793,True
oz_acc1,6787,3648923034,6150.0,2256.46,36.69040650406504,3983.0,3636.652173913044,1919.0,1.15,346.3478260869563,8.695652173913038,342.26086956521715,1914.199130434783,True
oz_acc1,6618,2792748585,6095.0,1791.3300000000002,29.3901558654635,8199.0,7551.71052631579,4004.0,1.14,647.2894736842098,7.894736842105255,307.95789473684175,1483.3721052631583,True
oz_acc1,4137,457222153,6081.0,-566.34,-9.313270843611248,7757.0,6844.411764705883,3892.0,1.19,912.588235294117,11.764705882352933,457.8635294117644,-1024.2035294117645,False
oz_acc1,1718,330168997,6050.0,2819.5699999999997,46.60446280991736,1787.0,1234.4407894736842,567.0,1.52,552.5592105263158,30.92105263157895,1197.2631578947369,1622.3068421052628,True
oz_acc1,3970,457222114,6042.0,1770.05,29.295762992386628,8330.0,7540.0862068965525,4309.0,1.16,789.9137931034476,9.482758620689646,366.68689655172375,1403.3631034482762,True
