article;cards_in_group;distinct_external_codes;code;external_code;name;buy_price_rub;ms_id
CN055AE;3;1;CN055AE;CN055AE;К-ж HP CN055AE HP 933XL Officejet (825 страниц) пурпурный;26.068;a2787973-3530-11eb-0a80-06530015b6a2
CN055AE;3;1;CN055AE;CN055AE;Картридж HP 933XL Magenta OR;25.9;77e31594-9f29-11ea-0a80-03690003b0bb
CN055AE;3;1;CN055AE;CN055AE;Картридж HP №933XL (CN055AE) пурпурный;0.0;194def08-a434-11eb-0a80-02b10006b9b9
CN056AE;3;1;CN056AE;CN056AE;Картридж HP №933XL (CN056AE) желтый;25.9;192701d8-a434-11eb-0a80-035d0006c39d
CN056AE;3;1;CN056AE;CN056AE;К-ж HP CN056AE HP 933XL Officejet (825 страниц) желтый;26.068;a279ebd6-3530-11eb-0a80-06530015b6a6
CN056AE;3;1;CN056AE;CN056AE;Картридж HP 933XL Yellow OR;13.8539;91086390-9f29-11ea-0a80-05d800041c45
F6V17AE;3;1;F6V17AE;F6V17AE;К-ж HP F6V17AE №123 для HP Deskjet Ink,  Black (Черный);17.6675;a2b70341-3530-11eb-0a80-06530015b777
F6V17AE;3;1;F6V17AE;F6V17AE;Картридж HP 123 Black Original;17.7821;bb96d0c2-ae53-11e7-6b01-4b1d00035677
F6V17AE;3;1;F6V17AE;F6V17AE;Картридж F6V17AE (№123) черный;8.87;4c4adc54-8016-11eb-0a80-084300172141
wb7lcevdr4;3;1;wb7lcevdr4;wb7lcevdr4;Браслет из натурального жемчуга с сердцем;0.0;cf308316-a503-11ef-0a80-0d53002980b5
wb7lcevdr4;3;1;wb7lcevdr4;wb7lcevdr4;Браслет из натурального жемчуга на руку Древо жизни;0.0;738f23af-401e-11ef-0a80-00ac00072351
wb7lcevdr4;3;1;wb7lcevdr4;wb7lcevdr4;Браслет из натурального жемчуга на руку Инфинити;0.0;0a4cf120-4c01-11ef-0a80-072c0037d4ac
7Q-TN416;2;1;6523msk;6523;Набор картриджей TN419/ TN426/ TN439/ TN449/ TN459 для Brother;0.0;0643626f-804a-11f0-0a80-01ee001b73a2
7Q-TN416;2;1;6523spb;6523;Набор картриджей TN419/ TN426/ TN439/ TN449/ TN459 для Brother;0.0;6259b1ac-804a-11f0-0a80-0b42001c37ac
BFKYEM8124180-BFKYEM8124210;2;1;7064msk;7064;Набор картриджей TK-8118 Kyocera совместимый;41.8488;88f6e307-7196-11f1-0a80-113c0024ebcf
BFKYEM8124180-BFKYEM8124210;2;1;7064spb;7064;Набор картриджей TK-8118 Kyocera совместимый;41.8488;e149feca-7179-11f1-0a80-1b070032859e
CS-TN217;2;1;1438cs;1438;Картридж лазерный Cactus CS-TN217 TN-217 черный (17500стр.) для Konica Minolta bizhub 223/283/363/423;8.7;572c8d90-3baa-11f0-0a80-15c80008a078
CS-TN217;2;1;1438cs;1438;Картридж лазерный Cactus CS-TN217 TN-217 черный (17500стр.) для Konica Minolta bizhub 223/283/363/423;14.6464;416250d4-1e4b-11eb-0a80-05d200086f87
CS-TN221C;2;1;2634cs;2634;Картридж лазерный Cactus CS-TN221C TN-221C голубой (21000стр.) для Konica Minolta bizhub C227/C287;55.8496;4163efe0-1e4b-11eb-0a80-05d200086f8b
CS-TN221C;2;1;2634cs;2634;Картридж лазерный Cactus CS-TN221C TN-221C голубой (21000стр.) для Konica Minolta bizhub C227/C287;27.46;81e6c79b-0d68-11f1-0a80-02a8003e8d6f
CS-TN-321M;2;1;2032cs;2032;Картридж лазерный Cactus CS-TN-321M СS-TN-321M пурпурный (25000стр.) для Konica Minolta bizhub C224/C224e/C284/C284e/C364;34.78;f60bff9e-6abb-11eb-0a80-09720009d1d5
CS-TN-321M;2;1;2032cs;2032;Картридж лазерный Cactus CS-TN-321M СS-TN-321M пурпурный (25000стр.) для Konica Minolta bizhub C224/C224e/C284/C284e/C364;43.19;77d36d99-84c5-11f0-0a80-131600386d50
CS-TN-321Y;2;1;2033cs;2033;Картридж лазерный Cactus CS-TN-321Y СS-TN-321Y желтый (25000стр.) для Konica Minolta bizhub C224/C224e/C284/C284e/C364;34.78;29215fb3-6abc-11eb-0a80-02d9000986f5
CS-TN-321Y;2;1;2033cs;2033;Картридж лазерный Cactus CS-TN-321Y СS-TN-321Y желтый (25000стр.) для Konica Minolta bizhub C224/C224e/C284/C284e/C364;43.19;77dd4dbe-84c5-11f0-0a80-131600386d5d
EFKYEM8130010-EFKYEM8130040;2;1;7070msk;7070;Набор картриджей TK-8128 Kyocera совместимый;49.3688;c44c599a-7196-11f1-0a80-1da600263c26
EFKYEM8130010-EFKYEM8130040;2;1;7070spb;7070;Набор картриджей TK-8128 Kyocera совместимый;49.3688;e2472851-7179-11f1-0a80-1b070032863e
EFRXSC2022010-EFRXSC2022040;2;1;7075msk;7075;Набор картриджей CT202952-CT202955 Fuji Xerox совместимый;36.8856;d7758c0d-7196-11f1-0a80-113c0024f11b
EFRXSC2022010-EFRXSC2022040;2;1;7075spb;7075;Набор картриджей CT202952-CT202955 Fuji Xerox совместимый;36.8856;e35b3732-7179-11f1-0a80-1b07003286c6
F6V16AE;2;1;F6V16AE;F6V16AE;К-ж HP F6V16AE №123 для HP Deskjet Ink,   Tri-colour (Цветной);20.757;a2b6031c-3530-11eb-0a80-06530015b773
F6V16AE;2;1;F6V16AE;F6V16AE;Картридж F6V16AE (№123) цветной;15.9212;98956802-6625-11eb-0a80-06ca000e069b
F6V24AE;2;1;F6V24AE;F6V24AE;К-ж HP F6V24AE 652 Tri-colour (Цветной) Ink Cartridge;14.5;a2bbfc66-3530-11eb-0a80-06530015b787
F6V24AE;2;1;F6V24AE;F6V24AE;Картридж F6V24AE (№652) цветной;14.896;e3584ce6-6148-11eb-0a80-09e100062310
NV-CB435A/436/285/278/725;2;1;5353nv;5353;Картридж NVP совместимый NV-CB435A/CB436A/CE285A/CE278A/NV-725;4.2394;f5e23e95-1765-11eb-0a80-03f10022fe7e
NV-CB435A/436/285/278/725;2;1;5353nv;5353;Картридж NVP совместимый NV-CB435A/CB436A/CE285A/CE278A/NV-725;4.1943;ca506c47-b06f-11ea-0a80-02fe00387812
NV-CE310A/729Bk;2;1;5360nv;5360;Картридж CE310A/ Canon 729 Bk NV;8.316;7383fc55-1b84-4f5e-ba88-6e5d303cde30
NV-CE310A/729Bk;2;1;5360nv;5360;Картридж CE310A/ Canon 729 Bk NV;8.14;70ecf9c3-2d83-11e6-7a69-8f550013b0d4
NV-DR-213CL;2;1;3700nv;3700;Фотобарабан DR-213CL NV;9.086;e36b0d61-01a6-11ec-0a80-056b0004ea3f
NV-DR-213CL;2;1;3700nv;3700;Блок фотобарабана NVP совместимый NV-DR-213CL;8.6976;0dd35107-59f2-11ed-0a80-04220003f243
NV-KXFAT431A7;2;1;1322nv;1322;Картридж NVP Panasonic KX-FAT431A7;23.76;1a5877a8-b7d9-11e8-9ff4-3150001b649d
NV-KXFAT431A7;2;1;1322nv;1322;Картридж KX-FAT431A7 NV;21.12;aaa26cf8-4fb9-11e9-912f-f3d400038a02
NV-SP277HE;2;1;2323nv;2323;Картридж SP277 NV;10.0805;941be615-ebd7-11e8-9ff4-3150001a9651
NV-SP277HE;2;1;2323nv;2323;Картридж SP277HE NV;9.5589;c24fa0e4-304c-11e9-912f-f3d4000ee918
NV-TN2175T;2;1;0081nv;0081;Картридж TN-2175 NV;7.0664;89103f93-a07a-42e4-815c-09ed4fd6b487
NV-TN2175T;2;1;0081nv;0081;Картридж TN-2175 NV;8.1103;a865ed36-f1d1-11e5-7a69-970d0030c50a
SP312203_MSK;2;1;2159sp;2159;Картридж SP CF542X-CF402X-054H-045H для HP и Canon желтый;5.0;2d4c222a-00eb-11f1-0a80-0c71000f0631
SP312203_MSK;2;1;2159sp;2159;Картридж SP CF542X-CF402X-054H-045H для HP и Canon желтый;4.91;eefb55f3-7c34-11f1-0a80-115a00069a0a
TK-5450;2;1;6413msk;6413;Набор картриджей TK-5450 Kyocera;0.0;e83904bc-790e-11f0-0a80-13d9000769cb
TK-5450;2;1;6413spb;6413;Набор картриджей TK-5450 Kyocera;0.0;16da0390-790f-11f0-0a80-0dd0000f8c78
TK-5490;2;1;6418msk;6418;Набор картриджей TK-5490 Kyocera;0.0;e879349e-790e-11f0-0a80-13d9000769e9
TK-5490;2;1;6418spb;6418;Набор картриджей TK-5490 Kyocera;0.0;2d55646b-790f-11f0-0a80-077d0010244c
