article;class;code;external_code;ec_kind;name;buy_price;qty_all;docs;qty_12m;barcodes;in_ms_product;created
TK-5220K;B;;N2tWVzJ-jiMFuaAN0aBLm2;auto;Тонер-картридж Kyocera TK-5220K  Black для P5021cdn/cdw, M5521cdn/cdw (1 200 стр;47.0;0.0;0;0.0;1;True;2020-12-03
TK-5220M;B;2169-or;2169;num;Тонер-картридж Kyocera TK-5220M;75.2544;0.0;0;0.0;1;True;2020-08-03
TK-5220M;B;;wlGz7riXiYbr7r4U5s4oU2;auto;Тонер-картридж Kyocera TK-5220M Magenta для P5021cdn/cdw, M5521cdn/cdw (1 200 ст;49.0;0.0;0;0.0;1;True;2020-12-03
TK-5220Y;B;2170-or;2170;num;Тонер-картридж Kyocera TK-5220Y;75.2544;0.0;0;0.0;1;True;2020-08-03
TK-5220Y;B;;avqs-bK1j9XnRglT0IIi-3;auto;Тонер-картридж Kyocera TK-5220Y  Yellow для P5021cdn/cdw, M5521cdn/cdw (1 200 ст;49.4;0.0;0;0.0;1;True;2020-12-03
TK-5450;A;6413msk;6413;num;Набор картриджей TK-5450 Kyocera;0.0;0.0;0;0.0;1;True;2025-08-14
TK-5450;A;6413spb;6413;num;Набор картриджей TK-5450 Kyocera;0.0;0.0;0;0.0;2;True;2025-08-14
TK-5490;A;6418msk;6418;num;Набор картриджей TK-5490 Kyocera;0.0;0.0;0;0.0;1;True;2025-08-14
TK-5490;A;6418spb;6418;num;Набор картриджей TK-5490 Kyocera;0.0;0.0;0;0.0;2;True;2025-08-14
TN-130Y;B;0574;0574;num;Картридж TN-130Y, желтый;80.0;0.0;0;0.0;1;True;2020-04-10
TN-130Y;B;;Cj0pTLNJj8SUKKKlSJJhM3;auto;Тонер-картридж BROTHER TN-130Y MFC-9440CN/HL-4040CN 1500 страниц желтый оригинал;80.0;0.0;0;0.0;1;True;2020-12-03
TN-3230;B;1615;1615;num;Картридж TN-3230;0.0;0.0;0;0.0;1;True;2018-09-06
TN-3230;B;;mNgqVUMwi2E-9e-MWpOnR0;auto;Тонер к-ж BROTHER TN-3230 HL-5340D/5350DN/5370DW 3000 стр ориг;68.2;0.0;0;0.0;1;True;2020-12-03
TN-3330;B;1616;1616;num;Картридж TN-3330;0.0;0.0;0;0.0;1;True;2019-11-01
TN-3330;B;;1xZT43Tsjtkr7YdyN5muS3;auto;Тонер к-ж BROTHER TN-3330 HL5440D/5450DN/5470DW/6180DW 3000 стр ориг;73.0;0.0;0;0.0;1;True;2020-12-03
W1106A;B;;rzB7WQSLgpr1tlEqameya3;auto;W1106A  К-ж HP 106A лазерный черный (1000 стр), ориг.;53.65;0.0;0;0.0;1;True;2020-12-03
W1106A;B;;utkUkPB2iTuqTpYcpRJDd3;auto;Картридж 106A OR;52.084;0.0;0;0.0;1;True;2020-04-07
WB Deli T200;C;5288wb;5288;num;Картридж для Deli T200 P2000s/M2000s 4.5K White Box (Совместимый);7.861;0.0;0;0.0;1;True;2026-05-12
WB Deli T200;C;7080wb;7080;num;Картридж для Deli T200 P2000s/M2000s 4.5K White Box (Совместимый);8.0702;0.0;0;0.0;1;True;2026-07-10
WB Deli T31;C;5290wb;5290;num;Картридж для Deli T31 P3100/M3100  3.5K White Box (Совместимый);8.316;3.0;3;3.0;1;True;2024-07-21
WB Deli T31;C;7086wb;7086;num;Картридж для Deli T31 P3100/M3100  3.5K White Box (Совместимый);8.316;0.0;0;0.0;1;True;2026-07-17
WB PCM130 DRUM;C;5944wb;5944;num;Картридж для КАТЮША P130/M130 DRUM 30K White Box (Совместимый);0.0;3.0;2;3.0;2;True;2025-03-17
WB PCM130 DRUM;C;5952wb;5952;num;Картридж для КАТЮША P130/M130 DRUM 30K White Box (Совместимый);7.1124;0.0;0;0.0;1;True;2026-07-06
X4E40AE;B;3737sf;3737;num;Картридж GT51XL Черный HP;16.1782;0.0;0;0.0;1;True;2018-02-16
X4E40AE;B;;Vym2ZE4igcmWwK8v9MPwa0;auto;К-ж HP (Чернила) X4E40AE   GT51XL Черный (135 мл) GT5810/5820 6000 стр. оригинал;16.6505;0.0;0;0.0;1;True;2020-12-03
wb7lcevdr4;A;wb7lcevdr4;wb7lcevdr4;auto;Браслет из натурального жемчуга с сердцем;0.0;0.0;0;0.0;1;True;2024-11-17
wb7lcevdr4;A;wb7lcevdr4;wb7lcevdr4;auto;Браслет из натурального жемчуга на руку Древо жизни;0.0;0.0;0;0.0;1;True;2024-07-12
wb7lcevdr4;A;wb7lcevdr4;wb7lcevdr4;auto;Браслет из натурального жемчуга на руку Инфинити;0.0;0.0;0;0.0;1;True;2024-07-27
