уровень;поставщик;артикул;название карточки;штук;внешний код;наша карточка;балл;код в МС;Название WB
D;bulat;GDEP0M1100010;Контейнер с чернилами БУЛАТ C13T03P14A, E-110 для Epson M1100, M1170, M2140 Чёрный XL (6000 стр., 120 мл) pigment;300.000;4433;Картридж для Epson T03P14A EcoTank M-11хх/21хх/31хх ЧЕРНИЛА Black 6K ВОДНЫЕ AQUAMARINE (Совместимый);5;4433bt;Чернила 110 для Epson C13T03P14A водные черный
D;bulat;GDEP0T7741010;Чернила Epson T7741, C13T77414A, Чёрные банка 500 мл pigment;52.000;3855;Чернила T7741, C13T77414A для Epson L1455, L605 , M100 (банка с колпачком), Чёрные (6000 стр., 100 мл) pigment;4;;Чернила 774BK для Epson C13T77414A черный
D;bulat;GDEPL15150010;Контейнер с чернилами БУЛАТ 112, C13T06C14A для Epson L15150, L6550, Pro L6580, M15140 (Чёрный, 7500 стр., 127 мл) pigment;100.000;4434;Контейнер с чернилами Sakura C13T06C14A (112 BK) для Epson, черный, 7500 к., 140 мл.;5;4434bt;Картридж 112 для Epson C13T06C14A черный
D;bulat;GDHP00GT52040;Чернила HP GT52 (M0H54AE), Голубые (100 мл) dye;50.000;3738;Чернила Cactus CS-GT51-52M/C/Y многоцветный набор 4x100мл для DeskJet GT 5810/5820/5812/5822;5;;Чернила GT52 для HP M0H54AE голубой
D;bulat;GFCNIP1200010;Струйный картридж БУЛАТ CL-41 Color (0617B025) для Canon Pixma iP1200, 2200, 6210, MP140, MX300 (Цветной, 18 мл), ref.;20.000;0283;Картридж струйный Cactus CS-CL38 CL-38 многоцветный (9мл) для Canon Pixma iP1800/iP1900/iP2500/iP2600/MP140/MP190/MP210/MP220/MP470/MX300/MX310 с чипом;4;0283bt;Картридж PG-50BK для Canon 0616B001 черный
D;bulat;GFCNIP1200020;Струйный картридж БУЛАТ PG-40 (0615B025) для Canon Pixma iP1200, 2200, 6210, MP140, MX300 (Чёрный, 18 мл), ref.;50.000;0283;Картридж струйный Cactus CS-PG37 PG-37 черный (9мл) для Canon Pixma iP1800/iP1900/iP2500/iP2600/MP140/MP190/MP210/MP220/MP470/MX300/MX310 с чипом;5;0283bt;Картридж PG-50BK для Canon 0616B001 черный
D;bulat;GFCNMG2140010;Струйный картридж БУЛАТ PG-440XL (5216B001) для Canon Pixma MG2140, 3140 (Чёрный, 18 мл), ref.;50.000;2395;Картридж струйный Cactus CS-PG440 PG-440 черный (180стр.) для Canon Pixma MG2140/3140/2240/2245/3240/3540/3640/4140/4240/4250/MX374/375/394/434/454/474/514/524/534/TS5140 с чипом;5;2395bt;Картридж PG-440XL для Canon 5216B001 черный XL ресурс
D;bulat;GFCNMG2140020;Струйный картридж БУЛАТ CL-441XL Color (5220B001) для Canon Pixma MG2140, 3140 (Цветной, 18 мл), ref.;50.000;2395;Картридж струйный Cactus CS-CL441 CL-441 многоцветный (18мл) для Canon PIXMA MG2140/ MG3140 с чипом;4;2395bt;Картридж PG-440XL для Canon 5216B001 черный XL ресурс
D;bulat;GFCNMG2440010;Струйный картридж БУЛАТ PG-445XL (8282B001) для Canon Pixma MG2440, 2540, MX494, iP2840, TS204 (Чёрный, 14 мл), ref.;20.000;3486;Заправочный набор Cactus CS-RK-PG445-CL446 голубой/пурпурный/желтый/черный набор 5x30мл для Canon Pixma MG2440/MG2540/;4;3486bt;Картридж PG-445XL для Canon 8282B001 черный XL ресурс
D;bulat;GFCNPFI102010;Струйный картридж БУЛАТ PFI-102BK (0895B001) для Canon imagePROGRAF iPF500, iPF600, iPF700, LP17 (Чёрный, 130 мл);50.000;1238;Картридж струйный Cactus CS-PFI102BK PFI-102 BK черный (130мл) для Canon iPF500/iPF600/iPF700/ MFP M40/iPF765/LP17/LP24 с чипом;5;1238bt;Картридж PFI-102BK для Canon 0895B001 черный
D;bulat;GFCNPFI102020;Струйный картридж БУЛАТ PFI-102MBK (0894B001) для Canon imagePROGRAF iPF500, iPF600, iPF700, LP17 (Матовый чёрный, 130 мл) pigment;50.000;1238;Картридж струйный Cactus CS-PFI102BK PFI-102 BK черный (130мл) для Canon iPF500/iPF600/iPF700/ MFP M40/iPF765/LP17/LP24 с чипом;5;1238bt;Картридж PFI-102BK для Canon 0895B001 черный
D;bulat;GFCNPFI104010;Струйный картридж БУЛАТ PFI-104M (3631B001) для Canon imagePROGRAF iPF650, iPF750 (Пурпурный, 130 мл) pigment;20.000;1240;Картридж для CANON  PFI-104M iPF650, iPF655, iPF750, iPF755, iPF760, iPF765 Magenta (130ml, Dye) MyInk;4;1240bt;Картридж PFI-102M для Canon 0897B001 пурпурный
D;bulat;GFCNPFI320040;Струйный картридж БУЛАТ PFI-320M (2892C001) для Canon imagePROGRAF TM-200, TM-300 (Пурпурный, 300 мл);20.000;3562;Картридж струйный Cactus CS-PFI120M PFI-120 M пурп.пигм. (130мл) для Canon imagePROGRAF TM-200/TM-205/TM-300/TM-305 с чипом;5;3562bt;Картридж PFI-120M для Canon 2887C002 пурпурный
D;bulat;GFEP0M5290010;Струйный картридж БУЛАТ Т9461, C13T946140 (XL) для Epson WorkForce Pro WF-C5290DW,  Чёрный (10000 стр.);50.000;3070;Картридж струйный Cactus CS-EPT9461 T9461 черный пигментный (180мл) для Epson WF-C5290DW/WF-C5790DW с чипом;6;3070bt;Картридж T9461 BK для Epson C13T946140 черный
D;bulat;GFEP0M5298010;Струйный картридж БУЛАТ T9661, C13T966140 XXL для Epson WorkForce Pro WF-M5299, Чёрный (40000 стр.);200.000;3442;Картридж Epson T9661 WorkForce Pro M5298/M5299/M5799 XXL Black SuperFine;5;3442bt;Картридж T9661 для Epson C13T966140 черный
D;bulat;GFEPSP7700010;Струйный картридж БУЛАТ T6361, C13T636100 Photo Black (700 мл) pigment для Epson Stylus Pro 7700, 7890, 7900, 9700, 9890, 9900, WT7900;20.000;1911;Картридж T5961, черный BS;4;1911bt;Картридж T5961 для Epson C13T596100 черный
D;bulat;GFEPWF6090020;Струйный картридж БУЛАТ T9072, C13T907240 для Epson WorkForce Pro WF-6090, WF-6590 (Голубой, XXL, 7000 стр., 90 мл);50.000;3508;IC-ET9072 Картридж T2 для Epson WorkForce WF-6090/6590 (7000 стр.) голубой, с чипом;6;3508bt;Картридж T9072 для Epson C13T907240 голубой
D;bulat;GFEPWF8190010;Струйный картридж БУЛАТ T04A1, C13T04A140 для Epson WorkForce Pro WF-C8190, WF-C8690 (Чёрный, XXL,11500 стр., 240 мл);50.000;3791;Картридж струйный Cactus CS-EPT04A140 T04A1 черный пигментный (230мл) для Epson WorkForce Pro WF-C8190, WF-C8690 с чипом;6;3791bt;Картридж T04A1 BK для Epson C13T04A140 черный
D;bulat;GFEPWF8190030;Струйный картридж БУЛАТ T04A3, C13T04A340 для Epson WorkForce Pro WF-C8190, WF-C8690 (Пурпурный, XXL, 8000 стр.);20.000;3793;Картридж струйный Cactus CS-EPT04A340 T04A3 пурп.пигм. (85мл) для Epson WorkForce Pro WF-C8190, WF-C8690 с чипом;6;3793bt;Картридж T04A3 M для Epson C13T04A340 пурпурный
D;bulat;GFEPWF8190040;Струйный картридж БУЛАТ T04A4, C13T04A440 для Epson WorkForce Pro WF-C8190, WF-C8690 (Жёлтый, XXL, 8000 стр., 90 мл);50.000;3794;Картридж струйный Cactus CS-EPT04A440 T04A4 желт.пигм. (85мл) для Epson WorkForce Pro WF-C8190, WF-C8690 с чипом;6;3794bt;Картридж T04A4 Y для Epson C13T04A440 желтый
D;bulat;GFEPWF8190060;Струйный картридж БУЛАТ T04B2, C13T04B240 для Epson WorkForce Pro WF-C8190, WF-C8610, WF-C8690 (Голубой, XL, 4600 стр.);50.000;3797;Картридж струйный Cactus CS-EPT04B240 T04B2 голуб.пигм. (54мл) для Epson WorkForce Pro WF-C8190, WF-C8690 с чипом;6;3797bt;Картридж T04B2 C для Epson C13T04B240 голубой
D;bulat;GFEPWF8190070;Струйный картридж БУЛАТ T04B3, C13T04B340 для Epson WorkForce Pro WF-C8190, WF-C8610, WF-C8690 (Пурпурный, XL, 4600 стр., 62 мл);50.000;3798;Картридж струйный Cactus CS-EPT04B340 T04B3 пурп.пигм. (54мл) для Epson WorkForce Pro WF-C8190, WF-C8690 с чипом;6;3798bt;Картридж T04B3 M для Epson C13T04B340 пурпурный
D;bulat;GFEPWF8190080;Струйный картридж БУЛАТ T04B4, C13T04B440 для Epson WorkForce Pro WF-C8190, WF-C8610, WF-C8690 (Жёлтый, XL, 4600 стр., 62мл);50.000;3799;Картридж струйный Cactus CS-EPT04B440 T04B4 желт.пигм. (54мл) для Epson WorkForce Pro WF-C8190, WF-C8690 с чипом;6;3799bt;Картридж T04B4 Y для Epson C13T04B440 желтый
D;bulat;GFEPWFC869020;Струйный картридж БУЛАТ Т9732, C13T973200 для Epson WorkForce Pro WF-C869 (Голубой, 22000 стр., 192 мл);50.000;4501;$_СРОЧНО IC-ET9742 Картридж T2 для Epson WorkForce WF-C869 (84000 стр.) голубой, с чипом;5;4501bt;Картридж T9732 для Epson T973XL голубой XL ресурс
D;bulat;GFEPWFC869030;Струйный картридж БУЛАТ Т9733, C13T973300 для Epson WorkForce Pro WF-C869 (Пурпурный, 22000 стр., 192 мл);50.000;4502;C13T973300 (T9733 M) контейнер с чернилами Sakura для Epson, пурпурный , 22000 к.;5;4502bt;Картридж T9733 для Epson T973XL пурпурный XL ресурс
D;bulat;GFEPWFC869040;Струйный картридж БУЛАТ Т9734, C13T973400 для Epson WorkForce Pro WF-C869 (Жёлтый, 22000 стр., 192 мл);50.000;4503;$_СРОЧНО IC-ET9744 Картридж T2 для Epson WorkForce WF-C869 (84000 стр.) желтый, с чипом;5;4503bt;Картридж T9734 для Epson T973XL желтый XL ресурс
D;bulat;GFEPWFC869050;Струйный картридж БУЛАТ Т9741, C13T974100 (XXL) Чёрный, 86000 стр., pigment для Epson WorkForce Pro WF-C869;50.000;5007;IC-ET9741 Картридж T2 для Epson WorkForce WF-C869 (86000 стр.) черный, с чипом;6;5007bt;Картридж T9741 для Epson C13T974100 черный
D;bulat;GFEPWFC878010;Струйный картридж БУЛАТ T05A1, C13T05A100 для Epson WorkForce Pro WF-C878, WF-C879 (Чёрный, 20000 стр., 420 мл);50.000;3881;Картридж струйный Cactus CS-EPT05A100 T05A1 черный пигментный (440мл) для Epson WorkForce Pro WF-C878/C879 с чипом;6;3881bt;Картридж T05A1 Bk для Epson C13T05A100 черный
D;bulat;GFEPWFC878020;Струйный картридж БУЛАТ T05A2, C13T05A200 для Epson WorkForce Pro WF-C878, WF-C879 (Голубой, 20000 стр., 220 мл);20.000;3882;Картридж струйный Cactus CS-EPT05A200 T05A2 голуб.пигм. (215мл) для Epson WorkForce Pro WF-C878/C879 с чипом;6;3882bt;Картридж T05A2 C для Epson C13T05A200 голубой
D;bulat;GFEPWFC878030;Струйный картридж БУЛАТ T05A3, C13T05A300 для Epson WorkForce Pro WF-C878, WF-C879 (Пурпурнный, 20000 стр., 220 мл);20.000;3883;Картридж струйный Cactus CS-EPT05A300 T05A3 пурп.пигм. (215мл) для Epson WorkForce Pro WF-C878/C879 с чипом;6;3883bt;Картридж T05A3 M для Epson C13T05A300 пурпурный
D;bulat;GFEPWFC878040;Струйный картридж БУЛАТ T05A4, C13T05A400 для Epson WorkForce Pro WF-C878, WF-C879 (Жёлтый, 20000 стр., 220 мл);20.000;3884;Картридж струйный Cactus CS-EPT05A400 T05A4 желт.пигм. (215мл) для Epson WorkForce Pro WF-C878/C879 с чипом;6;3884bt;Картридж T05A4 M для Epson C13T05A400 желтый
D;bulat;GFHPDJ1015020;Струйный картридж БУЛАТ 650XL (CZ102AE) для HP DeskJet 1015, 2515, 3515, 4515 (Цветной, 18 мл), ref.;20.000;2312;IC-H650_MP Комплект картриджей T2 для HP №650: IC-HCZ101A черный + IC-HCZ102A цветной;3;2312bt;Картридж 650 для HP CZ101AE черный
D;bulat;GFHPDJ1600010;Струйный картридж БУЛАТ 730 (P2V71A) для HP DesignJet T1600, T1700, T2600 (Матовый чёрный, 300 мл);50.000;4475;Струйный картридж БУЛАТ 730 (P2V73A) Photo Black для HP DesignJet T1600, T1700, T2600 (Чёрный, 300 мл);5;4475bt;Картридж 730PBK для HP P2V73A фото-черный с чипом
D;bulat;GFHPDJ3100040;Струйный картридж БУЛАТ 70 (C9453A) Пурпурный, 135 мл, pigment для HP DesignJet Z3100, Z3200;50.000;1568;IC-H9453 Картридж T2 № 70 для HP Designjet Z2100/Z3100/Z3200/Z5200/Z5400, пурпурный, с чипом, пигментный;5;1568bt;Картридж 70 для HP C9453A пурпурный
D;bulat;GFHPDJ3100070;Струйный картридж БУЛАТ 70 (C9455A) Пурпурный Светлый, 135 мл, pigment для HP DesignJet Z3100, Z3200;50.000;1568;IC-H9453 Картридж T2 № 70 для HP Designjet Z2100/Z3100/Z3200/Z5200/Z5400, пурпурный, с чипом, пигментный;5;1568bt;Картридж 70 для HP C9453A пурпурный
D;bulat;GFHPDJ5743010;Струйный картридж БУЛАТ C8767HE для HP DeskJet 5743, OfficeJet 6313 130 (Чёрный, 860 стр.);100.000;0196;Картридж струйный Cactus CS-C8767 №130 черный (29мл) для HP DJ 5740/5743/5745/5748/5793/5940/5943/6540/6540d/6540dt/6543/6543d/6620/6623/6840/6843/6940/6940dt/6943/6980series/6980dt/6983/6985/9800series/9860/DJ 6310/6310xi/6313/6315/6318 с чипом;6;0196bt;Картридж 130 для HP C8767HE черный
D;bulat;GFHPDJT920070;Струйный картридж БУЛАТ 727 (B3P19A) для HP DesignJet T920, T1500, T2500 (Голуболй, 130 мл, 130 стр.);50.000;2861;Картридж для (727XL) HP DesignJet T1500/T2500/T920 (B3P19A) Cyan MyInk;5;2861bt;Картридж 727 для HP B3P19A голубой с чипом
D;bulat;GFHPDJT920080;Струйный картридж БУЛАТ 727 (B3P20A) для HP DesignJet T920, T1500, T2500 (Пурпурный, 130 мл, 130 стр.);50.000;2862;Картридж для (727XL) HP DesignJet T1500/T2500/T920 (B3P20A) Magenta MyInk;5;2862bt;Картридж 727 для HP B3P20A пурпурный с чипом
D;bulat;GFHPDJT920090;Струйный картридж БУЛАТ 727 (B3P21A) для HP DesignJet T920, T1500, T2500 (Жёлтый, 130 мл, 130 стр.);20.000;2863;Картридж для (727XL) HP DesignJet T1500/T2500/T920 (B3P21A) Yellow MyInk;5;2863bt;Картридж 727 для HP B3P21A желтый с чипом
D;bulat;GFHPDJT920110;Струйный картридж БУЛАТ 727 (B3P23A) Photo Black для HP DesignJet T920, T1500, T2500 (130 мл, 130 стр.);20.000;2860;Картридж для (727XL) HP DesignJet T1500/T2500/T920 (B3P23A) Photo Black  MyInk;5;2860bt;Картридж 727 для HP B3P23A фото-черный с чипом
D;bulat;GFHPDJT920120;Струйный картридж БУЛАТ 727 (B3P24A) для HP DesignJet T920, T1500, T2500 (Серый, 130 мл, 130 стр.);20.000;2864;Картридж для (727XL) HP DesignJet T1500/T2500/T920 (B3P24A) gray MyInk;5;2864bt;Картридж 727 для HP B3P24A серый с чипом
D;bulat;GFHPOJ6000020;Струйный картридж Булат 920XL (CD972AE) для HP OfficeJet 6000 (Голубой 700 стр.);50.000;0326;Струйный картридж Sakura CD972AE (№920XL Cyan) для HP, голубой, 14,6 мл., 980 к.;5;0326bt;Картридж 920XLC для HP CD972A голубой XL ресурс
D;bulat;GFHPOJ6100030;Струйный картридж БУЛАТ CN055AE для HP OfficeJet 6100 933XL (Пурпурный, 825 стр.);50.000;0955;Картридж струйный Cactus CS-CN055 №933XL пурпурный (14мл) для HP DJ 6600 с чипом;6;0955bt;Картридж 933XL для HP CN055AE пурпурный XL ресурс
D;bulat;GFHPOJ6100040;Струйный картридж БУЛАТ CN056AE для HP OfficeJet 6100 933XL (Жёлтый, 825 стр.);50.000;0956;Картридж струйный Cactus CS-CN056 №933XL желтый (14мл) для HP DJ 6600 с чипом;6;0956bt;Картридж 933XL для HP CN056AE желтый XL ресурс
D;bulat;GFHPOJX451010;Струйный картридж БУЛАТ 970XL (CN625AE) Чёрный, 9200 стр., pigment для HP OfficeJet Pro X451, X476, X551, X576;50.000;0975;IC-H625 Картридж T2 №970XL для HP Officejet Pro X451/X476/X551dw/X576dw, черный, с чипом;6;0975bt;Картридж 970XL для HP CN625AE черный с чипом XL ресурс
D;bulat;GFHPOJX451020;Струйный картридж БУЛАТ 971XL (CN626AM) Голубой, 6600 стр. / 83 мл, pigment для HP OfficeJet Pro X451, X476, X551, X576;50.000;0976;IC-H626 Картридж T2 №971XL для HP Officejet Pro X451/X476/X551dw/X576dw, голубой, с чипом;6;0976bt;Картридж 971XLC для HP CN626AE голубой с чипом XL ресурс
D;bulat;GFHPOJX451030;Струйный картридж БУЛАТ 971XL (CN627AM) Пурпурный, 6600 стр. / 83 мл, pigment для HP OfficeJet Pro X451, X476, X551, X576;50.000;0977;IC-H627 Картридж T2 №971XL для HP Officejet Pro X451/X476/X551dw/X576dw, пурпурный, с чипом;6;0977bt;Картридж 971XLM для HP CN627AE пурпурный с чипом XL ресурс
D;bulat;GFHPOJX451040;Струйный картридж БУЛАТ 971XL (CN628AM) Жёлтый, 6600 стр. / 83 мл, pigment для HP OfficeJet Pro X451, X476, X551, X576;50.000;0978;IC-H628 Картридж T2 №971XL для HP Officejet Pro X451/X476/X551dw/X576dw, желтый, с чипом;6;0978bt;Картридж 971XLY для HP CN628AE желтый с чипом XL ресурс
D;bulat;GFHPPWP452010;Струйный картридж БУЛАТ L0S07AE для HP PageWide Pro 452 973X (Чёрный, 10000 стр.);100.000;2188;Струйный картридж Sakura L0S07AE (№973X Black) для HP, черный, 256 мл., 10000 к.;6;2188bt;Картридж 973XLBK для HP L0S07AE черный с чипом XL ресурс
D;bulat;GFHPPWP452020;Струйный картридж БУЛАТ F6T81AE для HP PageWide Pro 452 973X (Голубой, 7000 стр.);50.000;2189;Blossom BS-F6T81AE (973XL) Струйный картридж для HP PageWide Pro 452dw/Pro 477dw, cyan XL;6;2189bt;Картридж 973XLC для HP F6T81AE голубой с чипом XL ресурс
D;bulat;GFHPPWP452030;Струйный картридж БУЛАТ F6T82AE для HP PageWide Pro 452 973X (Пурпурный, 7000 стр.);50.000;2190;Картридж SP 973X M (F6T82AE) для HP, пурпурный;6;2190bt;Картридж 973XLM для HP F6T82AE пурпурный с чипом XL ресурс
D;bulat;GFHPPWP452040;Струйный картридж БУЛАТ F6T83AE для HP PageWide Pro 452 973X (Жёлтый, 7000 стр.);50.000;2191;Картридж SP 973X Y (F6T83AE) для HP, желтый;6;2191bt;Картридж 973XLY для HP F6T83AE желтый с чипом XL ресурс
D;colortek;139570;Картридж Colortek Oki 46471108 (C823) Black;25.000;3965;Картридж для OKI C823/C833/C843 46438004 30K DRUM Black White Box (Совместимый);5;;Картридж 46471108 для OKI черный
D;colortek;1568-1;Картридж струйный Colortek Canon BC-20 bk;25.000;0128;Струйный картридж BCI-21 & BCI-24 с чернилами на водной основе Black 9,2 мл ProfiLine;5;;Картридж BCI-24 для Canon BCI-21 BK черный
D;easy_print;DK-3100;Блок фотобарабана Kyocera DK-3100 302MS93025 ч/б:300000стр. для для FS-2100D/FS-2100DN / M3040dn/M3540dn Kyocera;46.000;3742;DK3100  Фотобарабан Sakura для принтера Kyocera FS-2100D, FS-2100DN, ECOSYS M3040dn, ECOSYS M3540dn , черный, 300000 к.;4;;Фотобарабан DK-3170 DU для Kyocera черный
D;easy_print;DK-3130;Блок фотобарабана Kyocera 302LV93045 DK-3130 ч/б:500000стр. для FS-4100DN/4200DN/4300DN Kyocera;30.000;0865;TC-K3130 Тонер-картридж T2 для Kyocera FS-4200DN/4300DN/ECOSYS M3550idn (25000 стр.) с чипом;4;;Картридж TK-3130 для Kyocera черный
D;easy_print;LH-W2030X_NC;W2030X Картридж EasyPrint LH-W2030X_NC для HP CLJ Pro M454/455/M479/480/Canon LBP663/664/MF742/744/746 (7600 стр.) черный, БЕЗ ЧИПА;27.000;3224;055H Картридж EasyPrint LC-055H BK_NC для Canon i-SENSYS LBP663/664/MF742/744/HP CLJ Pro M454/455/479/480 (7600 стр.) черный, БЕЗ ЧИПА;6;3224ep;Картридж W2030X для HP 415X черный без чипа XL ресурс
D;easy_print;TK-170;Тонер К-ж Kyocera TK-170 к FS-1320D, 7200 стр (о);52.000;0119;Картридж для Kyocera TK130 FS-1028/1128MFP/1300D/1350D/1320D/1370DN 7K  AQUAMARINE (Совместимый);5;;Картридж TK-130 для Kyocera черный с чипом
D;kaktus_msk;CS-3JA29AE;Картридж струйный Cactus CS-3JA29AE 963XL желт.пигм. (25.5мл) для HP OfficeJet Pro 9010/9010e/9012/9014/9015/9016/9019 с чипом;12.000;4145;Картридж струйный G&G GG-3JA29AE 963XL желтый (25.8мл) для HP OfficeJet Pro 9010/9010e/9012/9012e/9014/9014e/9015/9015e/9016/9019/9019e/9020/9022/9022e/9025/9025e AIO;5;4145cs;Картридж 963XL для HP 3JA29AE желтый с чипом XL ресурс
D;kaktus_msk;CS-3JA30AE;Картридж струйный Cactus CS-3JA30AE 963XL черный пигментный (58мл) для HP OfficeJet Pro 9010/9010e/9012/9014/9015/9016/9019 с чипом;19.000;4146;IC-H963XL_MP Комплект картриджей T2 для HP 963XL: черный, голубой, пурпурный, желтый;5;4146cs;Картридж 963XL для HP 3JA30AE черный с чипом XL ресурс
D;kaktus_msk;CS-C067BK;Картридж лазерный Cactus CS-C067BK 067BK черный (1350стр.) для Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw;500.000;6983;Картридж PL-067BK для принтеров Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw Black 1350 копий ProfiLine;6;6983cs;Картридж 067BK для Canon 5102C002 черный с чипом
D;kaktus_msk;CS-C067C;Картридж лазерный Cactus CS-C067C 067C голубой (1250стр.) для Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw;451.000;6984;Картридж PL-067C для принтеров Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw Cyan 1250 копий ProfiLine;6;6984cs;Картридж 067C для Canon 5101C002 голубой с чипом
D;kaktus_msk;CS-C067M;Картридж лазерный Cactus CS-C067M 067M пурпурный (1250стр.) для Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw;461.000;6985;Картридж PL-067M для принтеров Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw Magenta 1250 копий ProfiLine;6;6985cs;Картридж 067M для Canon 5101C002 пурпурный с чипом
D;kaktus_msk;CS-C067Y;Картридж лазерный Cactus CS-C067Y 067Y желтый (1250стр.) для Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw;425.000;6986;Картридж PL-067Y для принтеров Canon i-SENSYS LBP631Cw/LBP633Cdw/MF651Cw/MF655Cdw/MF657Cdw Yellow 1250 копий ProfiLine;6;6986cs;Картридж 067Y для Canon 5101C002 желтый с чипом
D;kaktus_msk;CS-C9351;Картридж струйный Cactus CS-C9351 №21 черный (17мл) для HP DJ 3920/3940/D1360/D1460/D1470/D1560/D2330/D2360/D2430/D2460/F370/F375/F380/F2180/F2187/F2224/F2280/F2290/F4140/F4172/F4180/F4190 с чипом;148.000;0200;Картридж струйный Cactus CS-C9351C №21XL черный (20мл) для HP DJ 3920/3940/D1360/D1460/D1470/D1560/D2330/D2360 с чипом;5;0200cs;Картридж 21XL для HP C9351CE черный XL ресурс
D;kaktus_msk;CS-CE278AD;Картридж лазерный Cactus CS-CE278AD черный двойная упак. (2100стр.) для HP LJ P1566/P1606w;158.000;0088;Картридж лазерный Cactus CS-CE278U-10 черный (2100стр.) для HP LJ P1566/P1606w;6;0088cs;Картридж CE278A для HP 78A черный с чипом
D;kaktus_msk;CS-CE285AD;Картридж лазерный Cactus CS-CE285AD черный двойная упак. (1600стр.) для HP LJ P1102/P1102W/M1130/M1132;500.000;0087;Картридж PL-CB435A/CB436A/CE285A/712/713/725 (№35A №36A №85A) для принтеров HP LaserJet P1001/P1002/P1003/P1004/P1005/P1006/P1007/P1008/P1009/M1120/M1120n/M1522/M1522n/M1522nf/M1505/M1505n/LaserJet Pro P1101/P1102/P1102w/P1103/P1104/P1106/P1108/P1109;6;0087cs;Картридж CE285A для HP 85A черный с чипом
D;kaktus_msk;CS-CF283AD;Картридж лазерный Cactus CS-CF283AD черный двойная упак. (1500стр.) для HP LJ Pro M125nw/M127fw;500.000;0825;283A Картридж EasyPrint LH-83A для HP LJ Pro M125nw/M127fw/M201/M225 (1500 стр.) черный, с чипом;6;0825cs;Картридж CF283A для HP 83A черный
D;kaktus_msk;CS-CF283XD;Картридж лазерный Cactus CS-CF283XD черный двойная упак. (2200стр.) для HP LJ Pro M225dn/M201/M202;12.000;0825;283A Картридж EasyPrint LH-83A для HP LJ Pro M125nw/M127fw/M201/M225 (1500 стр.) черный, с чипом;5;0825cs;Картридж CF283A для HP 83A черный
D;kaktus_msk;CS-CLI521C/M/Y;Картридж струйный Cactus CS-CLI521C/M/Y голубой/пурпурный/желтый набор (25.2мл) для Canon Pixma iP3600/iP4600/iP4700/MP540/MP550/MP560/MP620/MP630/MP640/MP980/MP990/MX860/MX870 с чипом;39.000;0132;Картридж струйный Cactus CS-CLI521C голубой (9мл) для Canon MP540/MP550/MP620/MP630/MP640/MP660 с чипом;5;0132cs;Картридж CLI-521C для Canon 2934B004 голубой с чипом
D;kaktus_msk;CS-CLI8C/M/Y;Картридж струйный Cactus CS-CLI8C/M/Y CLI-8C/M/Y голубой/пурпурный/желтый набор (36мл) для Canon MP470/500/530/600/800/810/830/970/MX850/iP4200/4300/520 с чипом;1.000;0136;Картридж CANON CLI-8PC  PIXMAiP6600D/MP950Pro9000 photo cyan SuperFine;5;0136cs;Картридж CLI-8C для Canon 0621B024 голубой с чипом
D;kaktus_msk;CS-DL-420;Блок фотобарабана Cactus CS-DL-420 DL-420/DL-420P черный ч/б:30000стр. для M6700D/DW/M6800FDW/M7100DN/DW/M7102DN/M7103DN/M7107DN/DW/M7200FD/FDN/FDW/M7300FDN/FDW/M7302FDN/FDW/M7310DN/DW/P3010D/DW/P3020/P3300DN/DW/P3302DN/P3303DN Pantum;500.000;6603;Комплект фотобарабан DL-420 XL + картридж TL-420X с чипом Pantum;6;6603cs;Фотобарабан + картридж DL-420 XL+TL-420X для Pantum черный с чипом
D;kaktus_msk;CS-TN320;Картридж лазерный Cactus CS-TN320 черный (20000стр.) для Konica Minolta bizhub 36/42;8.000;6225;Картридж лазерный CopyRite CR-KMTN320 TN-320/A202-053 черный (20000стр.) для Konica Minolta bizhub 36/42;5;6225cs;Картридж TN-320 для Konica A202-053 черный
D;ramis;5211210000;Картридж для (121XL) HP DJ D2563/F4283 CC641HE (восстановленный) Black Unijet;548.000;0192;Картридж струйный Cactus CS-CC643 №121 многоцветный (9мл) для HP DJ D1663/D2563/D2663/D5563/F2423/F2483/F2493/F4213/F4275/F4283/F4583/PS C4683/C4783 с чипом;4;;Картридж 121XL для HP CC641HE черный XL ресурс
D;ramis;5212210000;Картридж для (123XL) HP DeskJet 2130 F6V19AE (восстановленный) Black UNIjet;38.000;2705;Картридж струйный Cactus CS-F6V19AE 123XL черный (480стр.) (18мл) для HP DeskJet 1110/1111/1112/2130 с чипом;5;;Картридж 123XL BK для HP F6V19AE черный XL ресурс
D;ramis;5215310000;Картридж для (123XL) HP DeskJet 2130 F6V18AE (восстановленный) Color UNIjet;10.000;2705;Картридж струйный Cactus CS-F6V18AE 123XL многоцветный (330стр.) (18мл) для HP DeskJet 1110/1111/1112/2130 с чипом;4;;Картридж 123XL BK для HP F6V19AE черный XL ресурс
