тир;подтверждение;кабинет;артикул;nmID;тип;тек_ВБ_ДхШхВ;тек_объём_л;нов_ДхШхВ;нов_объём_л;занижение_раз;дельта_л;источник;название
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;44352LCDYEWA;912913585;ребёнок;5x15x16;1.2;27.5x37.5x4.5;4.64;3.87;3.44;cactus;Картридж для Epson WorkForce Pro C579R 50000 страниц
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;51285MSNHQ6C;915835991;ребёнок;15x13x15;2.92;28.6x32x12;10.98;3.75;8.06;solutionsprint;Картридж для OKI MC362
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;51286F42SXHT;915836097;ребёнок;15x13x15;2.92;28.6x32x12;10.98;3.75;8.06;solutionsprint;Картридж для OKI Data MC363
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Цифровой квадрат;1268;192567940;набор;10x10x10;1.0;6x44x14;3.7;3.7;2.7;набор:согласовано;Картриджи T0591-T0598 для Epson набор cmyk lclm
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Дисквэр;1268F83G04BB;323189539;набор;10x10x10;1.0;6x44x14;3.7;3.7;2.7;набор:согласовано;Картриджи DS T0591-T0598 для Epson набор cmyk lclm
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;0282;263820201;мать;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж BCI-3EBK для Canon BJC-3000, BJC-6000 черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02829;964402899;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon SmartBase MP730
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02828;964402644;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon SmartBase MP700 Photo
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02827;200167008;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Pixma iP5000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02824;200167024;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Pixma MP780
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028210;964400474;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon SmartBase MPC400
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028229;964402228;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet S630
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028226;964402159;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-S520
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028225;200166996;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-S500
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02825;200166957;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Pixma iP3000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028230;200167005;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet S6300
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028217;964401146;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-i550
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028220;964401545;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet i850
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028218;200166930;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-i560
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02821;327898193;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Pixma iP4000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028231;964402473;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet S750
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028222;964401683;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet S400
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028211;964400614;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon SmartBase MPC600F
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028228;200166929;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet S600
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02823;200167041;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Pixma MP760
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028224;964401940;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet S4500
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;02822;964401360;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Pixma MP750
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028221;200166995;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon Bubble Jet i865
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028215;964400888;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-6200
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028216;964401007;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-6500
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028212;200167026;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-3000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;028214;964400699;ребёнок;8x5x5;0.2;10x12x6;0.72;3.6;0.52;solutionsprint;Картридж для Canon BJC-6100
