sku,группа,действия,связок,применено_связок,действие_применено,нет_baseline,нет_карточки,нет_остатка,в_обеих_группах,в_оценке_ITT
1903654716,treatment,remove,1,1,1,0,0,1,0,1
1903668536,treatment,remove,2,2,1,0,0,1,0,1
1916256253,treatment,remove,1,1,1,0,0,1,0,1
1916257705,treatment,bid_down,2,1,1,0,0,1,0,1
1916257793,treatment,remove,1,1,1,0,0,1,0,1
1916257960,treatment,remove,1,1,1,0,0,1,0,1
1916258661,treatment,remove,2,2,1,0,0,1,0,1
1916259629,treatment,bid_down,1,0,0,0,0,1,0,1
1916259676,treatment,remove,2,2,1,0,0,1,0,1
1916259725,treatment,remove,2,2,1,0,0,1,0,1
1916259774,treatment,remove,1,1,1,0,0,1,0,1
1916259798,treatment,remove,1,1,1,0,0,1,0,1
1916259802,treatment,remove,1,1,1,0,0,1,0,1
1916259948,treatment,remove,1,1,1,0,0,1,0,1
1916260152,treatment,remove,1,1,1,0,0,1,0,1
1916260229,treatment,remove,1,1,1,0,0,1,0,1
1916260237,treatment,remove,1,1,1,0,0,1,0,1
1916260774,treatment,remove,1,1,1,0,0,1,0,1
1916260853,treatment,remove,1,1,1,0,0,1,0,1
1916261316,treatment,remove,1,1,1,0,0,1,0,1
1916261453,treatment,remove,1,1,1,0,0,1,0,1
1916261483,treatment,remove,1,1,1,0,0,1,0,1
1916261670,treatment,remove,1,1,1,0,0,1,0,1
1916262153,treatment,remove,1,1,1,0,0,1,0,1
1916262223,treatment,remove,1,1,1,0,0,1,0,1
1916262385,treatment,remove,1,1,1,0,0,1,0,1
1916262490,treatment,remove,2,2,1,0,0,1,0,1
1916262608,treatment,remove,1,1,1,0,0,1,0,1
1916262834,treatment,remove,2,2,1,0,0,1,0,1
1916262958,treatment,remove,1,1,1,0,0,1,0,1
1916263125,treatment,remove,1,1,1,0,0,1,0,1
1916263475,treatment,remove,1,1,1,0,0,1,0,1
1916264413,treatment,remove,1,1,1,0,0,1,0,1
1916264629,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1916264990,treatment,remove,2,2,1,0,0,1,0,1
1916265147,treatment,remove,2,2,1,0,0,1,0,1
1916265827,treatment,remove,1,1,1,0,0,1,0,1
1916266783,treatment,remove,1,1,1,0,0,1,0,1
1916266921,treatment,remove,1,1,1,0,0,1,0,1
1916267242,treatment,remove,1,1,1,0,0,1,0,1
1916269446,treatment,remove,1,1,1,0,0,1,0,1
1916269960,treatment,bid_down,2,0,0,0,0,1,0,1
1916270155,treatment,remove,2,2,1,0,0,1,0,1
1916270248,treatment,remove,2,2,1,0,0,1,0,1
1916270551,treatment,bid_down,1,1,1,0,0,1,0,1
1916270596,treatment,remove,1,1,1,0,0,1,0,1
1916270666,treatment,remove,1,1,1,0,0,1,0,1
1916271241,treatment,remove,2,2,1,0,0,1,0,1
1916271459,treatment,remove,2,2,1,0,0,1,0,1
1916271958,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1916272227,treatment,remove,2,2,1,0,0,1,0,1
1916273047,treatment,remove,2,2,1,0,0,1,0,1
1916273374,treatment,remove,2,2,1,0,0,1,0,1
1916273453,treatment,bid_down,2,2,1,0,0,1,0,1
1916274351,treatment,remove,1,1,1,0,0,1,0,1
1916275835,treatment,bid_down,2,2,1,0,0,1,0,1
1916276351,treatment,remove,2,2,1,0,0,1,0,1
1916276702,treatment,remove,2,2,1,0,0,1,0,1
1916276726,treatment,remove,1,1,1,0,0,1,0,1
1916278043,treatment,remove,2,2,1,0,0,1,0,1
1916278541,treatment,remove,2,2,1,0,0,1,0,1
1916279388,treatment,remove,2,2,1,0,0,1,0,1
1916279464,treatment,remove,1,1,1,0,0,1,0,1
1916279581,treatment,remove,2,2,1,0,0,1,0,1
1916280140,treatment,remove,1,1,1,0,0,1,0,1
1916280397,treatment,remove,1,1,1,0,0,1,0,1
1916280961,treatment,remove,1,1,1,0,0,1,0,1
1916281113,treatment,remove,1,1,1,0,0,1,0,1
1916281220,treatment,remove,1,1,1,0,0,1,0,1
1916281647,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1916281830,treatment,bid_down,1,0,0,0,0,1,0,1
1916282014,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1916282043,treatment,remove,1,1,1,0,0,1,0,1
1916282239,treatment,remove,1,1,1,0,0,1,0,1
1916282812,treatment,remove,2,2,1,0,0,1,0,1
1916283328,treatment,remove,2,2,1,0,0,1,0,1
1916284810,treatment,remove,1,1,1,0,0,1,0,1
1916285404,treatment,remove,1,1,1,0,0,1,0,1
1916288102,treatment,remove,1,1,1,0,0,1,0,1
1916291697,treatment,remove,2,2,1,0,0,1,0,1
1916291713,treatment,remove,1,1,1,0,0,1,0,1
1916292016,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1916292352,treatment,remove,1,1,1,0,0,1,0,1
1916292399,treatment,remove,2,2,1,0,0,1,0,1
1916292584,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1916292590,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1916293259,treatment,remove,1,1,1,0,0,1,0,1
1916293373,treatment,remove,1,1,1,0,0,1,0,1
1916293679,treatment,remove,1,1,1,0,0,1,0,1
1916293767,treatment,remove,1,1,1,0,0,1,0,1
1916293892,treatment,remove,1,1,1,0,0,1,0,1
1916294070,treatment,remove,1,1,1,0,0,1,0,1
1916294321,treatment,bid_down,2,0,0,0,0,1,0,1
1916294432,treatment,remove,2,2,1,0,0,1,0,1
1916296332,treatment,remove,1,1,1,0,0,1,0,1
1916299586,treatment,remove,1,1,1,0,0,1,0,1
1921721204,treatment,remove,1,1,1,0,0,1,0,1
1999110701,treatment,remove,1,1,1,0,0,1,0,1
1999330599,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1999346238,treatment,remove,1,1,1,0,0,1,0,1
1999351045,treatment,remove,1,1,1,0,0,1,0,1
1999361147,treatment,remove,1,1,1,0,0,1,0,1
1999371140,treatment,remove,1,1,1,0,0,1,0,1
1999438034,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1999533757,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1999560340,treatment,remove,1,1,1,1,0,1,0,1
1999565004,treatment,remove,1,1,1,0,0,1,0,1
1999612079,treatment,remove,2,2,1,0,0,1,0,1
1999658187,treatment,remove,2,2,1,0,0,1,0,1
1999662768,treatment,remove,2,2,1,0,0,1,0,1
1999777312,treatment,remove,2,2,1,0,0,1,0,1
1999805502,treatment,remove,2,2,1,0,0,1,0,1
2041921671,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
2054280719,treatment,remove,2,2,1,0,0,1,0,1
2054315689,treatment,remove,2,2,1,0,0,1,0,1
2054446984,treatment,bid_down,1,0,0,0,0,1,0,1
2073217302,treatment,remove,1,1,1,0,0,1,0,1
2073240075,treatment,remove,2,2,1,0,0,1,0,1
2073242583,treatment,bid_down,2,1,1,1,0,1,0,1
2073248043,treatment,remove,2,2,1,0,0,1,0,1
2129690288,treatment,remove,1,1,1,0,0,1,0,1
2129691618,treatment,remove,1,1,1,0,0,1,0,1
2129695470,treatment,remove,1,1,1,0,0,1,0,1
2129696478,treatment,bid_down,1,0,0,0,0,1,0,1
2129701027,treatment,remove,1,1,1,0,0,1,0,1
2129702078,treatment,remove,1,1,1,0,0,1,0,1
2130090902,treatment,remove,1,1,1,0,0,1,0,1
2133668086,treatment,remove,2,2,1,0,0,1,0,1
2166499683,treatment,remove,1,1,1,0,0,1,0,1
2214055532,treatment,remove,1,1,1,0,0,1,0,1
2214375177,treatment,remove,1,1,1,0,0,1,0,1
2240614636,treatment,remove,1,1,1,0,0,1,0,1
2241666610,treatment,remove,1,1,1,0,0,1,0,1
2241667031,treatment,remove,1,1,1,0,0,1,0,1
2241667105,treatment,remove,2,2,1,0,0,1,0,1
2241667158,treatment,remove,2,2,1,0,0,1,0,1
2241667177,treatment,remove,2,2,1,0,0,1,0,1
2241696211,treatment,remove,1,1,1,0,0,1,0,1
2241696554,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
2241696702,treatment,remove,1,1,1,0,0,1,0,1
2241698547,treatment,remove,1,1,1,0,0,1,0,1
2241736297,treatment,remove,1,1,1,0,0,1,0,1
2241736434,treatment,bid_down,1,1,1,0,0,1,0,1
2241736503,treatment,remove,2,2,1,0,0,1,0,1
2241736533,treatment,remove,1,1,1,0,0,1,0,1
2241736542,treatment,remove,1,1,1,0,0,1,0,1
2241789806,treatment,bid_down,2,1,1,0,0,1,0,1
2241796853,treatment,remove,1,1,1,0,0,1,0,1
2241816606,treatment,remove,1,1,1,0,0,1,0,1
2241816627,treatment,remove,1,1,1,0,0,1,0,1
2241816664,treatment,remove,2,2,1,0,0,1,0,1
2241817035,treatment,remove,1,1,1,0,0,1,0,1
2241827854,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
2241827929,treatment,remove,1,1,1,0,0,1,0,1
2241827952,treatment,remove,1,1,1,0,0,1,0,1
2241827995,treatment,remove,2,2,1,0,0,1,0,1
2241828171,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
2241828180,treatment,remove,2,2,1,0,0,1,0,1
2241828223,treatment,remove,2,2,1,0,0,1,0,1
2241869185,treatment,bid_down,2,0,0,0,0,1,0,1
2241876543,treatment,remove,1,1,1,0,0,1,0,1
2241950799,treatment,remove,1,1,1,0,0,1,0,1
2262633109,treatment,remove,1,1,1,0,0,1,0,1
2262637199,treatment,remove,2,2,1,0,0,1,0,1
2431237577,treatment,remove,2,2,1,0,0,1,0,1
2463012372,treatment,remove,1,1,1,0,0,1,0,1
2497456503,treatment,remove,2,2,1,0,0,1,0,1
2497488197,treatment,remove,2,2,1,0,0,1,0,1
2536571360,treatment,remove,2,2,1,0,0,1,0,1
2544719528,treatment,remove,1,1,1,0,0,1,0,1
2545228941,treatment,remove,1,1,1,0,0,1,0,1
2589875867,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
2595212883,treatment,remove,2,2,1,0,0,1,0,1
2601679633,treatment,remove,2,2,1,0,0,1,0,1
2604839626,treatment,remove,1,1,1,0,0,1,0,1
2609207064,treatment,remove,1,1,1,0,0,1,0,1
2615723678,treatment,remove,2,2,1,0,0,1,0,1
2615779506,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
2616329327,treatment,remove,2,2,1,0,0,1,0,1
2623939414,treatment,remove,1,1,1,0,0,1,0,1
2629934189,treatment,remove,1,1,1,0,0,1,0,1
2632728118,treatment,remove,1,1,1,0,0,1,0,1
2675900665,treatment,remove,1,1,1,0,0,1,0,1
2675944889,treatment,remove,1,1,1,0,0,1,0,1
2675948868,treatment,bid_down,2,2,1,0,0,1,0,1
2678820921,treatment,remove,1,1,1,1,0,1,0,1
2681761215,treatment,bid_down,1,0,0,0,0,1,0,1
2681781521,treatment,bid_down,3,2,1,1,0,1,0,1
2686397255,treatment,remove,1,1,1,0,0,1,0,1
2695196915,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
2695311840,treatment,remove,2,2,1,0,0,1,0,1
2698069873,treatment,remove,1,1,1,0,0,1,0,1
2698631674,treatment,remove,1,1,1,0,0,1,0,1
2698855664,treatment,bid_down,3,2,1,0,0,1,0,1
2698872209,treatment,remove,1,1,1,0,0,1,0,1
2698880562,treatment,remove,1,1,1,0,0,1,0,1
2698887471,treatment,remove,1,1,1,0,0,1,0,1
2699042877,treatment,bid_down,2,0,0,0,0,1,0,1
2699059435,treatment,remove,1,1,1,0,0,1,0,1
2699059974,treatment,bid_down,3,1,1,0,0,1,0,1
2699068044,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
2701299193,treatment,remove,2,2,1,0,0,1,0,1
2704387104,treatment,remove,1,1,1,0,0,1,0,1
2708222856,treatment,remove,1,1,1,1,0,1,0,1
2708400484,treatment,remove,1,1,1,0,0,1,0,1
2718782695,treatment,remove,1,1,1,0,0,1,0,1
2732075497,treatment,remove,1,1,1,0,0,1,0,1
2736313065,treatment,remove,1,1,1,0,0,1,0,1
2736913587,treatment,remove,1,1,1,0,0,1,0,1
2737176265,treatment,remove,1,1,1,0,0,1,0,1
2737495227,treatment,remove,1,1,1,0,0,1,0,1
2737636302,treatment,remove,1,1,1,1,0,1,0,1
2741555300,treatment,remove,1,1,1,0,0,1,0,1
2752824858,treatment,remove,1,1,1,0,0,1,0,1
2755725851,treatment,remove,2,2,1,0,0,1,0,1
2755781282,treatment,remove,1,1,1,0,0,1,0,1
2755825192,treatment,remove,1,1,1,0,0,1,0,1
2777048992,treatment,remove,2,2,1,0,0,1,0,1
2791127953,treatment,remove,2,2,1,0,0,1,0,1
2791145862,treatment,remove,2,2,1,0,0,1,0,1
2792815229,treatment,remove,1,1,1,0,0,1,0,1
2795275661,treatment,remove,1,1,1,0,0,1,0,1
2803183780,treatment,remove,1,1,1,0,0,1,0,1
2804070972,treatment,remove,1,1,1,0,0,1,0,1
2837131426,treatment,remove,3,3,1,0,0,1,0,1
2838965241,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
2877793809,treatment,remove,1,1,1,0,0,1,0,1
2904570657,treatment,remove,1,1,1,0,0,1,0,1
2904571852,treatment,remove,1,1,1,0,0,1,0,1
2904579410,treatment,remove,1,1,1,0,0,1,0,1
2923909892,treatment,remove,1,1,1,0,0,1,0,1
2923966591,treatment,remove,1,1,1,0,0,1,0,1
2923978418,treatment,remove,1,1,1,0,0,1,0,1
2929331436,treatment,remove,2,2,1,0,0,1,0,1
2942385937,treatment,remove,2,2,1,0,0,1,0,1
2947759362,treatment,remove,2,2,1,1,0,1,0,1
3067769855,treatment,remove,1,1,1,0,0,1,0,1
3067973847,treatment,remove,1,1,1,0,0,1,0,1
3209875268,treatment,remove,1,1,1,0,0,1,0,1
3223091279,treatment,remove,1,1,1,0,0,1,0,1
3245947552,treatment,remove,1,1,1,0,0,1,0,1
3260694869,treatment,remove,1,1,1,0,0,1,0,1
3279640971,treatment,remove,1,1,1,0,0,1,0,1
3415441920,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
3452075408,treatment,remove,1,1,1,0,0,1,0,1
3490291041,treatment,remove,1,1,1,0,0,1,0,1
3521504003,treatment,remove,1,1,1,0,0,1,0,1
3574064584,treatment,remove,1,1,1,0,0,1,0,1
3574066629,treatment,remove,1,1,1,0,0,1,0,1
3574067563,treatment,remove,1,1,1,0,0,1,0,1
3574093456,treatment,remove,1,1,1,1,0,1,0,1
3574099658,treatment,remove,1,1,1,0,0,1,0,1
3577552030,treatment,remove,1,1,1,0,0,1,0,1
3579589164,treatment,remove,1,1,1,0,0,1,0,1
3579589945,treatment,remove,1,1,1,0,0,1,0,1
3579590913,treatment,remove,1,1,1,0,0,1,0,1
3590358566,treatment,remove,1,1,1,0,0,1,0,1
3590359003,treatment,bid_down,1,0,0,0,0,1,0,1
3594371094,treatment,remove,1,1,1,0,0,1,0,1
3618230910,treatment,remove,1,1,1,0,0,1,0,1
3618270638,treatment,remove,1,1,1,0,0,1,0,1
3651753223,treatment,remove,1,1,1,0,0,1,0,1
3709307701,treatment,remove,1,1,1,0,0,1,0,1
3715715101,treatment,remove,1,1,1,0,0,1,0,1
3730123382,treatment,remove,1,1,1,0,0,1,0,1
3730124075,treatment,remove,1,1,1,0,0,1,0,1
3730188739,treatment,remove,1,1,1,0,0,1,0,1
3759382577,treatment,remove,1,1,1,0,0,1,0,1
3772558331,treatment,remove,1,1,1,0,0,1,0,1
3783054142,treatment,remove,1,1,1,0,0,1,0,1
3784559641,treatment,remove,1,1,1,0,0,1,0,1
3784602253,treatment,remove,1,1,1,0,0,1,0,1
3784624722,treatment,bid_down,1,0,0,0,0,1,0,1
3784896107,treatment,bid_down,1,0,0,0,0,1,0,1
3784923609,treatment,remove,1,1,1,1,0,1,0,1
3785423682,treatment,bid_down,1,0,0,0,0,1,0,1
3785670586,treatment,remove,1,1,1,0,0,1,0,1
