класс;объём_л;ДхШхВ;nmID;артикул;тип;источник;ссылка/файл
25–60 л — проверить;28.3;24.4x33.0x35.2;323345399;3807HLL8P3JW;набор;набор:согласовано;"компоненты:W2120X=35.2x16.5x12.2(cactus(согл.2)); W2121X=35.2x16.5x12.2(cactus(согл.2)); W2122X=35.2x16.5x12.2(cactus(со"
25–60 л — проверить;28.3;24.4x33.0x35.2;323349690;4767Q0ZXPQZQ;набор;набор:согласовано;"компоненты:W2120X=35.2x16.5x12.2(cactus(согл.2)); W2121X=35.2x16.5x12.2(cactus(согл.2)); W2122X=35.2x16.5x12.2(cactus(со"
25–60 л — проверить;27.9;29.4x25.0x37.9;192567515;0366;набор;набор:согласовано;"компоненты:CE250X=37.9x14.7x25(sakura(согл.3)); CE253A=37.7x14.6x25.4(sakura(согл.3))"
25–60 л — проверить;27.9;29.4x25.0x37.9;323216780;0366NQPP719T;набор;набор:согласовано;"компоненты:CE250X=37.9x14.7x25(sakura(согл.3)); CE253A=37.7x14.6x25.4(sakura(согл.3))"
25–60 л — проверить;27.8;21.0x63.0x21.0;261996751;4165;мать;solutionsprint;прямой
25–60 л — проверить;27.8;21.0x63.0x21.0;209732033;4523;мать;solutionsprint;прямой
25–60 л — проверить;27.8;21.0x63.0x21.0;209732034;4522;мать;solutionsprint;прямой
25–60 л — проверить;27.8;21.0x63.0x21.0;209732028;4521;мать;solutionsprint;прямой
25–60 л — проверить;27.8;21.0x63.0x21.0;209732046;4524;мать;solutionsprint;прямой
25–60 л — проверить;27.8;21.0x63.0x21.0;264401298;4166;мать;solutionsprint;прямой
25–60 л — проверить;27.8;21.0x63.0x21.0;323304271;4165BJFADLE6;ребёнок;solutionsprint;наследование от 4165
25–60 л — проверить;27.8;21.0x63.0x21.0;323304249;4166H4CWPYR9;ребёнок;solutionsprint;наследование от 4166
25–60 л — проверить;27.8;21.0x63.0x21.0;323329160;4523V5Y5SSI9;ребёнок;solutionsprint;наследование от 4523
25–60 л — проверить;27.8;21.0x63.0x21.0;323329110;4521ZF0Q5CT9;ребёнок;solutionsprint;наследование от 4521
25–60 л — проверить;27.8;21.0x63.0x21.0;323328642;4524FUXEL5UR;ребёнок;solutionsprint;наследование от 4524
25–60 л — проверить;27.8;21.0x63.0x21.0;323329125;4522NQGRHSEL;ребёнок;solutionsprint;наследование от 4522
25–60 л — проверить;27.4;27.0x29.0x35.0;850500772;6322;мать;наш-озон;ozon_dims|offer_id=6322
25–60 л — проверить;27.4;27.0x29.0x35.0;485127674;6322X5B53WC5;ребёнок;наследование от 6322 (наш-озон);ozon_dims|offer_id=6322
25–60 л — проверить;27.3;36.0x18.5x41.0;596874394;0355;набор;набор:согласовано;"компоненты:Q2681A=41x18.5x12(rapid); Q2682A=41x18.5x12(rapid); Q2683A=41x12x18.5(rapid)"
25–60 л — проверить;27.3;36.0x18.5x41.0;323340681;0355N8E6B95C;набор;набор:согласовано;"компоненты:Q2681A=41x18.5x12(rapid); Q2682A=41x18.5x12(rapid); Q2683A=41x12x18.5(rapid)"
25–60 л — проверить;27.2;25.0x32.0x34.0;313193668;0898BJH5U125;набор;набор:согласовано;"компоненты:655Y=7.5x7.5x43.5(solutionsprint); 655BK=12.5x34x16(solutionsprint); 655C=7.5x7.5x43.5(solutionsprint); 655M="
25–60 л — проверить;27.1;28.8x25.2x37.4;209715103;1179;набор;набор:согласовано;"компоненты:CF320A=37.4x14.4x25.2(sakura(согл.3)); CF323A=37x25x14(sakura(согл.2))"
25–60 л — проверить;27.1;28.8x25.2x37.4;323340987;1179QJMC3T47;набор;набор:согласовано;"компоненты:CF320A=37.4x14.4x25.2(sakura(согл.3)); CF323A=37x25x14(sakura(согл.2))"
25–60 л — проверить;27.0;30.0x45.0x20.0;285157062;5744;мать;наш-озон;ozon_dims|offer_id=5744
25–60 л — проверить;27.0;30.0x45.0x20.0;324995501;5744YW3VH6DQ;ребёнок;наследование от 5744 (наш-озон);ozon_dims|offer_id=5744
25–60 л — проверить;27.0;30.0x45.0x20.0;852725412;57441JSI455T;ребёнок;наследование от 5744 (наш-озон);ozon_dims|offer_id=5744
25–60 л — проверить;26.9;53.5x25.5x19.7;199332152;0625;мать;rapid;прямой
25–60 л — проверить;26.9;53.5x25.5x19.7;199569659;06251;ребёнок;rapid;наследование от 0625
25–60 л — проверить;26.9;53.5x25.5x19.7;915363063;06254OVD8HQD;ребёнок;rapid;наследование от 0625
25–60 л — проверить;26.9;53.5x25.5x19.7;915362847;06252QIQ1SDD;ребёнок;rapid;наследование от 0625
25–60 л — проверить;26.9;53.5x25.5x19.7;915362837;06251ORK5D5K;ребёнок;rapid;наследование от 0625
25–60 л — проверить;26.9;53.5x25.5x19.7;915363111;06253NZGZI77;ребёнок;rapid;наследование от 0625
25–60 л — проверить;26.9;53.5x25.5x19.7;323302577;0625VF63EXGS;ребёнок;rapid;наследование от 0625
25–60 л — проверить;26.9;17.0x27.0x58.5;497905891;6471;набор;набор:согласовано;"компоненты:006R01379=58.5x13.5x8.5(cactus); 006R01380=58.5x13.5x8.5(cactus); 006R01381=58.5x13.5x8.5(cactus); 006R01382="
25–60 л — проверить;26.9;17.0x27.0x58.5;850501882;6280;набор;набор:согласовано;"компоненты:006R01379=58.5x13.5x8.5(cactus); 006R01380=58.5x13.5x8.5(cactus); 006R01381=58.5x13.5x8.5(cactus); 006R01382="
25–60 л — проверить;26.9;17.0x27.0x58.5;497905905;6471GB9Y1SMP;набор;набор:согласовано;"компоненты:006R01379=58.5x13.5x8.5(cactus); 006R01380=58.5x13.5x8.5(cactus); 006R01381=58.5x13.5x8.5(cactus); 006R01382="
25–60 л — проверить;26.9;17.0x27.0x58.5;471500988;6280RFB8GKMF;набор;набор:согласовано;"компоненты:006R01379=58.5x13.5x8.5(cactus); 006R01380=58.5x13.5x8.5(cactus); 006R01381=58.5x13.5x8.5(cactus); 006R01382="
25–60 л — проверить;26.7;25.0x31.0x34.5;192567491;0358;набор;набор:согласовано;"компоненты:Q6000A=34.5x15.5x12.5(cactus(согл.2)); Q6001A=34.5x15.5x12.5(cactus(согл.2)); Q6002A=34.5x15.5x12.5(cactus(со"
25–60 л — проверить;26.7;36.0x13.5x55.0;547894909;6642;набор;набор:согласовано;"компоненты:DR316K=13.5x55x12(solutionsprint); TN328C=7.8x54.5x8(cactus(согл.2)); TN328K=7.8x54.5x8(cactus(согл.2))"
25–60 л — проверить;26.7;25.0x31.0x34.5;313191924;0358FTNE2K1K;набор;набор:согласовано;"компоненты:Q6000A=34.5x15.5x12.5(cactus(согл.2)); Q6001A=34.5x15.5x12.5(cactus(согл.2)); Q6002A=34.5x15.5x12.5(cactus(со"
25–60 л — проверить;26.6;46.736x19.304x29.464;504083274;3231;мать;веб-оригинал;https://www.tonercartridgedepot.com/hp-c3909x.htm
25–60 л — проверить;26.6;46.736x19.304x29.464;323207889;3231Y92Z2APG;ребёнок;наследование от 3231 (веб-оригинал);https://www.tonercartridgedepot.com/hp-c3909x.htm
25–60 л — проверить;26.5;54.0x14.0x35.0;791863446;4687;набор;набор:согласовано;"компоненты:T8041=14x6x35(cactus); T8042=14x6x35(cactus); T8043=14x6x35(cactus); T8044=14x6x35(cactus); T8045=14x6x35(cac"
25–60 л — проверить;26.3;24.4x28.0x38.5;982970192;6976;набор;набор:согласовано;"компоненты:72K5XK0=38.5x12.2x14(cactus); 72K5XC0=38.5x12.2x14(cactus); 72K5XM0=38.5x12.2x14(cactus); 72K5XY0=38.5x12.2x1"
25–60 л — проверить;25.4;49.5x25.3x20.3;964873228;1147;мать;rapid;прямой
25–60 л — проверить;25.4;49.5x25.3x20.3;964873302;11471;ребёнок;rapid;наследование от 1147
25–60 л — проверить;25.4;49.5x25.3x20.3;915390302;11471ZZ58R1I;ребёнок;rapid;наследование от 1147
25–60 л — проверить;25.4;23.0x31.6x35.0;900520462;6840;набор;набор:согласовано;"компоненты:064HBK=35x15.8x11.5(sakura); 064HC=35x15.8x11.5(sakura); 064HM=35x15.8x11.5(sakura); 064HY=35x15.8x11.5(sakur"
25–60 л — проверить;25.4;23.0x31.6x35.0;558053605;6547;набор;набор:согласовано;"компоненты:064HBK=35x15.8x11.5(sakura); 064HC=35x15.8x11.5(sakura); 064HM=35x15.8x11.5(sakura); 064HY=35x15.8x11.5(sakur"
25–60 л — проверить;25.4;23.0x31.6x35.0;543982639;6547Q5UN72B8;набор;набор:согласовано;"компоненты:064HBK=35x15.8x11.5(sakura); 064HC=35x15.8x11.5(sakura); 064HM=35x15.8x11.5(sakura); 064HY=35x15.8x11.5(sakur"
25–60 л — проверить;25.4;23.0x31.6x35.0;803344808;6840XJDKZVI2;набор;набор:согласовано;"компоненты:064HBK=35x15.8x11.5(sakura); 064HC=35x15.8x11.5(sakura); 064HM=35x15.8x11.5(sakura); 064HY=35x15.8x11.5(sakur"
25–60 л — проверить;25.1;20.2x34.4x36.1;199332643;0718;набор;набор:согласовано;"компоненты:718Y=36.1x10.1x17.2(solutionsprint); 718BK=36.1x10.1x17.2(solutionsprint); 718C=36.1x10.1x17.2(solutionsprint"
25–60 л — проверить;25.1;20.2x34.4x36.1;192567186;2306;набор;набор:согласовано;"компоненты:045HM=36.1x10.1x17.2(solutionsprint); 045HBK=36.1x10.1x17.2(solutionsprint); 045HC=36.1x10.1x17.2(solutionspr"
25–60 л — проверить;25.1;20.2x34.4x36.1;192628490;0375;набор;набор:согласовано;"компоненты:716BK=36.1x10.1x17.2(solutionsprint); 716M=36.1x10.1x17.2(solutionsprint); 716C=36.1x10.1x17.2(solutionsprint"
25–60 л — проверить;25.1;20.2x34.4x36.1;216341512;5364;набор;набор:согласовано;"компоненты:729BK=3.7x6.5x8(solutionsprint); 729C=36.1x10.1x17.2(solutionsprint); 729Y=36.1x10.1x17.2(solutionsprint); 72"
25–60 л — проверить;25.1;20.2x34.4x36.1;323149841;2306Q094R1C1;набор;набор:согласовано;"компоненты:045HM=36.1x10.1x17.2(solutionsprint); 045HBK=36.1x10.1x17.2(solutionsprint); 045HC=36.1x10.1x17.2(solutionspr"
25–60 л — проверить;25.1;20.2x34.4x36.1;209664455;3404;набор;набор:согласовано;"компоненты:054M=36.1x10.1x17.2(solutionsprint); 054BK=36.1x10.1x17.2(solutionsprint); 054C=10x1.5x16(solutionsprint); 05"
25–60 л — проверить;25.1;20.2x34.4x36.1;192569092;3196;набор;набор:согласовано;"компоненты:054HM=36.1x10.1x17.2(solutionsprint); 054HC=36.1x10.1x17.2(solutionsprint); 054HBK=36.1x10.1x17.2(solutionspr"
25–60 л — проверить;25.1;20.2x34.4x36.1;192567449;0340;набор;набор:согласовано;"компоненты:82M=36.1x10.1x17.2(solutionsprint); 82C=9x17x10(solutionsprint); 82BK=16x5.5x15(solutionsprint); 82Y=10x10x10"
25–60 л — проверить;25.1;20.2x34.4x36.1;192567197;3608;набор;набор:согласовано;"компоненты:045M=36.1x10.1x17.2(solutionsprint); 045BK=36.1x10.1x17.2(solutionsprint); 045C=36.1x10.1x17.2(solutionsprint"
25–60 л — проверить;25.1;20.2x34.4x36.1;878774808;3196CLF4TUC8;набор;набор:согласовано;"компоненты:054HM=36.1x10.1x17.2(solutionsprint); 054HC=36.1x10.1x17.2(solutionsprint); 054HBK=36.1x10.1x17.2(solutionspr"
25–60 л — проверить;25.1;20.2x34.4x36.1;323344672;3608IRM9INQ2;набор;набор:согласовано;"компоненты:045M=36.1x10.1x17.2(solutionsprint); 045BK=36.1x10.1x17.2(solutionsprint); 045C=36.1x10.1x17.2(solutionsprint"
25–60 л — проверить;25.1;20.2x34.4x36.1;313184995;5364MC4EHYNL;набор;набор:согласовано;"компоненты:729BK=3.7x6.5x8(solutionsprint); 729C=36.1x10.1x17.2(solutionsprint); 729Y=36.1x10.1x17.2(solutionsprint); 72"
25–60 л — проверить;25.1;20.2x34.4x36.1;323146739;3404YA83H1GT;набор;набор:согласовано;"компоненты:054M=36.1x10.1x17.2(solutionsprint); 054BK=36.1x10.1x17.2(solutionsprint); 054C=10x1.5x16(solutionsprint); 05"
25–60 л — проверить;25.1;20.2x34.4x36.1;801167999;0718RN9OS08K;набор;набор:согласовано;"компоненты:718Y=36.1x10.1x17.2(solutionsprint); 718BK=36.1x10.1x17.2(solutionsprint); 718C=36.1x10.1x17.2(solutionsprint"
25–60 л — проверить;25.1;20.2x34.4x36.1;323146206;0375Y66LAH9F;набор;набор:согласовано;"компоненты:716BK=36.1x10.1x17.2(solutionsprint); 716M=36.1x10.1x17.2(solutionsprint); 716C=36.1x10.1x17.2(solutionsprint"
25–60 л — проверить;25.1;20.2x34.4x36.1;323228085;0340KTJMDF2H;набор;набор:согласовано;"компоненты:82M=36.1x10.1x17.2(solutionsprint); 82C=9x17x10(solutionsprint); 82BK=16x5.5x15(solutionsprint); 82Y=10x10x10"
25–60 л — проверить;25.1;21.5x59.6x19.6;964730134;4943;мать;наш-озон;ozon_dims|offer_id=4943
25–60 л — проверить;25.1;21.5x59.6x19.6;1003488454;49431CCD008J;ребёнок;наследование от 4943 (наш-озон);ozon_dims|offer_id=4943
25–60 л — проверить;25.1;21.5x59.6x19.6;323253642;4943RMECAY0J;ребёнок;наследование от 4943 (наш-озон);ozon_dims|offer_id=4943
25–60 л — проверить;25.1;21.5x59.6x19.6;964730408;49431;ребёнок;наследование от 4943 (наш-озон);ozon_dims|offer_id=4943
25–60 л — проверить;25.1;21.5x59.6x19.6;216356053;4944;мать;наш-озон;ozon_dims|offer_id=4944
25–60 л — проверить;25.1;21.5x59.6x19.6;323253688;4944B2EWHA25;ребёнок;наследование от 4944 (наш-озон);ozon_dims|offer_id=4944
25–60 л — проверить;25.1;21.5x59.6x19.6;964730983;4946;мать;наш-озон;ozon_dims|offer_id=4946
25–60 л — проверить;25.1;21.5x59.6x19.6;323253762;4946SMKLAWUB;ребёнок;наследование от 4946 (наш-озон);ozon_dims|offer_id=4946
25–60 л — проверить;25.1;21.5x19.6x59.6;964730579;4945;мать;веб-оригинал;https://www.lexmark.com/en_xc/printers/supply/6458/C925-X925-Magenta-Imaging-Unit
25–60 л — проверить;25.1;21.5x19.6x59.6;323253722;4945C2C20MJO;ребёнок;наследование от 4945 (веб-оригинал);https://www.lexmark.com/en_xc/printers/supply/6458/C925-X925-Magenta-Imaging-Unit
