sku,offer_id,name,campaign,bid_now,qty_180d,revenue_180d,qty_90d,ad_spend_july,ad_revenue_july,organic_pct,ceiling,margin_pct,bid_new,group
2916222439,6640,Фотобарабан + картридж KX-FAD93A DU+KX-FAT92A для принтеров ,Эксперимент1,8.8,2,15832,1,38,0,,78.7,25.9,26,C. в июле не продавалась
652468921,2185,"Картридж 953XLM для принтеров HP OfficeJet Pro 7720, OfficeJ",Эксперимент1,7.0,10,15813,6,36,0,100.0,36.9,28.8,13,B. продаёт сама
866442794,1341,"Картридж 006R01461 для принтеров Xerox WorkCentre 7120, WC-7",Эксперимент1,8.0,3,15788,1,12,0,100.0,61.4,29.8,21,B. продаёт сама
653327159,0279,"Картридж MLT-D205L для Samsung SCX-4833FR, SCX-4835, SCX 563",Эксперимент1,9.9,5,15549,1,8,0,,114.4,31.1,30,C. в июле не продавалась
653327159,0279,"Картридж MLT-D205L для Samsung SCX-4833FR, SCX-4835, SCX 563",от 2000 до 5000,16.5,5,15549,1,35,0,,114.4,31.1,40,C. в июле не продавалась
2926045785,6709,Фотобарабан + картридж 101R00435 DU+106R01305 для принтеров ,Вне РК — спрос без рекламы (08.08),15.0,1,15506,2,0,0,,360.6,25.1,45,C. в июле не продавалась
653324138,0792,"Картридж CLT-K406S для принтеров Samsung CLX-3305FW, CLP-360",Эксперимент1,9.0,8,15484,6,85,0,100.0,78.2,31.1,27,B. продаёт сама
863386218,3263,"Фотобарабан DL-420 XL DU для принтеров M6700D, M6800FDW, M71",Эксперимент1,11.0,6,15463,3,6,0,,73.1,31.7,26,C. в июле не продавалась
1659447088,5529,"Картридж W1490A для принтеров HP LaserJet Pro 4002, LJ Pro 4",от 2000 до 5000,13.2,4,15417,3,1,7992,34.0,103.3,29.5,36,A. реклама тянет
930614120,0122,"Картридж TK-435 для принтеров Kyocera TASKalfa 180, TASKalfa",от 2000 до 5000,13.2,5,15417,2,33,0,,96.3,31.2,34,C. в июле не продавалась
653325369,1328,"Картридж CLT-K404S для принтеров Samsung SL-C480W, SL-C430, ",Эксперимент1,9.9,6,15413,3,14,0,,92.1,35.4,30,C. в июле не продавалась
930607321,1212,"Картридж TK-895Y для принтеров Kyocera FS-C8020MFP, FS C8025",Эксперимент1,9.9,4,15400,3,1,0,,107.6,31.6,30,C. в июле не продавалась
863431258,0249,"Картридж TN-2275 для принтеров Brother DCP-7070DWR, FAX-2845",Эксперимент1,8.0,8,15371,2,0,0,100.0,56.2,31.5,20,B. продаёт сама
863431258,0249,"Картридж TN-2275 для принтеров Brother DCP-7070DWR, FAX-2845",от 1000-2000,12.0,8,15371,2,0,0,100.0,56.2,31.5,20,B. продаёт сама
873313582,3386,"Блок проявки DV-170 для принтеров Kyocera EcoSys P2135, FS-1",Эксперимент1,8.0,1,15367,1,144,0,100.0,319.8,26.3,24,B. продаёт сама
1586847014,5499,"Картридж 842454 для принтеров Ricoh IM C2500, IM-C2000 черны",от 2000 до 5000,12.0,3,15212,2,20,0,100.0,62.4,33.4,22,B. продаёт сама
1586847014,5499,"Картридж 842454 для принтеров Ricoh IM C2500, IM-C2000 черны",Эксперимент1,8.0,3,15212,2,0,0,100.0,62.4,33.4,22,B. продаёт сама
1153214505,0397,Картридж Q5951A для принтеров HP и Color LaserJet 4700 голуб,Эксперимент1,8.8,1,15119,1,0,0,,339.5,26.3,26,C. в июле не продавалась
1153214617,0398,Картридж Q5952A для принтеров HP и Color LaserJet 4700 желты,Вне РК — спрос без рекламы (08.08),15.0,1,15119,1,0,0,,183.1,26.3,45,C. в июле не продавалась
4160033171,7002,Фотобарабан + картридж DK-1270+TK-1270 для принтеров Kyocera,Вне РК — спрос без рекламы (08.08),15.0,1,15086,1,0,0,100.0,244.3,22.9,45,B. продаёт сама
873319577,4145,"Картридж №963XL для принтеров HP OfficeJet Pro 9010, OfficeJ",от 2000 до 5000,14.3,5,15046,1,25,0,,122.1,30.0,43,C. в июле не продавалась
1897483846,5878,"Картридж B240HA0 для принтеров Lexmark LaserPrinter B2442, L",от 10000 до 500 тыс,14.3,1,14743,1,64,0,,348.3,26.4,43,C. в июле не продавалась
1897483846,5878,"Картридж B240HA0 для принтеров Lexmark LaserPrinter B2442, L",Эксперимент1,8.8,1,14743,1,0,0,,348.3,26.4,26,C. в июле не продавалась
864225125,0921,"Картриджи T1291-T1294 для принтеров Epson Stylus Office B42,",Эксперимент1,8.8,8,14698,1,149,0,,65.9,31.9,23,C. в июле не продавалась
1760574650,5768,"Картридж W2301X для принтеров HP Color LaserJet Pro 4203cdn,",Вне РК — спрос без рекламы (08.08),15.0,3,14693,2,0,0,100.0,71.7,32.4,25,B. продаёт сама
1851950392,5832,Картридж W2003X для принтеров HP Color LJ M751 пурпурный,Эксперимент1,8.0,1,14664,1,13,0,100.0,294.6,25.9,24,B. продаёт сама
930631083,1151,"Картридж CF360A для принтеров HP Color LJ M552dn, LJ-M553dn,",Эксперимент1,8.8,3,14574,3,1,9650,0.0,70.1,31.0,25,A. реклама тянет
1261463336,4836,"Картридж 3ED69A для принтеров HP и DesignJet Studio, DJ Stud",от 2000 до 5000,14.3,3,14479,3,14,0,,79.6,32.7,28,C. в июле не продавалась
866442758,1384,"Картридж 731H для принтеров Canon i-SENSYS LBP-7100Cn, LBP 7",Эксперимент1,11.0,4,14306,2,27,0,,43.4,34.9,15,C. в июле не продавалась
866442758,1384,"Картридж 731H для принтеров Canon i-SENSYS LBP-7100Cn, LBP 7",от 2000 до 5000,15.4,4,14306,2,0,0,,123.7,34.9,43,C. в июле не продавалась
651927614,16661,"Картридж для HP LaserJet Pro M203dn, i-SENSYS LBP162dw, i SE",от 0 до 1000,12.0,7,14271,2,41,0,100.0,64.5,29.1,23,B. продаёт сама
2909441637,6613,Фотобарабан + картридж SP-4500 DU+SP-4500HE для принтеров Ri,Эксперимент1,8.0,1,14249,1,53,0,100.0,305.5,27.7,24,B. продаёт сама
873320322,3993,"Картридж CE038A для принтеров HP Designjet Z6200, DJ Z6800 к",Эксперимент1,8.8,2,13978,2,28,13978,0.0,376.0,23.0,26,A. реклама тянет
906877954,3114,"Картридж LC-669XLBK для принтеров Brother и MFC-J2320, MFC-J",Эксперимент1,9.0,7,13895,8,21,0,100.0,51.3,30.9,18,B. продаёт сама
984584660,4731,Картридж TN-227Y для принтеров Konica Minolta Bizhub C257i ж,Эксперимент1,9.9,3,13790,2,26,0,,120.1,30.5,30,C. в июле не продавалась
1129396152,4642,Картридж TNP-51Y для принтеров Konica Minolta Bizhub C3110 ж,Эксперимент1,8.8,2,13770,2,0,0,,73.2,30.9,26,C. в июле не продавалась
1129396112,4643,Картридж TNP-51M для принтеров Konica Minolta Bizhub C3110 п,Эксперимент1,8.8,2,13770,2,0,0,,71.4,30.2,25,C. в июле не продавалась
906495720,1262,"Картридж T0791 для принтеров Epson Stylus Photo PX830FWD, St",Эксперимент1,8.8,17,13724,8,36,783,0.0,33.9,44.2,12,A. реклама тянет
930621760,2390,"Картридж TN-423M для принтеров Brother и DCP-L8410CDW, HL-L8",Эксперимент1,11.0,6,13689,1,9,0,,84.4,32.4,30,C. в июле не продавалась
863431234,0263,Фотобарабан 101R00434 DU для принтеров Xerox WorkCentre 5222,от 10000 до 500 тыс,14.3,1,13652,1,0,0,,307.1,26.2,43,C. в июле не продавалась
863431234,0263,Фотобарабан 101R00434 DU для принтеров Xerox WorkCentre 5222,Эксперимент1,9.9,1,13652,1,23,0,,307.1,26.2,30,C. в июле не продавалась
1261574043,5249,"Картридж TK-1200XL для принтеров Kyocera EcoSys M2235, M2735",от 2000 до 5000,12.0,4,13624,4,0,0,100.0,86.1,28.5,30,B. продаёт сама
930614232,1313,"Картриджи TK-5150 для принтеров Kyocera ECOSYS M6035cdn, M65",от 10000 до 500 тыс,13.2,1,13609,1,18,13609,0.0,294.6,27.9,40,A. реклама тянет
864225871,1281,"Картридж CF412A для принтеров HP LJ Color Pro M377dw, M452dn",Эксперимент1,10.0,5,13570,2,6,0,100.0,105.2,35.0,30,B. продаёт сама
1719237131,5404,"Картридж 057H для принтеров Canon i-SENSYS LBP 223, LBP 225,",Вне РК — спрос без рекламы (08.08),15.0,4,13554,3,0,0,,110.5,31.7,39,C. в июле не продавалась
864225358,1084,Фотобарабан 013R00591 DU для принтеров Xerox WorkCentre 5325,Эксперимент1,9.9,1,13449,1,0,0,,465.5,26.4,30,C. в июле не продавалась
864225358,1084,Фотобарабан 013R00591 DU для принтеров Xerox WorkCentre 5325,от 10000 до 500 тыс,14.3,1,13449,1,0,0,,465.5,26.4,43,C. в июле не продавалась
653125968,13671,"Картридж для Xerox Phaser 3020, WC-3025",Эксперимент1,8.8,6,13361,2,24,0,,75.5,31.9,26,C. в июле не продавалась
930608849,0261,"Фотобарабан 013R00589 DU для принтеров Xerox CopyCentre 133,",от 10000 до 500 тыс,13.2,1,13327,1,0,0,,321.6,26.1,40,C. в июле не продавалась
1155648923,0264,Картридж 106R01413 для принтеров Xerox WorkCentre 5222 черны,от 2000 до 5000,14.3,4,13324,3,0,0,,113.8,31.4,40,C. в июле не продавалась
870872126,2247,Картриджи CF380A-CF383A для принтеров HP Color LaserJet Pro ,от 5000 до 10000,12.0,1,13245,1,18,0,100.0,273.5,26.0,36,B. продаёт сама
2463097845,6265,"Картриджи 067 для принтеров Canon i-SENSYS LBP-631CW, LBP633",от 10000 до 500 тыс,12.0,1,13156,1,56,0,100.0,220.3,26.6,36,B. продаёт сама
863392948,0086,"Картридж 725X для принтеров Canon i-SENSYS F-158200, LBP6000",Эксперимент1,11.0,6,13132,4,15,0,,64.9,31.8,23,C. в июле не продавалась
863385473,0986,"Картридж 44973544 для принтеров OKI C301dn, C321dn, MC332, M",Эксперимент1,10.0,6,13130,1,0,0,,83.2,32.3,29,C. в июле не продавалась
1153671602,1796,"Фотобарабан 44064012 DU для принтеров OKI C 810, C 821, C 83",от 10000 до 500 тыс,12.0,1,13078,1,13,0,100.0,283.8,26.8,36,B. продаёт сама
904483574,3536,"Картридж TN-910M для принтеров Brother и HL-L9310, MFC-L9570",Эксперимент1,9.9,4,12928,1,10,0,,97.1,31.3,30,C. в июле не продавалась
4480267466,07135,Картридж для HP LaserJet 9050,Эксперимент1,8.8,1,12825,1,14,0,,291.5,27.7,26,C. в июле не продавалась
906877550,3192,"Картридж 054HBK для принтеров Canon i-SENSYS LBP-620, LBP 62",Эксперимент1,11.0,4,12821,1,0,0,,39.3,33.2,14,C. в июле не продавалась
906877550,3192,"Картридж 054HBK для принтеров Canon i-SENSYS LBP-620, LBP 62",от 2000 до 5000,14.3,4,12821,1,0,0,,111.9,33.2,39,C. в июле не продавалась
1167177870,3147,Картриджи 106R02606-106R02612 для принтеров Xerox Phaser 710,Эксперимент1,8.8,1,12779,1,7,0,,186.2,26.4,26,C. в июле не продавалась
873314291,3690,"Картридж 728XXL для принтеров HP DesignJet T730, DJ T830 гол",Эксперимент1,8.0,1,12664,1,10,0,100.0,210.6,27.4,24,B. продаёт сама
1153669053,1798,"Фотобарабан 44064009 DU для принтеров OKI C 810, C 821, C 83",Эксперимент1,8.8,1,12601,1,3,12601,0.0,401.4,26.5,26,A. реклама тянет
904483591,3116,"Картридж LC-665XLM для принтеров Brother MFC-J2320, MFC-J272",Эксперимент1,7.7,7,12558,3,67,2050,0.0,63.9,34.9,22,A. реклама тянет
864225821,1306,"Картридж 50F5H00 для принтеров Lexmark MS310d, MS310dn, MS41",от 2000 до 5000,13.2,5,12522,1,36,0,,106.1,30.2,37,C. в июле не продавалась
3006517349,5375,"Картридж 069H для принтеров Canon i-SENSYS LBP673Cdw, MF752C",Вне РК — спрос без рекламы (08.08),15.0,3,12505,3,0,0,,133.2,31.8,45,C. в июле не продавалась
1855059066,5704,"Картридж TN-1070 для принтеров Avision AM30A MFP, AP30A черн",от 2000 до 5000,13.0,4,12484,1,15,0,100.0,105.2,29.7,37,B. продаёт сама
1855059066,5704,"Картридж TN-1070 для принтеров Avision AM30A MFP, AP30A черн",Эксперимент1,8.0,4,12484,1,0,0,100.0,105.2,29.7,24,B. продаёт сама
874377346,4366,"Картридж №46 для принтеров HP DJ Ink Advantage 2020hc, DJ 25",Эксперимент1,8.8,3,12478,1,20,0,,115.3,29.8,26,C. в июле не продавалась
2920257674,6655,Фотобарабан + картридж DR-512K DU+TN-512K для принтеров Koni,Эксперимент1,8.8,1,12441,1,30,0,,258.5,24.3,26,C. в июле не продавалась
3557209872,6419,"Фотобарабан DR-1071H для принтеров Avision AM40, AP40 черный",от 2000 до 5000,13.2,3,12259,3,1,0,,125.5,31.2,40,C. в июле не продавалась
3557209872,6419,"Фотобарабан DR-1071H для принтеров Avision AM40, AP40 черный",Эксперимент1,8.8,3,12259,3,0,0,,125.5,31.2,26,C. в июле не продавалась
3953680419,6762,"Картридж PG-745XL для принтеров Canon iP2870, iP2872, MG2470",от 5000 до 10000,13.2,2,12152,2,0,0,,157.3,30.7,40,C. в июле не продавалась
904484060,3970,"Картридж 47095708 для принтеров OKI Data C824, Data C834 чер",Эксперимент1,8.8,2,12104,1,0,0,,81.0,29.6,26,C. в июле не продавалась
864225062,0974,"Картриджи 88XL для принтеров HP OfficeJet Pro K5400, OfficeJ",от 2000 до 5000,14.3,4,12086,3,34,0,,107.4,32.3,38,C. в июле не продавалась
4493556240,23127,Картридж для HP DeskJet Ink Advantage 2645,от 2000 до 5000,13.2,3,12079,3,78,4022,50.0,54.5,31.1,19,A. реклама тянет
1153216251,0460,Фотобарабан S051099 DU для принтеров Epson AcuLaser EPL-6200,от 5000 до 10000,13.2,2,12046,1,4,4683,0.0,197.7,28.7,40,A. реклама тянет
930607253,1304,"Картриджи TK-5140 для принтеров Kyocera ECOSYS M6030cdn, M65",Эксперимент1,8.8,2,12040,1,35,4171,0.0,197.6,27.2,26,A. реклама тянет
930607919,2894,"Картридж 842125 для принтеров Ricoh Aficio MP 3055, 2555, 30",от 2000 до 5000,15.0,3,12028,2,23,0,100.0,107.5,29.9,38,B. продаёт сама
874377460,4292,Картридж W2030X для принтеров HP Color LaserJet Enterprise M,от 2000 до 5000,13.2,3,11987,2,0,0,,120.1,29.9,40,C. в июле не продавалась
874377460,4292,Картридж W2030X для принтеров HP Color LaserJet Enterprise M,Эксперимент1,8.8,3,11987,2,5,0,,120.1,29.9,26,C. в июле не продавалась
3735034601,6880,"Картридж 006R04388 для принтеров Xerox C230, C235 голубой",Вне РК — спрос без рекламы (08.08),15.0,1,11975,1,0,0,100.0,348.3,28.3,45,B. продаёт сама
1650449623,5520,"Картридж 071 для принтеров Canon i-SENSYS LBP120, LBP122dw, ",от 2000 до 5000,14.3,5,11849,3,24,6831,0.0,93.4,32.6,33,A. реклама тянет
1650449623,5520,"Картридж 071 для принтеров Canon i-SENSYS LBP120, LBP122dw, ",Эксперимент1,8.8,5,11849,3,4,0,0.0,93.4,32.6,26,A. реклама тянет
653501877,0710,"Картридж AR016LT для принтеров Sharp и AR-5015, AR 5020, AR5",Вне РК — спрос без рекламы (08.08),15.0,3,11796,1,0,0,,86.8,29.9,30,C. в июле не продавалась
3557210030,6318,Картридж W9220MC для принтеров HP Color LJ E78223 черный,Вне РК — спрос без рекламы (08.08),15.0,1,11700,1,0,0,,185.2,26.5,45,C. в июле не продавалась
930616580,0755,"Картридж CE273A для принтеров HP Color LaserJet CP5520, LJ-C",Эксперимент1,8.8,1,11676,1,11,11676,0.0,266.7,26.5,26,A. реклама тянет
653325375,1327,"Картридж CLT-C404S для принтеров Samsung SL-C430, SL C430W, ",Эксперимент1,8.8,5,11661,1,0,0,,32.3,33.2,11,C. в июле не продавалась
904484238,3965,"Картридж 46471108 для принтеров OKI Data C823, Data C833 чер",Эксперимент1,9.9,2,11568,1,0,0,,301.4,27.9,30,C. в июле не продавалась
873313903,3535,"Картридж TN-910C для принтеров Brother и HL-L9310, MFC-L9570",Эксперимент1,13.2,4,11562,1,0,0,,97.1,31.3,34,C. в июле не продавалась
930625417,2223,Картридж MLT-D704S для принтеров Samsung MultiXpress K3250NR,Эксперимент1,9.0,2,11476,2,46,0,100.0,65.8,29.4,23,B. продаёт сама
930625417,2223,Картридж MLT-D704S для принтеров Samsung MultiXpress K3250NR,от 5000 до 10000,12.0,2,11476,2,0,0,100.0,65.8,29.4,23,B. продаёт сама
1064611902,4752,"Фотобарабан C-EXV59 для принтеров Canon imageRUNNER 2625i, i",от 10000 до 500 тыс,14.3,1,11437,1,0,0,,293.7,27.9,43,C. в июле не продавалась
3557209971,6339,"Картридж 78C50K0 для принтеров Lexmark CS421, CX421, CX522, ",Вне РК — спрос без рекламы (08.08),15.0,2,11418,1,0,0,100.0,78.3,33.8,27,B. продаёт сама
4493619395,22335,Картридж для Konica Minolta Bizhub 368,Эксперимент1,8.8,3,11406,3,70,0,0.0,112.2,31.5,26,A. реклама тянет
4493619395,22335,Картридж для Konica Minolta Bizhub 368,от 2000 до 5000,13.2,3,11406,3,89,11406,0.0,112.2,31.5,39,A. реклама тянет
653230824,3115,"Картридж LC-665XLC для принтеров Brother MFC-J2320, MFC-J272",Эксперимент1,7.0,7,11348,2,0,0,100.0,51.3,30.9,18,B. продаёт сама
652474821,0104,"Картридж CC530A для принтеров HP Color LaserJet CM2320fx, LJ",Эксперимент1,8.0,3,11240,1,0,0,100.0,32.8,28.3,11,B. продаёт сама
653301822,3117,"Картридж LC-665XLY для принтеров Brother MFC-J2320, MFC-J272",Эксперимент1,8.0,7,11186,3,70,0,100.0,87.3,31.9,24,B. продаёт сама
864225369,0979,Картриджи №970XL-971XL для принтеров HP Officejet Pro X451dw,Вне РК — спрос без рекламы (08.08),15.0,1,11168,1,0,0,,145.9,27.8,45,C. в июле не продавалась
3497826346,0424,"Картридж C6625A (17) для принтеров HP DeskJet 845c, DeskJet ",от 2000 до 5000,14.3,3,11124,1,20,0,,74.7,36.0,26,C. в июле не продавалась
3497826346,0424,"Картридж C6625A (17) для принтеров HP DeskJet 845c, DeskJet ",Эксперимент1,8.8,3,11124,1,0,0,,74.7,36.0,26,C. в июле не продавалась
930609266,0715,"Картридж 718C для принтеров Canon и i-SENSYS LBP7200Cdn, LBP",Эксперимент1,8.8,4,11118,1,10,0,,91.1,31.1,26,C. в июле не продавалась
863393898,0048,Картридж 106R01374 для принтеров Xerox Phaser 3250 черный,Эксперимент1,8.0,3,11078,4,32,0,80.0,102.4,31.5,24,B. продаёт сама
863393898,0048,Картридж 106R01374 для принтеров Xerox Phaser 3250 черный,от 2000 до 5000,12.0,3,11078,4,36,2950,80.0,102.4,31.5,36,B. продаёт сама
653209768,0858,"Картридж TN-245M для принтеров Brother DCP-9020cdw, HL-3140c",Эксперимент1,8.8,5,11073,2,44,2794,0.0,113.4,36.8,26,A. реклама тянет
864225908,1312,"Картридж 60F5H00 для принтеров Lexmark MX310dn, MX410de, MX5",Эксперимент1,11.0,4,11038,2,15,0,,97.7,30.2,33,C. в июле не продавалась
864225908,1312,"Картридж 60F5H00 для принтеров Lexmark MX310dn, MX410de, MX5",от 2000 до 5000,15.4,4,11038,2,14,0,,97.7,30.2,34,C. в июле не продавалась
874374090,4441,Картридж T2670 для принтеров Epson WorkForce WF-100W цветной,от 1000-2000,11.0,8,11011,1,0,1818,0.0,46.1,30.3,16,A. реклама тянет
874374090,4441,Картридж T2670 для принтеров Epson WorkForce WF-100W цветной,Эксперимент1,7.0,8,11011,1,12,0,0.0,46.1,30.3,16,A. реклама тянет
874374183,4267,"Картридж 006R01704 для принтеров Xerox и AltaLink C8030, C80",Эксперимент1,8.8,2,11000,2,0,0,,169.2,30.1,26,C. в июле не продавалась
874375778,4265,"Картридж 006R01702 для принтеров Xerox и AltaLink C8030, C80",Эксперимент1,9.9,2,11000,2,12,0,,169.2,30.1,30,C. в июле не продавалась
930631215,1194,Картридж CF300A для принтеров HP Color LJ Flow M880z черный,Эксперимент1,8.8,1,10939,1,0,0,,277.2,27.5,26,C. в июле не продавалась
1719285984,5720,"Картридж 006R04370 для принтеров Xerox C310, C315 пурпурный",от 2000 до 5000,13.0,3,10844,2,0,0,100.0,129.0,33.4,39,B. продаёт сама
873319490,4052,"Картридж PFI-320Y для принтеров Canon и iPF TM-200, iPF TM 2",Эксперимент1,8.8,1,10616,1,5,0,,290.7,27.8,26,C. в июле не продавалась
873319633,4050,"Картридж PFI-320C для принтеров Canon и iPF TM-200, iPF TM 2",Эксперимент1,8.8,1,10616,1,0,0,,290.7,27.8,26,C. в июле не продавалась
3557211110,6786,"Картридж 070H для принтеров Canon i-SENSYS LBP243dw, LBP246d",от 2000 до 5000,13.2,3,10574,3,22,7016,34.0,126.7,34.8,40,A. реклама тянет
3557211110,6786,"Картридж 070H для принтеров Canon i-SENSYS LBP243dw, LBP246d",Эксперимент1,8.8,3,10574,3,8,0,34.0,126.7,34.8,26,A. реклама тянет
1153738147,1984,"Картридж 006R01225 для принтеров Xerox DC240, DC250, WC7655,",Пустые РК,12.0,1,10564,1,7,0,100.0,225.6,26.3,36,B. продаёт сама
1163045998,1985,"Картридж 006R01226 для принтеров Xerox DC240, DC250, WC7655,",Пустые РК,12.0,1,10564,1,25,0,100.0,239.4,27.6,36,B. продаёт сама
5322433640,2638X2,Комплект картриджей TN-324BK (2 шт.) на 56000 страниц для пр,Бандлы x2/x6 — старт (08.08),15.0,1,10522,1,0,0,,185.3,40.3,45,C. в июле не продавалась
3656357998,6886,"Картридж TK-1245 Азия для принтеров Kyocera MA2000, MA2001 ч",Эксперимент1,8.8,5,10459,3,14,0,,66.3,32.0,23,C. в июле не продавалась
3656357998,6886,"Картридж TK-1245 Азия для принтеров Kyocera MA2000, MA2001 ч",от 1000-2000,15.4,5,10459,3,30,0,,66.3,32.0,23,C. в июле не продавалась
653317961,1106,"Картридж 106R02310 для принтеров Xerox WorkCentre 3315, WC 3",от 2000 до 5000,12.0,3,10412,1,18,0,100.0,107.9,31.0,36,B. продаёт сама
930615083,1174,"Картридж CF320A для принтеров HP Color LaserJet M680z, LJ M6",Эксперимент1,9.9,1,10289,1,5,0,,224.2,27.5,30,C. в июле не продавалась
1851961796,5825,"Фотобарабан 013R00690 для принтеров Xerox B305, B310, B315 ч",Эксперимент1,8.8,2,10286,2,1,0,,65.0,29.7,23,C. в июле не продавалась
4527378721,45429,Картридж для HP Laser 137FNW MFP,Эксперимент1,8.0,4,10282,4,29,2530,67.0,95.8,33.3,24,B. продаёт сама
3535729644,6414,Картридж TK-5490B для принтеров Kyocera ECOSYS MA2101cfx чер,Эксперимент1,8.8,2,10282,2,65,0,,70.6,30.6,25,C. в июле не продавалась
653379506,1325,"Картридж SP150HE для принтеров Ricoh SP150SUw, SP150W",Эксперимент1,8.8,3,10277,2,23,0,,104.9,31.5,26,C. в июле не продавалась
1153797054,2886,"Картридж C-EXV49Y для принтеров Canon iR Advance C3320, iR A",Эксперимент1,8.0,2,10248,2,22,0,100.0,136.7,30.3,24,B. продаёт сама
2522862925,6206,"Картридж TK-1270 для принтеров Kyocera ECOSYS MA4000cifx, MA",от 2000 до 5000,14.3,3,10211,1,73,0,,108.1,31.4,38,C. в июле не продавалась
4489627017,13164,Фотобарабан для Panasonic KX-MB2137RU,Эксперимент1,8.8,1,10202,1,20,0,,298.7,27.7,26,C. в июле не продавалась
1797535964,5779,Лента M210-750595WT для принтеров Brady и M210 белый,Эксперимент1,8.8,2,10198,1,25,3186,0.0,96.1,35.1,26,A. реклама тянет
3674688702,6596,Картридж TK-5480K для принтеров Kyocera ECOSYS MA2101cfx чер,Эксперимент1,8.8,1,10190,1,0,0,,48.1,31.1,17,C. в июле не продавалась
3785889196,6600,Картриджи TK-5480 для принтеров Kyocera ECOSYS MA2101cfx,Эксперимент1,8.8,1,10190,1,100,0,,112.8,26.0,26,C. в июле не продавалась
930617704,2427,Картридж MPC2503C для принтеров Ricoh Aficio MPC2003 голубой,Эксперимент1,9.0,2,10167,2,0,0,100.0,36.5,28.7,13,B. продаёт сама
1155649311,0780,"Картридж CE743A для принтеров HP и LaserJet CP5220, LJ-CP522",Эксперимент1,8.8,1,10151,1,7,0,,214.3,27.5,26,C. в июле не продавалась
4480825283,08512,Картридж для Brother HL-L2340DWR,Эксперимент1,8.8,6,10140,6,6,0,,59.3,34.1,21,C. в июле не продавалась
864225656,1078,"Картридж 006R01517 для принтеров Xerox WorkCentre 7525, WC 7",от 2000 до 5000,13.0,2,10136,1,13,0,100.0,55.5,28.7,19,B. продаёт сама
904485635,3691,"Картридж 728XXL для принтеров HP DesignJet T730, DJ T830 пур",от 5000 до 10000,12.0,1,10054,1,0,0,100.0,210.6,27.4,36,B. продаёт сама
653119669,0859,"Картридж TN-245Y для принтеров Brother DCP-9020cdw, HL-3140c",Эксперимент1,9.9,4,9887,3,12,2794,50.0,74.0,31.8,26,A. реклама тянет
2262641011,6253,"Картридж W2223A для принтеров HP Color LaserJet Pro 3203, LJ",от 5000 до 10000,12.0,1,9862,1,0,0,100.0,87.4,28.2,31,B. продаёт сама
2262639321,6251,"Картридж W2221A для принтеров HP Color LaserJet Pro 3203, LJ",Эксперимент1,8.0,1,9862,1,2,0,100.0,87.4,28.2,24,B. продаёт сама
2262640363,6252,"Картридж W2222A для принтеров HP Color LaserJet Pro 3203, LJ",Эксперимент1,8.0,1,9862,1,14,0,100.0,87.4,28.2,24,B. продаёт сама
1143061398,5190,"Картридж T-2309E для принтеров Toshiba e-Studio 2309A, e-Stu",Эксперимент1,8.8,4,9846,4,14,0,,70.3,32.2,25,C. в июле не продавалась
1143061398,5190,"Картридж T-2309E для принтеров Toshiba e-Studio 2309A, e-Stu",от 2000 до 5000,14.3,4,9846,4,24,0,,70.3,32.2,25,C. в июле не продавалась
3199375091,3741,"Чернила GT51-GT52 для принтеров HP DeskJet GT5810, DeskJetGT",от 1000-2000,13.2,6,9797,5,101,1902,0.0,66.8,37.3,23,A. реклама тянет
930620161,0257,"Картридж 106R01412 для принтеров Xerox Phaser 3300, Phaser 3",от 2000 до 5000,13.2,3,9743,1,12,0,,116.8,31.3,40,C. в июле не продавалась
1261461505,4688,"Картридж №963 для принтеров HP OfficeJet Pro 9010, OfficeJet",Эксперимент1,8.8,2,9718,1,0,0,,120.7,31.2,26,C. в июле не продавалась
1261461505,4688,"Картридж №963 для принтеров HP OfficeJet Pro 9010, OfficeJet",от 2000 до 5000,14.3,2,9718,1,23,0,,120.7,31.2,42,C. в июле не продавалась
864225289,0994,"Картридж 44469715 для принтеров OKI C310dn, c310n, c330, C33",Эксперимент1,11.0,4,9689,2,3,0,100.0,74.9,32.2,26,B. продаёт сама
1153657157,1670,Фотобарабан 4519313 DU для принтеров Konica Minolta PagePro ,от 5000 до 10000,13.2,1,9594,1,38,9594,0.0,172.2,26.5,40,A. реклама тянет
1855280127,5808,Блок проявки IUP-34 для принтеров Konica Minolta Bizhub 4000,от 5000 до 10000,12.0,1,9566,1,24,0,100.0,80.5,27.3,28,B. продаёт сама
873313091,3537,"Картридж TN-910Y для принтеров Brother и HL-L9310, MFC-L9570",Эксперимент1,8.8,3,9555,1,14,0,,37.3,30.6,13,C. в июле не продавалась
866442844,1414,"Картридж TK-8305M для принтеров Kyocera и TASKalfa 3050i, TA",Эксперимент1,9.9,2,9504,1,3,0,,138.2,30.4,30,C. в июле не продавалась
904484116,4367,Картридж №46 для принтеров HP DeskJet Ink Advantage Ultra 47,от 2000 до 5000,12.0,2,9418,1,33,0,100.0,59.8,32.6,21,B. продаёт сама
984583930,4733,Картридж TN-227C для принтеров Konica Minolta Bizhub C257i г,Эксперимент1,8.8,2,9412,2,22,0,,63.8,30.7,22,C. в июле не продавалась
930629374,0874,"Картридж TK-590Y для принтеров Kyocera и EcoSys M6026cdn, M6",Вне РК — спрос без рекламы (08.08),15.0,3,9399,1,0,0,,48.6,32.6,17,C. в июле не продавалась
