external_code;наш_ДхШхВ_см;предлагаемый_Д_мм;предлагаемый_Ш_мм;предлагаемый_В_мм;предлагаемый_ДхШхВ_см;запись_в_прайсе_дословно;взят_источник;источников_всего;подтверждают_этот_размер;все_источники;источники_расходятся_на_мм;сверка_справочных_макс_отклонение_мм;вариантов_короба;наш_объём_л;предлагаемый_объём_л;разница_объёма_л;продаж_в_окне_шт;лишних_л_за_период;карточек_wb_acc1;карточек_wb_acc2;src_file;src_locator;src_sha256
0840;15.0x10.0x8.0;87.0;67.0;22.0;8.7x6.7x2.2;IC-ET1713;izi;2;1;cactus,izi;4.0;нет данных;2;1.2;0.128;1.072;2;2.14;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r486;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2185;15.0x10.0x8.0;105.0;60.0;25.0;10.5x6.0x2.5;SIF6U17AE;sakura;3;1;cactus,izi,sakura;13.0;solutionsprint:65.0;3;1.2;0.158;1.042;2;2.08;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r57;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0949;15.0x10.0x8.0;100.0;60.0;30.0;10.0x6.0x3.0;IH-046;izi;2;1;izi,sakura;5.0;solutionsprint:70.0;2;1.2;0.18;1.02;2;2.04;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1014;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0598;15.0x10.0x8.0;105.0;80.0;25.0;10.5x8.0x2.5;IC-B1100Y;izi;2;1;cactus,izi;10.0;solutionsprint:60.0;2;1.2;0.21;0.99;2;1.98;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r351;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0895;15.0x10.0x8.0;105.0;60.0;25.0;10.5x6.0x2.5;CS-CZ110AE;cactus;3;2;cactus,izi,sakura;20.0;solutionsprint:40.0;2;1.2;0.158;0.958;2;1.92;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1114;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2705;15.0x10.0x8.0;85.0;75.0;40.0;8.5x7.5x4.0;IC-HF6V19A;izi;2;1;cactus,izi;10.0;solutionsprint:10.0;2;1.2;0.255;0.945;2;1.89;9;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r528;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5761;18.0x6.0x6.0;150.0;48.0;48.0;15.0x4.8x4.8;CS-EPT09C44;cactus;2;1;cactus,sakura;3.0;нет данных;2;0.648;0.346;0.302;6;1.81;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3973;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1445;10.0x8.0x5.0;90.0;50.0;35.0;9.0x5.0x3.5;CS-CLI36;cactus;2;1;cactus,izi;6.0;solutionsprint:10.0;2;0.4;0.158;0.242;7;1.69;3;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1202;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5337;35.0x16.0x13.0;340.0;175.0;95.0;34.0x17.5x9.5;CS-Q2624A;cactus;2;1;cactus,sakura;10.0;нет данных;2;7.28;5.652;1.628;1;1.63;2;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r270;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0128;10.0x8.0x5.0;92.0;52.0;29.0;9.2x5.2x2.9;IC-CBCI-24BK;izi;2;1;cactus,izi;7.0;solutionsprint:78.0;2;0.4;0.139;0.261;5;1.31;65;65;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r384;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5762;18.0x6.0x6.0;150.0;48.0;48.0;15.0x4.8x4.8;CS-EPT09C54;cactus;2;1;cactus,sakura;3.0;нет данных;2;0.648;0.346;0.302;4;1.21;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3974;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3801;15.0x10.0x10.0;225.0;50.0;35.0;22.5x5.0x3.5;SIL0R95AE;sakura;2;2;cactus,sakura;0.0;solutionsprint:5.0;1;1.5;0.394;1.106;1;1.11;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r71;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
3802;15.0x10.0x10.0;225.0;50.0;35.0;22.5x5.0x3.5;SIF6T77AE;sakura;2;2;cactus,sakura;0.0;solutionsprint:5.0;1;1.5;0.394;1.106;1;1.11;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r72;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
3804;15.0x10.0x10.0;225.0;50.0;35.0;22.5x5.0x3.5;SIF6T79AE;sakura;2;2;cactus,sakura;0.0;solutionsprint:5.0;1;1.5;0.394;1.106;1;1.11;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r74;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0928;15.0x10.0x8.0;105.0;45.0;33.0;10.5x4.5x3.3;IC-ET2631;izi;2;1;cactus,izi;13.0;solutionsprint:20.0;2;1.2;0.156;1.044;1;1.04;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r489;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0929;15.0x10.0x8.0;105.0;45.0;33.0;10.5x4.5x3.3;IC-ET2632;izi;2;1;cactus,izi;13.0;solutionsprint:40.0;2;1.2;0.156;1.044;1;1.04;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r490;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0930;15.0x10.0x8.0;105.0;45.0;33.0;10.5x4.5x3.3;IC-ET2633;izi;2;1;cactus,izi;13.0;solutionsprint:20.6;2;1.2;0.156;1.044;1;1.04;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r491;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0931;15.0x10.0x8.0;105.0;45.0;33.0;10.5x4.5x3.3;IC-ET2634;izi;2;1;cactus,izi;13.0;solutionsprint:20.0;2;1.2;0.156;1.044;1;1.04;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r492;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2184;15.0x10.0x8.0;105.0;60.0;25.0;10.5x6.0x2.5;SIF6U16AE;sakura;3;1;cactus,izi,sakura;13.0;solutionsprint:65.0;3;1.2;0.158;1.042;1;1.04;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r56;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2186;15.0x10.0x8.0;105.0;60.0;25.0;10.5x6.0x2.5;SIF6U18AE;sakura;3;1;cactus,izi,sakura;7.0;solutionsprint:65.0;3;1.2;0.158;1.042;1;1.04;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r58;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0326;15.0x10.0x8.0;105.0;60.0;25.0;10.5x6.0x2.5;CS-CD972;cactus;3;2;cactus,izi,sakura;15.0;solutionsprint:40.0;2;1.2;0.158;1.02;1;1.02;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1127;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0917;15.0x10.0x8.0;90.0;70.0;30.0;9.0x7.0x3.0;IC-ET1291;izi;2;1;cactus,izi;12.0;solutionsprint:80.0;2;1.2;0.189;1.011;1;1.01;21;21;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r475;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1220;15.0x10.0x8.0;105.0;80.0;25.0;10.5x8.0x2.5;IC-B525XL-M;izi;2;1;cactus,izi;15.0;нет данных;2;1.2;0.21;0.99;1;0.99;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r361;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1253;8.0x5.0x5.0;92.0;52.0;29.0;9.2x5.2x2.9;IC-PGI425BK;izi;2;1;izi,sakura;10.0;solutionsprint:78.0;2;0.2;0.139;0.061;16;0.98;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r947;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0303;15.0x10.0x8.0;85.0;75.0;38.0;8.5x7.5x3.8;IC-H8727;izi;2;1;cactus,izi;10.0;нет данных;2;1.2;0.242;0.958;1;0.96;23;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r510;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0309;15.0x10.0x8.0;85.0;75.0;38.0;8.5x7.5x3.8;IC-H9362;izi;2;1;cactus,izi;10.0;solutionsprint:40.0;2;1.2;0.242;0.958;1;0.96;2;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r518;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0948;15.0x10.0x8.0;107.0;65.0;35.0;10.7x6.5x3.5;CS-CN045;cactus;2;1;cactus,sakura;5.0;solutionsprint:63.0;2;1.2;0.243;0.957;1;0.96;12;12;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1123;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1450;10.0x8.0x5.0;110.0;52.0;29.0;11.0x5.2x2.9;IC-CLI471Y XL;izi;2;1;izi,sakura;11.0;solutionsprint:60.0;2;0.4;0.166;0.234;4;0.94;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r932;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2706;15.0x10.0x8.0;85.0;75.0;40.0;8.5x7.5x4.0;IC-HF6V18A;izi;2;1;izi,sakura;10.0;solutionsprint:10.0;2;1.2;0.255;0.945;1;0.94;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r527;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0324;15.0x10.0x8.0;95.0;86.0;34.0;9.5x8.6x3.4;IC-H4909;izi;2;1;cactus,izi;9.0;нет данных;2;1.2;0.278;0.922;1;0.92;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r563;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5763;18.0x6.0x6.0;150.0;48.0;48.0;15.0x4.8x4.8;CS-EPT09C64;cactus;2;1;cactus,sakura;3.0;нет данных;2;0.648;0.346;0.302;3;0.91;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3975;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0325;15.0x10.0x8.0;105.0;60.0;50.0;10.5x6.0x5.0;CS-CD975;cactus;2;2;cactus,sakura;0.0;solutionsprint:40.0;1;1.2;0.315;0.885;1;0.89;7;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1124;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3554;10.0x8.0x5.0;115.0;58.0;35.0;11.5x5.8x3.5;CS-PGI480XXLBK;cactus;3;1;cactus,izi,sakura;8.0;нет данных;3;0.4;0.233;0.167;4;0.67;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1873;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4886;12.0x11.0x4.0;85.0;75.0;38.0;8.5x7.5x3.8;IC-H3YM62AE;izi;2;1;izi,sakura;20.0;solutionsprint:10.0;2;0.528;0.242;0.286;2;0.57;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1367;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0499;10.0x8.0x5.0;87.0;67.0;22.0;8.7x6.7x2.2;IC-ET0553;izi;2;1;cactus,izi;4.0;solutionsprint:53.0;2;0.4;0.128;0.272;2;0.54;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r437;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0975;15.0x10.0x8.0;225.0;60.0;50.0;22.5x6.0x5.0;SICN625AE;sakura;2;2;cactus,sakura;0.0;solutionsprint:10.0;1;1.2;0.675;0.525;1;0.53;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r63;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0201;12.0x12.0x5.0;85.0;75.0;38.0;8.5x7.5x3.8;IC-H9352;izi;2;1;cactus,izi;10.0;solutionsprint:10.0;2;0.72;0.242;0.478;1;0.48;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r516;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2215;10.0x8.0x5.0;93.0;68.0;25.0;9.3x6.8x2.5;CS-ML182;cactus;2;1;cactus,izi;3.0;нет данных;2;0.4;0.158;0.242;2;0.48;11;11;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1888;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0199;12.0x12.0x5.0;85.0;78.0;38.0;8.5x7.8x3.8;IH-338;izi;2;1;cactus,izi;13.0;нет данных;3;0.72;0.252;0.468;1;0.47;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r993;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1448;10.0x8.0x5.0;50.0;112.0;18.0;5.0x11.2x1.8;GG-CLI-471XLY;cactus;3;2;cactus,izi,sakura;11.0;solutionsprint:50.0;3;0.4;0.101;0.234;2;0.47;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2762;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5760;18.0x6.0x6.0;150.0;48.0;48.0;15.0x4.8x4.8;CS-EPT09C34;cactus;2;1;cactus,sakura;3.0;нет данных;2;0.648;0.346;0.302;1;0.3;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3972;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0148;10.0x8.0x5.0;87.0;67.0;22.0;8.7x6.7x2.2;IC-ET0633;izi;2;1;cactus,izi;4.0;solutionsprint:23.0;2;0.4;0.128;0.272;1;0.27;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r441;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0149;10.0x8.0x5.0;87.0;67.0;22.0;8.7x6.7x2.2;IC-ET0634;izi;2;1;cactus,izi;4.0;solutionsprint:23.0;2;0.4;0.128;0.272;1;0.27;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r442;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0183;13.0x8.0x5.0;82.0;75.0;40.0;8.2x7.5x4.0;SI0617B025;sakura;2;1;izi,sakura;3.0;solutionsprint:10.0;2;0.52;0.246;0.274;1;0.27;2;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r155;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0822;8.0x5.0x5.0;110.0;52.0;29.0;11.0x5.2x2.9;IC-CCLI-451GY;izi;3;1;cactus,izi,sakura;11.0;solutionsprint:60.0;3;0.2;0.166;0.034;8;0.27;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r399;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
6409;25.0x11.0x9.0;210.0;120.0;95.0;21.0x12.0x9.5;CS-TK5450K;cactus;2;1;cactus,izi;15.0;нет данных;2;2.475;2.394;0.081;3;0.24;3;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4269;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1447;10.0x8.0x5.0;110.0;52.0;29.0;11.0x5.2x2.9;IC-CCLI-471C XL;izi;2;1;izi,sakura;11.0;solutionsprint:48.0;2;0.4;0.166;0.234;1;0.23;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r403;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1449;10.0x8.0x5.0;50.0;112.0;18.0;5.0x11.2x1.8;GG-CLI-471XLM;cactus;3;2;cactus,izi,sakura;11.0;solutionsprint:58.0;2;0.4;0.101;0.234;1;0.23;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2761;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3050;10.0x8.0x5.0;110.0;52.0;29.0;11.0x5.2x2.9;IC-CCLI-481PB XXL;izi;3;1;cactus,izi,sakura;11.0;solutionsprint:38.0;3;0.4;0.166;0.234;1;0.23;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r410;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0597;10.0x8.0x5.0;105.0;80.0;25.0;10.5x8.0x2.5;IC-B1100M;izi;2;1;cactus,izi;10.0;solutionsprint:40.0;2;0.4;0.21;0.19;1;0.19;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r350;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3048;8.0x8.0x5.0;110.0;52.0;29.0;11.0x5.2x2.9;IC-CCLI-481C XXL;izi;3;1;cactus,izi,sakura;11.0;solutionsprint:60.0;3;0.32;0.166;0.154;1;0.15;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r408;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3049;8.0x8.0x5.0;110.0;52.0;29.0;11.0x5.2x2.9;IC-CCLI-481M XXL;izi;3;1;cactus,izi,sakura;11.0;solutionsprint:60.0;3;0.32;0.166;0.154;1;0.15;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r409;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0757;8.0x5.0x5.0;92.0;52.0;29.0;9.2x5.2x2.9;IC-CCLI-8PC;izi;2;1;cactus,izi;13.0;solutionsprint:78.0;2;0.2;0.139;0.061;2;0.12;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r419;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3183;10.0x8.0x5.0;45.0;130.0;45.0;4.5x13.0x4.5;GG-T6731BK;cactus;2;2;cactus,sakura;17.5;solutionsprint:15.0;3;0.4;0.263;0.077;1;0.08;6;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2791;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0135;8.0x5.0x5.0;92.0;52.0;29.0;9.2x5.2x2.9;IC-CCLI-8BK;izi;2;1;cactus,izi;13.0;solutionsprint:12.0;2;0.2;0.139;0.061;1;0.06;30;30;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r416;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0758;8.0x5.0x5.0;92.0;52.0;29.0;9.2x5.2x2.9;IC-CCLI-8PM;izi;2;1;cactus,izi;13.0;solutionsprint:78.0;2;0.2;0.139;0.061;1;0.06;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r420;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0818;8.0x5.0x5.0;50.0;112.0;18.0;5.0x11.2x1.8;GG-CLI451XLBK;cactus;3;2;cactus,izi,sakura;20.0;solutionsprint:58.0;2;0.2;0.101;0.061;1;0.06;13;13;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2764;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0819;8.0x5.0x5.0;50.0;112.0;18.0;5.0x11.2x1.8;GG-CLI451XLC;cactus;3;2;cactus,izi,sakura;20.0;solutionsprint:58.0;2;0.2;0.101;0.061;1;0.06;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2765;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0820;8.0x5.0x5.0;50.0;112.0;18.0;5.0x11.2x1.8;GG-CLI451XLM;cactus;3;2;cactus,izi,sakura;11.0;solutionsprint:58.0;2;0.2;0.101;0.034;1;0.03;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2766;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0821;8.0x5.0x5.0;50.0;112.0;18.0;5.0x11.2x1.8;GG-CLI451XLY;cactus;3;2;cactus,izi,sakura;11.0;solutionsprint:50.0;2;0.2;0.101;0.034;1;0.03;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2767;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0015;35.0x16.0x13.0;325.0;165.0;90.0;32.5x16.5x9.0;SA013R00621;sakura;2;1;cactus,sakura;15.0;нет данных;2;7.28;4.826;2.454;0;0.0;2;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r898;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0147;10.0x8.0x5.0;87.0;67.0;22.0;8.7x6.7x2.2;IC-ET0632;izi;2;1;cactus,izi;4.0;solutionsprint:23.0;2;0.4;0.128;0.272;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r440;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0189;15.0x10.0x8.0;90.0;70.0;30.0;9.0x7.0x3.0;IE-T1282;izi;2;1;cactus,izi;12.0;solutionsprint:80.0;2;1.2;0.189;1.011;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r982;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0191;15.0x10.0x8.0;90.0;70.0;30.0;9.0x7.0x3.0;IE-T1284;izi;2;1;cactus,izi;12.0;solutionsprint:80.0;2;1.2;0.189;1.011;0;0.0;2;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r984;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0203;12.0x12.0x5.0;85.0;75.0;40.0;8.5x7.5x4.0;IH-564;izi;2;1;cactus,izi;10.0;solutionsprint:10.0;2;0.72;0.255;0.465;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r996;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0216;36.0x20.0x15.0;350.0;135.0;110.0;35.0x13.5x11.0;TC-C716B;izi;3;1;cactus,izi,sakura;19.0;нет данных;3;10.8;5.197;5.603;0;0.0;6;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1129;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0217;36.0x20.0x15.0;350.0;135.0;110.0;35.0x13.5x11.0;TC-C716C;izi;3;1;cactus,izi,sakura;10.0;solutionsprint:37.0;3;10.8;5.197;5.603;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1130;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0218;36.0x20.0x15.0;350.0;135.0;110.0;35.0x13.5x11.0;TC-C716Y;izi;3;1;cactus,izi,sakura;10.0;solutionsprint:37.0;3;10.8;5.197;5.603;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1131;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0219;36.0x20.0x15.0;350.0;135.0;110.0;35.0x13.5x11.0;TC-C716M;izi;3;1;cactus,izi,sakura;10.0;solutionsprint:37.0;3;10.8;5.197;5.603;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1132;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0223;70.0x43.0x15.0;433.0;72.0;69.0;43.3x7.2x6.9;SACEXV5;sakura;2;1;cactus,sakura;4.0;нет данных;2;45.15;2.151;42.999;0;0.0;2;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1260;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0286;15.0x10.0x8.0;95.0;85.0;40.0;9.5x8.5x4.0;SI2969B007;sakura;2;1;izi,sakura;10.0;solutionsprint:15.0;2;1.2;0.323;0.877;0;0.0;24;24;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r123;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0288;15.0x10.0x8.0;85.0;75.0;38.0;8.5x7.5x3.8;IC-CCL513;izi;2;1;izi,sakura;10.0;solutionsprint:10.0;2;1.2;0.242;0.958;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r377;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0292;15.0x10.0x8.0;87.0;67.0;22.0;8.7x6.7x2.2;IE-T0482;izi;2;1;cactus,izi;4.0;solutionsprint:83.0;2;1.2;0.128;1.072;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r952;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
