external_code;группа;наш_ДхШхВ_см;вариантов_короба;расхождение_между_источниками_мм;все_источники;сверка_справочных_мм;варианты_ДхШхВ_мм и кто даёт;карточек_wb_acc1;карточек_wb_acc2
0053;Б;36.0x20.0x15.0;4;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 315.0x98.0x95.0 ← cactus | 350.0x130.0x105.0 ← sakura | 331.0x116.0x104.0 ← sakura;1;1
0054;Б;36.0x20.0x15.0;5;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 315.0x98.0x95.0 ← cactus | 350.0x130.0x105.0 ← sakura | 328.0x114.0x105.0 ← sakura;1;1
0055;Б;36.0x20.0x15.0;5;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 315.0x98.0x95.0 ← cactus | 350.0x130.0x105.0 ← sakura | 331.0x115.0x104.0 ← sakura;1;1
0248;Б;35.0x16.0x12.0;3;37.0;cactus,sakura;solutionsprint:21.0;331.0x167.0x96.0 ← sakura | 305.0x130.0x80.0 ← cactus | 320.0x165.0x100.0 ← cactus;4;4
0724;Б;37.0x20.0x15.0;4;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 315.0x98.0x95.0 ← cactus | 326.0x113.0x100.0 ← sakura | 328.0x116.0x101.0 ← sakura;6;6
0725;Б;37.0x20.0x15.0;5;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 315.0x98.0x95.0 ← cactus | 330.0x110.0x105.0 ← sakura | 327.0x113.0x102.0 ← sakura;1;1
0726;Б;37.0x20.0x15.0;5;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 315.0x98.0x95.0 ← cactus | 327.0x113.0x102.0 ← sakura | 330.0x110.0x105.0 ← sakura;1;1
0727;Б;37.0x20.0x15.0;5;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 330.0x115.0x105.0 ← cactus | 315.0x98.0x95.0 ← cactus | 330.0x110.0x105.0 ← sakura | 327.0x113.0x102.0 ← sakura;1;1
0737;В;37.0x20.0x15.0;2;37.0;cactus,sakura;нет данных;377.0x264.0x118.0 ← sakura | 340.0x250.0x120.0 ← cactus;10;10
0764;Б;38.0x13.0x11.0;4;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 330.0x115.0x105.0 ← cactus | 315.0x98.0x95.0 ← cactus | 330.0x114.0x106.0 ← sakura;8;8
0811;Б;37.0x20.0x15.0;4;37.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 330.0x115.0x105.0 ← cactus | 315.0x98.0x95.0 ← cactus | 331.0x117.0x106.0 ← sakura;1;1
0997;Б;37.0x20.0x15.0;2;37.0;cactus,sakura;нет данных;331.0x167.0x125.0 ← sakura | 345.0x130.0x105.0 ← cactus;4;4
2093;Б;37.0x20.0x15.0;2;37.0;izi,sakura;нет данных;354.0x174.0x127.0 ← sakura | 340.0x165.0x90.0 ← izi;7;7
2428;Б;37.0x20.0x15.0;3;37.0;cactus,sakura;нет данных;587.0x94.0x93.0 ← sakura | 550.0x95.0x95.0 ← cactus | 550.0x90.0x80.0 ← cactus;1;1
3015;Б;37.0x20.0x15.0;3;37.0;cactus,izi,sakura;нет данных;320.0x155.0x140.0 ← cactus | 300.0x130.0x120.0 ← izi | 331.0x167.0x124.0 ← sakura;1;1
3790;В;37.0x20.0x15.0;3;37.0;cactus,sakura;нет данных;500.0x240.0x135.0 ← cactus | 500.0x220.0x130.0 ← cactus | 506.0x203.0x129.0 ← sakura;1;1
4482;Б;40.0x13.0x13.0;3;37.0;cactus,izi;нет данных;320.0x135.0x100.0 ← izi | 330.0x105.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus;1;1
4483;Б;40.0x13.0x13.0;3;37.0;cactus,izi;нет данных;320.0x135.0x100.0 ← izi | 315.0x98.0x95.0 ← cactus | 330.0x105.0x95.0 ← cactus;1;1
4484;Б;40.0x13.0x13.0;3;37.0;cactus,izi;нет данных;320.0x135.0x100.0 ← izi | 315.0x98.0x95.0 ← cactus | 330.0x105.0x95.0 ← cactus;1;1
0278;В;36.0x22.0x12.0;3;36.0;cactus,sakura;нет данных;370.0x260.0x120.0 ← sakura | 340.0x250.0x120.0 ← cactus | 376.0x255.0x117.0 ← sakura;5;5
0515;Б;37.0x20.0x15.0;2;36.0;cactus,sakura;нет данных;330.0x115.0x105.0 ← cactus | 294.0x82.0x79.0 ← sakura;2;2
1032;Б;37.0x20.0x15.0;4;36.0;cactus,izi,sakura;нет данных;345.0x235.0x125.0 ← izi | 315.0x205.0x100.0 ← cactus | 332.0x200.0x97.0 ← sakura | 337.0x202.0x89.0 ← sakura;7;9
1366;Б;37.0x20.0x15.0;3;36.0;cactus,sakura;нет данных;167.0x104.0x101.0 ← sakura | 170.0x85.0x70.0 ← cactus | 175.0x80.0x65.0 ← cactus;5;5
2770;Б;37.0x20.0x15.0;3;36.0;cactus,sakura;solutionsprint:15.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 586.0x92.0x84.0 ← sakura;3;3
2773;Б;37.0x20.0x15.0;3;36.0;cactus,sakura;solutionsprint:36.0;586.0x94.0x92.0 ← sakura | 550.0x93.0x93.0 ← cactus | 550.0x95.0x95.0 ← cactus;1;1
3663;В;37.0x20.0x15.0;2;36.0;cactus,sakura;нет данных;350.0x295.0x120.0 ← cactus | 376.0x259.0x115.0 ← sakura;1;1
4231;В;50.0x21.0x14.0;3;36.0;cactus,sakura;нет данных;500.0x240.0x135.0 ← cactus | 500.0x220.0x130.0 ← cactus | 506.0x204.0x131.0 ← sakura;1;1
0022;Б;35.0x16.0x13.0;3;35.0;cactus,sakura;нет данных;330.0x175.0x105.0 ← cactus | 320.0x140.0x100.0 ← cactus | 330.0x170.0x100.0 ← sakura;1;1
0212;Б;50.0x27.0x16.0;2;35.0;cactus,sakura;нет данных;385.0x140.0x122.0 ← cactus | 350.0x170.0x110.0 ← sakura;3;3
0792;Б;37.0x20.0x15.0;3;35.0;cactus,izi,sakura;solutionsprint:31.0;330.0x165.0x105.0 ← sakura | 310.0x165.0x70.0 ← cactus | 330.0x160.0x70.0 ← izi;27;27
0793;Б;37.0x20.0x15.0;2;35.0;cactus,izi,sakura;нет данных;330.0x165.0x105.0 ← cactus,sakura | 330.0x160.0x70.0 ← izi;1;1
0794;Б;37.0x20.0x15.0;2;35.0;cactus,izi,sakura;нет данных;330.0x165.0x105.0 ← cactus,sakura | 330.0x160.0x70.0 ← izi;1;1
0795;Б;37.0x20.0x15.0;3;35.0;cactus,izi,sakura;нет данных;330.0x165.0x105.0 ← cactus,sakura | 320.0x165.0x100.0 ← cactus | 330.0x160.0x70.0 ← izi;1;1
0812;Б;35.0x16.0x13.0;3;35.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 330.0x114.0x103.0 ← sakura;5;5
1106;В;37.0x20.0x15.0;3;35.0;cactus,izi,sakura;solutionsprint:32.0;375.0x257.0x118.0 ← sakura | 340.0x250.0x120.0 ← cactus | 345.0x255.0x125.0 ← izi;2;2
1169;В;37.0x20.0x15.0;3;35.0;cactus,izi,sakura;solutionsprint:20.0;350.0x250.0x130.0 ← izi | 335.0x230.0x110.0 ← cactus | 370.0x255.0x115.0 ← sakura;1;1
1170;Б;35.0x16.0x12.0;4;35.0;cactus,sakura;нет данных;315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 290.0x100.0x60.0 ← cactus | 306.0x95.0x71.0 ← sakura;9;12
1301;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;solutionsprint:80.0;330.0x170.0x120.0 ← sakura | 330.0x135.0x115.0 ← cactus | 315.0x140.0x110.0 ← cactus;4;4
1359;В;37.0x20.0x15.0;2;35.0;cactus,sakura;solutionsprint:20.0;350.0x270.0x150.0 ← cactus | 370.0x256.0x115.0 ← sakura;1;1
1404;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;нет данных;330.0x170.0x120.0 ← sakura | 315.0x135.0x135.0 ← cactus | 315.0x140.0x110.0 ← cactus;3;3
1487;В;8.0x5.0x5.0;2;35.0;cactus,izi;solutionsprint:25.0;145.0x90.0x30.0 ← izi | 110.0x90.0x35.0 ← cactus;7;7
2193;В;37.0x8.0x8.0;5;35.0;cactus,izi,sakura;нет данных;300.0x110.0x100.0 ← sakura | 315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 300.0x87.0x65.0 ← izi | 305.0x95.0x95.0 ← izi;3;3
2349;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;solutionsprint:35.0;315.0x140.0x110.0 ← cactus | 295.0x120.0x75.0 ← cactus | 299.0x122.0x77.0 ← sakura;1;1
2350;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;solutionsprint:35.0;315.0x140.0x110.0 ← cactus | 295.0x120.0x75.0 ← cactus | 299.0x122.0x76.0 ← sakura;1;1
2351;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;solutionsprint:35.0;315.0x140.0x110.0 ← cactus | 295.0x120.0x75.0 ← cactus | 300.0x121.0x75.0 ← sakura;1;1
2427;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;нет данных;585.0x96.0x93.0 ← sakura | 550.0x95.0x95.0 ← cactus | 550.0x90.0x80.0 ← cactus;1;1
2771;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;solutionsprint:35.0;585.0x94.0x91.0 ← sakura | 550.0x93.0x93.0 ← cactus | 550.0x95.0x95.0 ← cactus;1;1
3177;В;37.0x20.0x15.0;2;35.0;cactus,izi;нет данных;375.0x330.0x180.0 ← cactus | 355.0x295.0x150.0 ← izi;7;7
3193;Б;37.0x20.0x15.0;6;35.0;cactus,izi,sakura;нет данных;335.0x115.0x105.0 ← izi | 315.0x95.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 305.0x95.0x95.0 ← cactus | 300.0x95.0x90.0 ← izi | 327.0x113.0x103.0 ← sakura;1;1
3194;Б;37.0x20.0x15.0;6;35.0;cactus,izi,sakura;нет данных;335.0x115.0x105.0 ← izi | 305.0x90.0x90.0 ← cactus | 315.0x95.0x95.0 ← cactus | 305.0x95.0x95.0 ← cactus | 300.0x95.0x90.0 ← izi | 327.0x114.0x102.0 ← sakura;1;1
3195;Б;37.0x20.0x15.0;6;35.0;cactus,izi,sakura;нет данных;335.0x115.0x105.0 ← izi | 315.0x95.0x95.0 ← cactus | 305.0x95.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 300.0x95.0x90.0 ← izi | 327.0x115.0x101.0 ← sakura;1;1
3363;Б;37.0x20.0x15.0;3;35.0;cactus,sakura;solutionsprint:35.0;585.0x96.0x95.0 ← sakura | 550.0x93.0x93.0 ← cactus | 550.0x95.0x95.0 ← cactus;1;1
3429;Б;37.0x20.0x15.0;2;35.0;cactus,sakura;нет данных;331.0x115.0x105.0 ← sakura | 335.0x110.0x70.0 ← cactus;1;1
3518;В;10.0x8.0x5.0;2;35.0;cactus,sakura;solutionsprint:160.0;285.0x85.0x35.0 ← cactus,sakura | 270.0x120.0x58.0 ← cactus;1;1
3519;В;10.0x8.0x5.0;2;35.0;cactus,sakura;solutionsprint:160.0;285.0x85.0x35.0 ← cactus,sakura | 270.0x120.0x58.0 ← cactus;1;1
3520;В;10.0x8.0x5.0;2;35.0;cactus,sakura;solutionsprint:160.0;285.0x85.0x35.0 ← cactus,sakura | 270.0x120.0x58.0 ← cactus;1;1
3521;В;10.0x8.0x5.0;2;35.0;cactus,sakura;solutionsprint:160.0;285.0x85.0x35.0 ← cactus,sakura | 270.0x120.0x58.0 ← cactus;1;1
4050;В;10.0x10.0x8.0;2;35.0;cactus,sakura;solutionsprint:100.0;230.0x120.0x40.0 ← sakura | 195.0x100.0x50.0 ← cactus;1;1
4051;В;10.0x10.0x8.0;2;35.0;cactus,sakura;solutionsprint:100.0;230.0x120.0x40.0 ← sakura | 195.0x100.0x50.0 ← cactus;1;1
4052;В;10.0x10.0x8.0;2;35.0;cactus,sakura;solutionsprint:100.0;230.0x120.0x40.0 ← sakura | 195.0x100.0x50.0 ← cactus;1;1
4053;В;10.0x10.0x8.0;2;35.0;cactus,sakura;solutionsprint:100.0;230.0x120.0x40.0 ← sakura | 195.0x100.0x50.0 ← cactus;5;5
4054;В;10.0x10.0x8.0;2;35.0;cactus,sakura;solutionsprint:100.0;230.0x120.0x40.0 ← sakura | 195.0x100.0x50.0 ← cactus;1;1
5630;В;18.0x13.0x7.0;6;35.0;cactus,izi,sakura;solutionsprint:20.0;210.0x120.0x100.0 ← cactus | 210.0x120.0x95.0 ← cactus | 205.0x97.0x90.0 ← cactus | 180.0x125.0x65.0 ← izi | 185.0x90.0x90.0 ← sakura | 215.0x110.0x95.0 ← izi;1;1
5632;В;18.0x13.0x7.0;6;35.0;cactus,izi,sakura;solutionsprint:20.0;210.0x120.0x100.0 ← cactus | 210.0x120.0x95.0 ← cactus | 205.0x97.0x90.0 ← cactus | 180.0x125.0x65.0 ← izi | 185.0x90.0x90.0 ← sakura | 215.0x110.0x95.0 ← izi;1;1
5633;В;18.0x13.0x7.0;6;35.0;cactus,izi,sakura;solutionsprint:20.0;210.0x120.0x100.0 ← cactus | 205.0x97.0x90.0 ← cactus | 210.0x120.0x95.0 ← cactus | 180.0x125.0x65.0 ← izi | 185.0x90.0x90.0 ← sakura | 215.0x110.0x95.0 ← izi;1;1
5757;В;30.0x14.0x11.0;2;35.0;cactus,izi;solutionsprint:120.0;510.0x250.0x110.0 ← cactus | 525.0x240.0x75.0 ← izi;2;3
5767;В;35.0x14.0x10.0;4;35.0;cactus,izi,sakura;solutionsprint:30.0;325.0x145.0x110.0 ← cactus | 320.0x110.0x110.0 ← cactus | 320.0x130.0x100.0 ← izi | 300.0x110.0x100.0 ← sakura;5;7
5773;Б;37.0x22.0x12.0;3;35.0;cactus,izi,sakura;нет данных;300.0x200.0x100.0 ← sakura | 320.0x165.0x100.0 ← cactus | 305.0x170.0x85.0 ← izi;5;6
5825;Б;36.0x30.0x12.0;2;35.0;izi,sakura;solutionsprint:7.0;360.0x255.0x130.0 ← izi | 325.0x255.0x110.0 ← sakura;1;1
0047;В;35.0x16.0x13.0;2;34.0;cactus,sakura;нет данных;365.0x190.0x115.0 ← cactus | 331.0x197.0x88.0 ← sakura;4;4
0383;В;37.0x20.0x15.0;2;34.0;cactus,sakura;solutionsprint:120.0;380.0x275.0x150.0 ← cactus | 378.0x260.0x116.0 ← sakura;1;1
0612;В;37.0x20.0x15.0;3;34.0;cactus,izi,sakura;solutionsprint:20.0;340.0x250.0x140.0 ← izi | 340.0x240.0x110.0 ← cactus | 374.0x258.0x117.0 ← sakura;2;2
0745;В;37.0x20.0x15.0;2;34.0;cactus,sakura;solutionsprint:11.0;350.0x240.0x150.0 ← cactus | 376.0x263.0x116.0 ← sakura;9;9
0871;Б;37.0x20.0x15.0;2;34.0;cactus,sakura;solutionsprint:36.0;331.0x169.0x122.0 ← sakura | 315.0x135.0x135.0 ← cactus;11;11
0872;Б;37.0x20.0x15.0;2;34.0;cactus,sakura;solutionsprint:36.0;331.0x169.0x124.0 ← sakura | 315.0x135.0x135.0 ← cactus;1;1
0885;В;37.0x20.0x15.0;2;34.0;cactus,sakura;нет данных;500.0x260.0x160.0 ← cactus | 466.0x252.0x129.0 ← sakura;1;1
0886;В;37.0x20.0x15.0;2;34.0;cactus,sakura;нет данных;500.0x260.0x160.0 ← cactus | 466.0x252.0x129.0 ← sakura;1;1
0887;В;37.0x20.0x15.0;2;34.0;cactus,sakura;нет данных;500.0x260.0x160.0 ← cactus | 466.0x252.0x129.0 ← sakura;1;1
0990;Б;37.0x20.0x15.0;2;34.0;cactus,sakura;нет данных;305.0x95.0x95.0 ← cactus | 304.0x69.0x61.0 ← sakura;1;1
2426;Б;37.0x20.0x15.0;3;34.0;cactus,sakura;нет данных;584.0x94.0x93.0 ← sakura | 550.0x95.0x95.0 ← cactus | 550.0x90.0x80.0 ← cactus;6;6
2765;Б;37.0x20.0x15.0;2;34.0;cactus,sakura;solutionsprint:41.0;584.0x94.0x91.0 ← sakura | 550.0x95.0x95.0 ← cactus;2;2
3362;Б;37.0x20.0x15.0;3;34.0;cactus,sakura;solutionsprint:34.0;584.0x93.0x93.0 ← sakura | 550.0x93.0x93.0 ← cactus | 550.0x95.0x95.0 ← cactus;2;2
3365;Б;37.0x20.0x15.0;3;34.0;cactus,sakura;solutionsprint:34.0;584.0x95.0x90.0 ← sakura | 550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus;1;1
3426;Б;37.0x20.0x15.0;2;34.0;cactus,sakura;solutionsprint:246.0;330.0x115.0x104.0 ← sakura | 335.0x110.0x70.0 ← cactus;4;4
0273;Б;36.0x20.0x15.0;2;33.0;cactus,sakura;solutionsprint:124.0;365.0x190.0x115.0 ← cactus | 332.0x168.0x94.0 ← sakura;2;2
0301;Б;15.0x10.0x8.0;3;33.0;cactus,izi,sakura;solutionsprint:60.0;110.0x100.0x20.0 ← sakura | 90.0x68.0x18.0 ← cactus | 87.0x67.0x22.0 ← izi;1;1
0382;В;37.0x20.0x15.0;2;33.0;cactus,sakura;solutionsprint:120.0;380.0x275.0x150.0 ← cactus | 374.0x261.0x117.0 ← sakura;1;1
0987;Б;37.0x20.0x15.0;2;33.0;cactus,sakura;нет данных;305.0x95.0x95.0 ← cactus | 307.0x71.0x62.0 ← sakura;1;1
1105;В;37.0x20.0x15.0;2;33.0;cactus,sakura;solutionsprint:32.0;373.0x255.0x118.0 ← sakura | 340.0x250.0x120.0 ← cactus;3;3
1296;Б;37.0x20.0x15.0;3;33.0;cactus,izi,sakura;solutionsprint:182.0;332.0x168.0x123.0 ← sakura | 310.0x135.0x120.0 ← cactus | 320.0x160.0x110.0 ← izi;4;4
1297;Б;37.0x20.0x15.0;2;33.0;cactus,sakura;solutionsprint:182.0;332.0x168.0x123.0 ← sakura | 310.0x135.0x100.0 ← cactus;1;1
1298;Б;37.0x20.0x15.0;3;33.0;cactus,izi,sakura;solutionsprint:182.0;332.0x168.0x123.0 ← sakura | 310.0x135.0x100.0 ← cactus | 320.0x160.0x110.0 ← izi;1;1
1299;Б;37.0x20.0x15.0;3;33.0;cactus,izi,sakura;solutionsprint:182.0;332.0x168.0x123.0 ← sakura | 310.0x135.0x100.0 ← cactus | 320.0x160.0x110.0 ← izi;1;1
2319;Б;37.0x20.0x15.0;2;33.0;cactus,sakura;нет данных;353.0x166.0x129.0 ← sakura | 320.0x155.0x140.0 ← cactus;15;15
2405;Б;37.0x20.0x15.0;4;33.0;cactus,sakura;solutionsprint:23.0;333.0x168.0x123.0 ← sakura | 310.0x135.0x120.0 ← cactus | 320.0x140.0x120.0 ← cactus | 315.0x140.0x110.0 ← cactus;4;4
2429;Б;37.0x20.0x15.0;3;33.0;cactus,sakura;нет данных;583.0x95.0x92.0 ← sakura | 550.0x95.0x95.0 ← cactus | 550.0x90.0x80.0 ← cactus;1;1
4354;В;11.0x6.0x3.0;2;33.0;cactus,izi;нет данных;120.0x85.0x40.0 ← izi | 130.0x52.0x52.0 ← cactus;4;4
4355;В;11.0x6.0x3.0;2;33.0;cactus,izi;нет данных;120.0x85.0x40.0 ← izi | 130.0x52.0x52.0 ← cactus;1;1
0241;Б;36.0x22.0x12.0;2;32.0;cactus,sakura;solutionsprint:45.0;325.0x145.0x110.0 ← cactus | 305.0x113.0x102.0 ← sakura;3;3
0298;Б;15.0x10.0x8.0;2;32.0;cactus,sakura;solutionsprint:60.0;110.0x100.0x20.0 ← sakura | 90.0x68.0x18.0 ← cactus;1;1
0299;В;8.0x5.0x5.0;2;32.0;cactus,sakura;solutionsprint:60.0;110.0x100.0x20.0 ← sakura | 90.0x68.0x18.0 ← cactus;1;1
0300;Б;15.0x10.0x8.0;2;32.0;cactus,sakura;solutionsprint:60.0;110.0x100.0x20.0 ← sakura | 90.0x68.0x18.0 ← cactus;1;1
0302;Б;15.0x10.0x8.0;2;32.0;cactus,sakura;solutionsprint:60.0;110.0x100.0x20.0 ← sakura | 90.0x68.0x18.0 ← cactus;1;1
0381;В;37.0x20.0x15.0;2;32.0;cactus,sakura;solutionsprint:120.0;380.0x275.0x150.0 ← cactus | 379.0x257.0x118.0 ← sakura;2;2
0744;В;37.0x20.0x15.0;3;32.0;cactus,sakura;solutionsprint:64.0;350.0x240.0x150.0 ← cactus | 360.0x230.0x130.0 ← cactus | 377.0x260.0x118.0 ← sakura;1;1
0989;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;нет данных;305.0x95.0x95.0 ← cactus | 305.0x71.0x63.0 ← sakura;1;1
0994;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;нет данных;305.0x95.0x95.0 ← cactus | 303.0x69.0x63.0 ← sakura;1;1
0995;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;нет данных;305.0x95.0x95.0 ← cactus | 304.0x71.0x63.0 ← sakura;1;1
1100;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;нет данных;310.0x130.0x70.0 ← cactus | 293.0x98.0x41.0 ← sakura;3;3
1101;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;solutionsprint:70.0;310.0x130.0x70.0 ← cactus | 289.0x98.0x44.0 ← sakura;1;1
1102;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;solutionsprint:70.0;310.0x130.0x70.0 ← cactus | 291.0x98.0x40.0 ← sakura;1;1
1189;Б;37.0x20.0x15.0;3;32.0;cactus,sakura;нет данных;352.0x165.0x122.0 ← cactus | 320.0x140.0x100.0 ← cactus | 337.0x168.0x94.0 ← sakura;2;3
1664;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;нет данных;510.0x105.0x95.0 ← cactus | 515.0x110.0x63.0 ← sakura;3;3
1718;В;29.0x13.0x10.0;5;32.0;cactus,izi,sakura;solutionsprint:40.0;330.0x115.0x105.0 ← sakura | 315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 300.0x130.0x95.0 ← izi | 300.0x130.0x100.0 ← izi;6;6
2766;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;solutionsprint:43.0;582.0x93.0x92.0 ← sakura | 550.0x95.0x95.0 ← cactus;1;1
2767;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;solutionsprint:43.0;582.0x93.0x92.0 ← sakura | 550.0x95.0x95.0 ← cactus;1;1
2768;Б;37.0x20.0x15.0;2;32.0;cactus,sakura;solutionsprint:43.0;582.0x93.0x92.0 ← sakura | 550.0x95.0x95.0 ← cactus;1;1
2977;Б;37.0x20.0x15.0;2;32.0;izi,sakura;нет данных;332.0x167.0x126.0 ← sakura | 300.0x135.0x120.0 ← izi;1;1
0535;Б;37.0x20.0x15.0;2;31.0;cactus,sakura;solutionsprint:10.0;325.0x145.0x110.0 ← cactus | 294.0x124.0x101.0 ← sakura;2;2
1103;Б;37.0x20.0x15.0;2;31.0;cactus,sakura;solutionsprint:70.0;310.0x130.0x70.0 ← cactus | 291.0x99.0x41.0 ← sakura;1;1
0036;Б;36.0x22.0x12.0;3;30.0;cactus,izi,sakura;solutionsprint:20.0;350.0x160.0x110.0 ← izi | 320.0x165.0x100.0 ← cactus | 325.0x165.0x90.0 ← sakura;2;2
0062;Б;36.0x20.0x14.0;4;30.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 320.0x110.0x110.0 ← cactus | 350.0x135.0x107.0 ← izi | 330.0x126.0x114.0 ← sakura;8;8
0111;Б;36.0x20.0x15.0;4;30.0;cactus,izi,sakura;solutionsprint:14.0;350.0x160.0x110.0 ← izi | 320.0x165.0x100.0 ← cactus | 320.0x160.0x100.0 ← izi | 329.0x169.0x98.0 ← sakura;2;2
0249;Б;36.0x22.0x12.0;3;30.0;cactus,izi,sakura;нет данных;350.0x160.0x110.0 ← izi | 320.0x165.0x100.0 ← cactus | 331.0x167.0x94.0 ← sakura;11;11
0254;Б;36.0x22.0x12.0;3;30.0;cactus,izi,sakura;solutionsprint:20.0;350.0x160.0x110.0 ← izi | 320.0x165.0x100.0 ← cactus | 330.0x169.0x91.0 ← sakura;4;4
0306;Б;15.0x10.0x8.0;2;30.0;cactus,izi;нет данных;115.0x95.0x45.0 ← cactus | 85.0x75.0x38.0 ← izi;19;20
0586;Б;37.0x20.0x15.0;2;30.0;cactus,sakura;нет данных;330.0x170.0x100.0 ← sakura | 320.0x140.0x100.0 ← cactus;1;1
0666;Б;37.0x20.0x15.0;2;30.0;cactus,sakura;нет данных;342.0x195.0x104.0 ← cactus | 350.0x165.0x115.0 ← sakura;1;1
0993;Б;37.0x20.0x15.0;2;30.0;cactus,sakura;нет данных;305.0x95.0x95.0 ← cactus | 304.0x69.0x65.0 ← sakura;1;1
1070;В;37.0x20.0x15.0;2;30.0;cactus,izi;нет данных;465.0x165.0x145.0 ← izi | 485.0x145.0x115.0 ← cactus;7;7
1221;Б;15.0x10.0x8.0;2;30.0;cactus,izi;нет данных;120.0x110.0x20.0 ← izi | 90.0x80.0x18.0 ← cactus;1;1
1228;Б;15.0x10.0x8.0;2;30.0;cactus,izi,sakura;нет данных;90.0x80.0x18.0 ← cactus,sakura | 120.0x95.0x25.0 ← izi;1;1
1229;Б;15.0x10.0x8.0;2;30.0;cactus,izi,sakura;нет данных;90.0x80.0x18.0 ← cactus,sakura | 120.0x95.0x25.0 ← izi;1;1
1230;Б;15.0x10.0x8.0;2;30.0;cactus,izi,sakura;нет данных;90.0x80.0x18.0 ← cactus,sakura | 120.0x95.0x25.0 ← izi;1;1
1231;Б;15.0x10.0x8.0;2;30.0;cactus,izi,sakura;solutionsprint:80.0;90.0x80.0x26.0 ← cactus,sakura | 120.0x95.0x25.0 ← izi;3;3
1300;Б;37.0x20.0x15.0;3;30.0;cactus,sakura;solutionsprint:175.0;325.0x165.0x120.0 ← sakura | 315.0x140.0x110.0 ← cactus | 330.0x135.0x115.0 ← cactus;1;1
1302;Б;37.0x20.0x15.0;3;30.0;cactus,sakura;solutionsprint:175.0;325.0x165.0x120.0 ← sakura | 330.0x135.0x115.0 ← cactus | 315.0x140.0x110.0 ← cactus;1;1
1303;Б;37.0x20.0x15.0;3;30.0;cactus,sakura;solutionsprint:175.0;325.0x165.0x120.0 ← sakura | 330.0x135.0x115.0 ← cactus | 315.0x140.0x110.0 ← cactus;1;1
1405;Б;37.0x20.0x15.0;3;30.0;cactus,sakura;нет данных;325.0x165.0x120.0 ← sakura | 315.0x135.0x135.0 ← cactus | 315.0x140.0x110.0 ← cactus;1;1
1406;Б;37.0x20.0x15.0;3;30.0;cactus,sakura;нет данных;325.0x165.0x120.0 ← sakura | 315.0x135.0x135.0 ← cactus | 315.0x140.0x110.0 ← cactus;1;1
1407;Б;37.0x20.0x15.0;3;30.0;cactus,sakura;нет данных;325.0x165.0x120.0 ← sakura | 315.0x135.0x135.0 ← cactus | 315.0x140.0x110.0 ← cactus;1;1
1684;В;37.0x20.0x15.0;2;30.0;cactus,izi;нет данных;510.0x250.0x110.0 ← cactus | 535.0x245.0x80.0 ← izi;3;3
1698;Б;37.0x20.0x15.0;2;30.0;cactus,sakura;нет данных;550.0x95.0x95.0 ← cactus | 580.0x90.0x90.0 ← sakura;1;1
1700;Б;37.0x20.0x15.0;2;30.0;cactus,sakura;нет данных;550.0x95.0x95.0 ← cactus | 580.0x90.0x90.0 ← sakura;1;1
