external_code;группа;наш_ДхШхВ_см;вариантов_короба;расхождение_между_источниками_мм;все_источники;сверка_справочных_мм;варианты_ДхШхВ_мм и кто даёт;карточек_wb_acc1;карточек_wb_acc2
0868;Б;37.0x20.0x15.0;2;67.0;izi,sakura;solutionsprint:115.0;345.0x235.0x125.0 ← izi | 332.0x168.0x123.0 ← sakura;1;1
0869;Б;37.0x20.0x15.0;2;67.0;izi,sakura;solutionsprint:115.0;345.0x235.0x125.0 ← izi | 333.0x168.0x122.0 ← sakura;1;1
1216;Б;37.0x20.0x15.0;3;67.0;cactus,izi,sakura;нет данных;345.0x235.0x125.0 ← izi | 320.0x210.0x110.0 ← cactus | 324.0x168.0x94.0 ← sakura;2;2
4638;В;10.0x8.0x5.0;3;67.0;cactus,izi,sakura;solutionsprint:0.0;115.0x115.0x40.0 ← izi | 150.0x48.0x48.0 ← cactus | 105.0x60.0x25.0 ← sakura;1;1
0870;Б;37.0x20.0x15.0;2;66.0;izi,sakura;solutionsprint:115.0;345.0x235.0x125.0 ← izi | 330.0x169.0x125.0 ← sakura;1;1
1208;Б;37.0x20.0x15.0;2;66.0;cactus,sakura;solutionsprint:130.0;550.0x175.0x110.0 ← cactus | 512.0x109.0x64.0 ← sakura;1;1
3532;Б;37.0x20.0x15.0;2;66.0;cactus,sakura;solutionsprint:66.0;376.0x220.0x118.0 ← sakura | 310.0x200.0x145.0 ← cactus;4;4
0958;Б;15.0x10.0x8.0;3;65.0;cactus,izi,sakura;solutionsprint:20.0;150.0x115.0x30.0 ← cactus | 85.0x75.0x38.0 ← izi | 105.0x60.0x35.0 ← sakura;3;3
0963;В;10.0x8.0x5.0;2;65.0;cactus,sakura;solutionsprint:30.0;180.0x100.0x55.0 ← cactus | 115.0x95.0x40.0 ← sakura;12;10
1285;В;35.0x16.0x12.0;3;65.0;izi,sakura;нет данных;370.0x250.0x150.0 ← izi | 356.0x209.0x113.0 ← sakura | 305.0x205.0x100.0 ← izi;9;9
3840;Б;15.0x10.0x10.0;3;65.0;cactus,sakura;нет данных;130.0x60.0x60.0 ← cactus,sakura | 125.0x125.0x46.0 ← cactus | 125.0x125.0x46.5 ← cactus;5;5
5445;В;33.0x12.0x12.0;5;65.0;cactus,izi,sakura;solutionsprint:40.0;330.0x160.0x100.0 ← izi | 320.0x140.0x110.0 ← cactus | 320.0x110.0x110.0 ← cactus | 300.0x130.0x120.0 ← izi | 265.0x120.0x100.0 ← sakura;3;3
0755;В;39.0x23.0x19.0;3;64.0;cactus,izi,sakura;нет данных;490.0x215.0x190.0 ← cactus | 466.0x251.0x126.0 ← sakura | 480.0x250.0x135.0 ← izi;1;1
0760;В;39.0x23.0x19.0;3;64.0;cactus,izi,sakura;нет данных;490.0x215.0x190.0 ← cactus | 466.0x251.0x126.0 ← sakura | 480.0x250.0x135.0 ← izi;6;6
0761;В;39.0x23.0x19.0;3;64.0;cactus,izi,sakura;нет данных;490.0x215.0x190.0 ← cactus | 466.0x251.0x126.0 ← sakura | 480.0x250.0x135.0 ← izi;1;1
0762;В;39.0x23.0x19.0;3;64.0;cactus,izi,sakura;нет данных;490.0x215.0x190.0 ← cactus | 466.0x251.0x126.0 ← sakura | 480.0x250.0x135.0 ← izi;1;1
5360;Б;36.0x22.0x12.0;3;64.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x75.0x75.0 ← cactus | 309.0x71.0x64.0 ← sakura;3;3
2170;Б;37.0x20.0x15.0;5;63.0;cactus,sakura;solutionsprint:110.0;210.0x120.0x95.0 ← cactus | 185.0x95.0x85.0 ← cactus | 210.0x105.0x90.0 ← cactus | 205.0x97.0x90.0 ← cactus | 248.0x98.0x91.0 ← sakura;1;1
3056;В;37.0x20.0x15.0;2;63.0;cactus,sakura;solutionsprint:138.0;376.0x253.0x140.0 ← sakura | 365.0x190.0x115.0 ← cactus;1;1
0410;В;37.0x20.0x15.0;2;62.0;cactus,sakura;solutionsprint:15.0;376.0x252.0x143.0 ← sakura | 390.0x190.0x140.0 ← cactus;1;1
3055;В;37.0x20.0x15.0;2;62.0;cactus,sakura;solutionsprint:137.0;375.0x252.0x146.0 ← sakura | 365.0x190.0x115.0 ← cactus;5;5
4790;Б;40.0x16.0x15.0;2;62.0;cactus,sakura;нет данных;352.0x165.0x122.0 ← cactus | 350.0x160.0x60.0 ← sakura;1;1
5618;В;30.0x13.0x12.0;4;62.0;cactus,izi,sakura;solutionsprint:28.0;322.0x148.0x117.0 ← cactus | 300.0x130.0x120.0 ← izi | 265.0x120.0x100.0 ← sakura | 260.0x160.0x120.0 ← izi;2;2
0407;В;37.0x20.0x15.0;2;61.0;cactus,sakura;solutionsprint:14.0;376.0x251.0x144.0 ← sakura | 390.0x190.0x140.0 ← cactus;3;3
0884;В;37.0x20.0x15.0;2;61.0;cactus,sakura;нет данных;490.0x215.0x190.0 ← cactus | 466.0x252.0x129.0 ← sakura;5;5
2356;Б;37.0x20.0x15.0;3;60.0;cactus,izi,sakura;solutionsprint:20.0;360.0x150.0x130.0 ← izi | 300.0x100.0x95.0 ← cactus | 307.0x93.0x91.0 ← sakura;4;4
2371;Б;37.0x20.0x15.0;2;60.0;cactus,izi;solutionsprint:10.0;370.0x90.0x90.0 ← cactus | 430.0x75.0x75.0 ← izi;5;5
2988;В;37.0x20.0x15.0;4;60.0;cactus,izi,sakura;solutionsprint:184.0;350.0x250.0x130.0 ← izi | 310.0x190.0x100.0 ← cactus | 315.0x195.0x90.0 ← cactus | 338.0x198.0x90.0 ← sakura;2;2
3262;Б;37.0x17.0x12.0;4;60.0;cactus,izi,sakura;нет данных;360.0x140.0x120.0 ← izi | 320.0x140.0x100.0 ← cactus | 300.0x110.0x100.0 ← sakura | 330.0x166.0x100.0 ← izi;15;15
3630;Б;37.0x20.0x15.0;2;60.0;cactus,sakura;solutionsprint:45.0;485.0x145.0x115.0 ← cactus | 425.0x115.0x100.0 ← sakura;1;2
3631;Б;37.0x20.0x15.0;2;60.0;cactus,sakura;solutionsprint:45.0;485.0x145.0x115.0 ← cactus | 425.0x90.0x85.0 ← sakura;1;1
3632;Б;37.0x20.0x15.0;2;60.0;cactus,sakura;solutionsprint:45.0;485.0x145.0x115.0 ← cactus | 425.0x90.0x85.0 ← sakura;1;1
3633;Б;37.0x20.0x15.0;2;60.0;cactus,sakura;solutionsprint:45.0;485.0x145.0x115.0 ← cactus | 425.0x90.0x85.0 ← sakura;1;1
4333;Б;36.0x15.0x12.0;2;60.0;izi,sakura;нет данных;320.0x170.0x100.0 ← izi | 300.0x110.0x100.0 ← sakura;4;4
4893;Б;38.0x16.0x15.0;5;60.0;cactus,izi,sakura;нет данных;360.0x120.0x100.0 ← sakura | 300.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 300.0x110.0x100.0 ← izi | 320.0x120.0x100.0 ← izi;1;1
5521;Б;37.0x14.0x11.0;3;60.0;cactus,izi;нет данных;320.0x160.0x100.0 ← izi | 320.0x110.0x110.0 ← cactus | 300.0x100.0x100.0 ← izi;6;6
5584;В;28.0x19.0x7.0;4;60.0;cactus,izi,sakura;нет данных;325.0x160.0x147.0 ← cactus | 330.0x210.0x105.0 ← izi | 305.0x195.0x87.0 ← sakura | 335.0x210.0x105.0 ← izi;1;1
5845;В;35.0x14.0x10.0;2;60.0;cactus,izi;solutionsprint:40.0;490.0x110.0x110.0 ← izi | 550.0x95.0x95.0 ← cactus;4;4
6384;Б;36.0x20.0x17.0;3;60.0;cactus,izi,sakura;нет данных;342.0x195.0x130.0 ← cactus | 315.0x140.0x140.0 ← izi | 315.0x160.0x80.0 ← sakura;1;1
0409;В;37.0x20.0x15.0;2;59.0;cactus,sakura;solutionsprint:23.0;377.0x249.0x153.0 ← sakura | 390.0x190.0x140.0 ← cactus;1;1
1293;Б;37.0x20.0x15.0;3;59.0;cactus,izi,sakura;нет данных;370.0x90.0x90.0 ← cactus | 320.0x85.0x85.0 ← izi | 311.0x90.0x89.0 ← sakura;4;4
3058;В;37.0x20.0x15.0;2;59.0;cactus,sakura;solutionsprint:134.0;375.0x249.0x150.0 ← sakura | 365.0x190.0x115.0 ← cactus;1;1
3214;Б;37.0x20.0x15.0;2;59.0;cactus,sakura;solutionsprint:183.0;333.0x169.0x94.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
3215;Б;37.0x20.0x15.0;2;59.0;cactus,sakura;solutionsprint:183.0;333.0x169.0x94.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
2177;В;37.0x20.0x15.0;3;58.0;cactus,sakura;нет данных;396.0x240.0x165.0 ← cactus | 390.0x190.0x150.0 ← cactus | 374.0x248.0x143.0 ← sakura;3;3
2337;В;35.0x16.0x12.0;3;58.0;cactus,sakura;нет данных;378.0x257.0x116.0 ← sakura | 330.0x210.0x105.0 ← cactus | 320.0x255.0x110.0 ← cactus;1;1
3212;Б;37.0x20.0x15.0;2;58.0;cactus,sakura;solutionsprint:182.0;332.0x168.0x95.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
3213;Б;37.0x15.0x12.0;2;58.0;cactus,sakura;solutionsprint:182.0;332.0x168.0x94.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
3370;В;15.0x10.0x8.0;3;58.0;cactus,izi,sakura;solutionsprint:20.0;165.0x125.0x100.0 ← cactus,sakura | 140.0x100.0x42.0 ← cactus | 140.0x100.0x80.0 ← izi;3;3
2172;Б;37.0x20.0x15.0;3;57.0;cactus,sakura;solutionsprint:35.0;210.0x120.0x95.0 ← cactus | 205.0x97.0x90.0 ← cactus | 262.0x97.0x92.0 ← sakura;1;1
4434;В;13.0x6.0x6.0;2;57.0;cactus,sakura;нет данных;178.0x58.0x58.0 ← sakura | 150.0x115.0x30.0 ← cactus;11;11
5226;В;13.0x6.0x6.0;2;57.0;cactus,sakura;solutionsprint:24.0;178.0x58.0x58.0 ← sakura | 150.0x115.0x30.0 ← cactus;2;2
5227;В;13.0x6.0x6.0;2;57.0;cactus,sakura;нет данных;178.0x58.0x58.0 ← sakura | 150.0x115.0x30.0 ← cactus;1;1
1369;В;37.0x20.0x15.0;2;56.0;cactus,sakura;solutionsprint:126.0;382.0x336.0x181.0 ← sakura | 340.0x280.0x150.0 ← cactus;2;2
2987;В;37.0x20.0x15.0;3;56.0;cactus,sakura;solutionsprint:20.0;376.0x257.0x145.0 ← sakura | 320.0x240.0x125.0 ← cactus | 350.0x240.0x150.0 ← cactus;2;2
3425;В;37.0x20.0x15.0;2;56.0;cactus,sakura;нет данных;320.0x260.0x140.0 ← cactus | 376.0x261.0x117.0 ← sakura;1;1
3789;Б;37.0x20.0x15.0;3;56.0;cactus,izi,sakura;нет данных;330.0x225.0x130.0 ← izi | 342.0x195.0x130.0 ← cactus | 330.0x169.0x135.0 ← sakura;1;1
0051;Б;36.0x20.0x15.0;3;55.0;cactus,sakura;нет данных;350.0x165.0x120.0 ← sakura | 305.0x120.0x100.0 ← cactus | 320.0x110.0x110.0 ← cactus;3;3
0279;В;37.0x20.0x15.0;3;55.0;cactus,sakura;solutionsprint:22.0;375.0x260.0x125.0 ← sakura | 320.0x260.0x140.0 ← cactus | 320.0x255.0x110.0 ← cactus;10;10
0379;Б;50.0x27.0x16.0;4;55.0;cactus,izi,sakura;нет данных;445.0x285.0x155.0 ← izi | 470.0x250.0x122.0 ← cactus | 500.0x240.0x135.0 ← cactus | 460.0x250.0x120.0 ← sakura;6;6
0747;Б;37.0x20.0x15.0;5;55.0;cactus,izi,sakura;нет данных;350.0x240.0x130.0 ← izi | 321.0x185.0x100.0 ← cactus | 320.0x190.0x100.0 ← cactus | 320.0x185.0x100.0 ← cactus | 311.0x197.0x85.0 ← sakura;1;1
0774;Б;50.0x27.0x16.0;4;55.0;cactus,izi,sakura;нет данных;445.0x285.0x155.0 ← izi | 500.0x240.0x135.0 ← cactus | 470.0x250.0x122.0 ← cactus | 460.0x250.0x120.0 ← sakura;1;1
0775;Б;50.0x27.0x16.0;4;55.0;cactus,izi,sakura;нет данных;445.0x285.0x155.0 ← izi | 470.0x250.0x122.0 ← cactus | 500.0x240.0x135.0 ← cactus | 460.0x250.0x120.0 ← sakura;1;1
0776;Б;50.0x27.0x16.0;4;55.0;cactus,izi,sakura;нет данных;445.0x285.0x155.0 ← izi | 500.0x240.0x135.0 ← cactus | 470.0x250.0x122.0 ← cactus | 460.0x250.0x120.0 ← sakura;1;1
0959;Б;15.0x10.0x8.0;2;55.0;cactus,sakura;solutionsprint:20.0;150.0x115.0x30.0 ← cactus | 105.0x60.0x25.0 ← sakura;1;1
0960;Б;15.0x10.0x8.0;2;55.0;cactus,sakura;solutionsprint:20.0;150.0x115.0x30.0 ← cactus | 105.0x60.0x25.0 ← sakura;1;1
1152;Б;37.0x20.0x15.0;5;55.0;cactus,izi,sakura;solutionsprint:49.0;400.0x160.0x150.0 ← izi | 345.0x132.0x104.0 ← cactus | 350.0x165.0x120.0 ← cactus | 350.0x145.0x120.0 ← sakura | 355.0x144.0x122.0 ← sakura;6;6
1154;Б;37.0x20.0x15.0;5;55.0;cactus,izi,sakura;solutionsprint:50.0;400.0x160.0x150.0 ← izi | 350.0x165.0x120.0 ← cactus | 345.0x132.0x104.0 ← cactus | 354.0x148.0x119.0 ← sakura | 356.0x147.0x121.0 ← sakura;1;1
1192;В;37.0x20.0x15.0;3;55.0;cactus,sakura;solutionsprint:170.0;370.0x250.0x140.0 ← sakura | 315.0x195.0x90.0 ← cactus | 335.0x199.0x89.0 ← sakura;1;2
1194;Б;37.0x20.0x15.0;2;55.0;cactus,izi;solutionsprint:130.0;550.0x175.0x110.0 ← cactus | 505.0x120.0x100.0 ← izi;2;2
2633;Б;37.0x20.0x15.0;4;55.0;cactus,izi,sakura;нет данных;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 538.0x84.0x77.0 ← sakura | 495.0x80.0x80.0 ← izi;3;3
2634;Б;37.0x20.0x15.0;3;55.0;cactus,izi,sakura;solutionsprint:20.0;550.0x95.0x95.0 ← cactus | 539.0x88.0x76.0 ← sakura | 495.0x80.0x80.0 ← izi;1;1
2635;Б;37.0x20.0x15.0;4;55.0;cactus,izi,sakura;solutionsprint:20.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 537.0x85.0x78.0 ← sakura | 495.0x80.0x80.0 ← izi;1;1
2636;Б;37.0x20.0x15.0;4;55.0;cactus,izi,sakura;solutionsprint:20.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 540.0x85.0x80.0 ← sakura | 495.0x80.0x80.0 ← izi;1;1
2894;В;15.0x5.0x5.0;2;55.0;cactus,izi;нет данных;500.0x170.0x130.0 ← izi | 505.0x115.0x115.0 ← cactus;8;8
3958;В;37.0x15.0x12.0;4;55.0;cactus,izi,sakura;нет данных;340.0x250.0x120.0 ← cactus | 315.0x195.0x90.0 ← cactus | 305.0x195.0x87.0 ← sakura | 305.0x205.0x100.0 ← izi;3;3
4500;В;30.0x16.0x4.0;2;55.0;cactus,sakura;нет данных;260.0x206.0x90.0 ← sakura | 300.0x160.0x35.0 ← cactus;1;1
4501;В;30.0x15.0x9.0;2;55.0;cactus,sakura;нет данных;260.0x206.0x90.0 ← sakura | 300.0x160.0x35.0 ← cactus;1;1
4502;В;30.0x15.0x9.0;2;55.0;cactus,sakura;нет данных;260.0x206.0x90.0 ← sakura | 300.0x160.0x35.0 ← cactus;1;1
4503;В;30.0x15.0x9.0;2;55.0;cactus,sakura;нет данных;260.0x206.0x90.0 ← sakura | 300.0x160.0x35.0 ← cactus;1;1
1193;В;37.0x20.0x15.0;5;54.0;cactus,izi,sakura;solutionsprint:150.0;350.0x270.0x155.0 ← izi | 320.0x255.0x110.0 ← cactus | 340.0x250.0x120.0 ← cactus | 370.0x252.0x141.0 ← sakura | 374.0x258.0x119.0 ← sakura;6;6
5742;В;31.0x15.0x9.0;3;54.0;cactus,izi,sakura;нет данных;330.0x190.0x160.0 ← sakura | 320.0x149.0x106.0 ← cactus | 345.0x150.0x120.0 ← izi;3;3
5526;В;24.0x9.0x8.0;3;53.0;cactus,izi,sakura;нет данных;213.0x123.0x93.0 ← cactus | 190.0x70.0x45.0 ← izi | 185.0x70.0x50.0 ← sakura;1;1
1368;В;37.0x20.0x15.0;2;52.0;cactus,sakura;solutionsprint:31.0;372.0x258.0x119.0 ← sakura | 320.0x210.0x140.0 ← cactus;1;1
3856;В;37.0x15.0x12.0;2;52.0;izi,sakura;нет данных;350.0x250.0x130.0 ← izi | 337.0x198.0x90.0 ← sakura;1;1
3907;Б;37.0x20.0x15.0;5;52.0;cactus,izi,sakura;нет данных;360.0x135.0x100.0 ← izi | 320.0x140.0x100.0 ← cactus | 320.0x120.0x110.0 ← cactus | 320.0x110.0x110.0 ← cactus | 308.0x115.0x101.0 ← sakura;1;1
2182;В;37.0x20.0x15.0;2;51.0;cactus,sakura;нет данных;371.0x256.0x119.0 ← sakura | 320.0x250.0x120.0 ← cactus;2;2
3144;Б;37.0x20.0x15.0;2;51.0;cactus,sakura;нет данных;210.0x120.0x95.0 ← cactus | 196.0x69.0x68.0 ← sakura;1;1
3168;Б;37.0x20.0x15.0;2;51.0;cactus,sakura;нет данных;348.0x163.0x126.0 ← cactus | 325.0x112.0x102.0 ← sakura;1;1
0037;Б;36.0x22.0x12.0;2;50.0;cactus,sakura;solutionsprint:40.0;350.0x130.0x110.0 ← sakura | 300.0x108.0x98.0 ← cactus;1;1
0255;В;36.0x22.0x12.0;4;50.0;cactus,izi,sakura;solutionsprint:6.0;350.0x260.0x130.0 ← izi | 340.0x250.0x120.0 ← cactus | 320.0x255.0x110.0 ← cactus | 370.0x235.0x115.0 ← sakura;3;3
0261;В;36.0x22.0x12.0;2;50.0;cactus,sakura;нет данных;480.0x190.0x150.0 ← sakura | 460.0x140.0x140.0 ← cactus;1;1
0263;В;36.0x22.0x12.0;2;50.0;cactus,izi;нет данных;455.0x250.0x145.0 ← cactus | 470.0x200.0x125.0 ← izi;1;1
0270;Б;36.0x20.0x15.0;3;50.0;cactus,izi,sakura;нет данных;350.0x210.0x110.0 ← sakura | 305.0x170.0x85.0 ← cactus | 350.0x160.0x110.0 ← izi;1;1
0538;В;37.0x20.0x15.0;3;50.0;cactus,sakura;solutionsprint:380.0;460.0x270.0x120.0 ← cactus | 510.0x250.0x110.0 ← cactus | 460.0x250.0x120.0 ← sakura;3;3
0561;В;37.0x20.0x15.0;2;50.0;cactus,sakura;solutionsprint:66.0;467.0x253.0x130.0 ← sakura | 470.0x230.0x80.0 ← cactus;8;8
0770;Б;58.0x20.0x13.0;3;50.0;cactus,sakura;solutionsprint:30.0;360.0x240.0x160.0 ← sakura | 350.0x215.0x110.0 ← cactus | 370.0x260.0x120.0 ← sakura;12;12
0771;Б;58.0x20.0x13.0;2;50.0;cactus,sakura;solutionsprint:30.0;365.0x240.0x160.0 ← sakura | 350.0x215.0x110.0 ← cactus;1;1
0772;Б;58.0x20.0x13.0;2;50.0;cactus,sakura;solutionsprint:30.0;365.0x240.0x160.0 ← sakura | 350.0x215.0x110.0 ← cactus;1;1
0773;Б;58.0x20.0x13.0;2;50.0;cactus,sakura;solutionsprint:68.0;365.0x240.0x160.0 ← sakura | 350.0x215.0x110.0 ← cactus;1;1
1044;В;37.0x20.0x15.0;4;50.0;cactus,izi,sakura;solutionsprint:15.0;345.0x270.0x160.0 ← izi | 320.0x255.0x110.0 ← cactus | 320.0x240.0x125.0 ← cactus | 370.0x260.0x120.0 ← sakura;5;5
1163;Б;37.0x20.0x15.0;6;50.0;cactus,izi,sakura;solutionsprint:20.0;350.0x135.0x107.0 ← izi | 315.0x98.0x95.0 ← cactus | 320.0x100.0x90.0 ← cactus | 300.0x95.0x90.0 ← izi | 327.0x111.0x103.0 ← sakura | 327.0x114.0x103.0 ← sakura;1;1
1164;Б;37.0x20.0x15.0;7;50.0;cactus,izi,sakura;solutionsprint:37.0;350.0x135.0x107.0 ← izi | 315.0x98.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 320.0x100.0x90.0 ← cactus | 300.0x95.0x90.0 ← izi | 330.0x110.0x105.0 ← sakura | 320.0x110.0x100.0 ← sakura;1;1
1165;Б;37.0x20.0x15.0;7;50.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 315.0x98.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 320.0x100.0x90.0 ← cactus | 300.0x95.0x90.0 ← izi | 330.0x110.0x105.0 ← sakura | 320.0x110.0x100.0 ← sakura;1;1
1166;Б;37.0x20.0x15.0;7;50.0;cactus,izi,sakura;solutionsprint:37.0;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 315.0x98.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 300.0x95.0x90.0 ← izi | 330.0x110.0x105.0 ← sakura | 320.0x110.0x100.0 ← sakura;1;1
1168;Б;37.0x20.0x15.0;4;50.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 300.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 308.0x92.0x91.0 ← sakura;14;14
1171;Б;37.0x20.0x15.0;5;50.0;cactus,izi,sakura;нет данных;350.0x160.0x100.0 ← izi | 305.0x130.0x80.0 ← cactus | 310.0x140.0x70.0 ← cactus | 300.0x137.0x90.0 ← izi | 332.0x167.0x95.0 ← sakura;1;1
1278;Б;37.0x20.0x15.0;5;50.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x140.0x100.0 ← cactus | 320.0x110.0x110.0 ← cactus | 300.0x100.0x90.0 ← cactus | 307.0x114.0x104.0 ← sakura;1;1
1412;Б;37.0x20.0x15.0;3;50.0;cactus,sakura;нет данных;510.0x165.0x130.0 ← cactus | 505.0x115.0x115.0 ← cactus | 500.0x135.0x130.0 ← sakura;5;5
1413;Б;37.0x20.0x15.0;3;50.0;cactus,sakura;нет данных;510.0x165.0x130.0 ← cactus | 505.0x115.0x115.0 ← cactus | 500.0x135.0x130.0 ← sakura;1;1
1414;Б;37.0x20.0x15.0;3;50.0;cactus,sakura;solutionsprint:90.0;510.0x165.0x130.0 ← cactus | 505.0x115.0x115.0 ← cactus | 500.0x135.0x130.0 ← sakura;1;1
1415;Б;37.0x20.0x15.0;3;50.0;cactus,sakura;нет данных;510.0x165.0x130.0 ← cactus | 505.0x115.0x115.0 ← cactus | 500.0x135.0x130.0 ← sakura;1;1
1614;Б;37.0x20.0x15.0;3;50.0;cactus,sakura;solutionsprint:14.0;370.0x255.0x115.0 ← sakura | 335.0x260.0x120.0 ← cactus | 320.0x255.0x110.0 ← cactus;1;1
1853;В;37.0x20.0x15.0;4;50.0;cactus,izi,sakura;solutionsprint:18.0;350.0x250.0x130.0 ← izi | 320.0x255.0x110.0 ← cactus | 340.0x240.0x110.0 ← cactus | 370.0x255.0x115.0 ← sakura;1;1
2321;В;37.0x20.0x15.0;2;50.0;cactus,sakura;solutionsprint:50.0;350.0x300.0x145.0 ← cactus | 370.0x250.0x140.0 ← sakura;11;12
2369;Б;37.0x20.0x15.0;3;50.0;cactus,izi,sakura;нет данных;345.0x240.0x110.0 ← izi | 310.0x190.0x100.0 ← cactus | 338.0x201.0x92.0 ← sakura;3;3
3032;Б;37.0x20.0x15.0;4;50.0;cactus,izi,sakura;нет данных;350.0x160.0x110.0 ← izi | 315.0x140.0x110.0 ← cactus | 320.0x110.0x110.0 ← cactus | 330.0x132.0x114.0 ← sakura;3;2
3085;Б;10.0x8.0x5.0;2;50.0;cactus,izi;solutionsprint:50.0;120.0x110.0x20.0 ← izi | 105.0x60.0x25.0 ← cactus;1;1
3145;Б;37.0x20.0x15.0;2;50.0;cactus,sakura;нет данных;210.0x120.0x95.0 ← cactus | 196.0x70.0x69.0 ← sakura;1;1
3146;Б;37.0x20.0x15.0;2;50.0;cactus,sakura;нет данных;210.0x120.0x95.0 ← cactus | 197.0x70.0x69.0 ← sakura;1;1
3192;Б;37.0x20.0x15.0;5;50.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 300.0x95.0x90.0 ← izi | 323.0x114.0x104.0 ← sakura;11;11
3361;В;10.0x8.0x5.0;2;50.0;cactus,izi;solutionsprint:0.0;120.0x110.0x50.0 ← izi | 105.0x60.0x50.0 ← cactus;1;1
4332;Б;37.0x25.0x12.0;5;50.0;cactus,izi,sakura;нет данных;345.0x240.0x110.0 ← izi | 330.0x235.0x100.0 ← cactus | 360.0x230.0x100.0 ← cactus | 310.0x220.0x90.0 ← sakura | 330.0x230.0x100.0 ← sakura;1;1
4795;Б;37.0x28.0x12.0;2;50.0;cactus,sakura;нет данных;370.0x255.0x115.0 ← sakura | 320.0x255.0x110.0 ← cactus;1;1
4802;В;36.0x15.0x10.0;4;50.0;cactus,izi,sakura;нет данных;330.0x150.0x110.0 ← izi | 340.0x160.0x100.0 ← cactus | 320.0x150.0x100.0 ← izi | 300.0x110.0x100.0 ← sakura;6;6
5335;Б;35.0x16.0x13.0;4;50.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 300.0x110.0x100.0 ← cactus | 300.0x108.0x98.0 ← cactus | 307.0x115.0x100.0 ← sakura;18;18
5353;Б;36.0x20.0x15.0;5;50.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 315.0x100.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 315.0x98.0x95.0 ← cactus | 350.0x130.0x105.0 ← sakura;7;7
5385;Б;37.0x20.0x15.0;3;50.0;cactus,izi,sakura;нет данных;330.0x150.0x95.0 ← izi | 315.0x100.0x95.0 ← cactus | 325.0x112.0x102.0 ← sakura;1;1
5403;Б;37.0x20.0x15.0;2;50.0;cactus,sakura;нет данных;370.0x255.0x115.0 ← sakura | 320.0x255.0x110.0 ← cactus;1;1
5482;Б;37.0x15.0x12.0;3;50.0;cactus,izi,sakura;нет данных;320.0x150.0x115.0 ← cactus | 305.0x125.0x65.0 ← izi | 300.0x110.0x100.0 ← sakura;5;5
5579;В;32.0x12.0x10.0;2;50.0;izi,sakura;нет данных;300.0x200.0x100.0 ← sakura | 300.0x150.0x90.0 ← izi;1;1
5625;В;30.0x10.0x10.0;4;50.0;cactus,izi,sakura;solutionsprint:10.0;320.0x140.0x120.0 ← sakura | 320.0x140.0x100.0 ← cactus | 315.0x140.0x110.0 ← cactus | 325.0x100.0x70.0 ← izi;1;1
5793;В;32.0x20.0x9.0;2;50.0;izi,sakura;solutionsprint:7.0;350.0x185.0x120.0 ← izi | 300.0x200.0x95.0 ← sakura;3;9
6100;Б;34.0x16.0x9.0;3;50.0;cactus,izi,sakura;нет данных;315.0x140.0x110.0 ← cactus | 300.0x150.0x60.0 ← sakura | 305.0x135.0x60.0 ← izi;1;1
0785;Б;37.0x20.0x15.0;4;49.0;cactus,izi,sakura;нет данных;335.0x115.0x105.0 ← izi | 320.0x75.0x75.0 ← cactus | 305.0x90.0x90.0 ← cactus | 303.0x66.0x63.0 ← sakura;1;1
2970;Б;37.0x20.0x15.0;4;49.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 307.0x91.0x91.0 ← sakura;7;6
0377;В;35.0x16.0x12.0;3;48.0;cactus,izi,sakura;нет данных;345.0x245.0x125.0 ← izi | 330.0x205.0x100.0 ← cactus | 339.0x197.0x88.0 ← sakura;1;1
