external_code;наш_Д;наш_Ш;наш_В;внеш_Д;внеш_Ш;внеш_В;расхождение_по_сторонам;наш_объём_л;внеш_объём_л;разница_объёма_л;число_источников;группа;карточек_wb_acc1;src_file;src_locator;src_sha256
1195;37.0;20.0;15.0;58.0;19.0;13.0;-21.0 / 1.0 / 2.0;11.1;14.326;-3.226;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2101;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1196;37.0;20.0;15.0;58.0;19.0;13.0;-21.0 / 1.0 / 2.0;11.1;14.326;-3.226;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2099;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1197;37.0;20.0;15.0;58.0;19.0;13.0;-21.0 / 1.0 / 2.0;11.1;14.326;-3.226;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2093;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1200;37.0;20.0;15.0;35.4;13.4;10.9;1.6 / 6.6 / 4.1;11.1;5.171;5.929;1;Б;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r754;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1201;37.0;20.0;15.0;35.6;13.6;10.7;1.4 / 6.4 / 4.3;11.1;5.181;5.919;1;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r755;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1202;37.0;20.0;15.0;33.4;17.2;9.4;3.6 / 2.8 / 5.6;11.1;5.4;5.7;1;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r756;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1203;37.0;20.0;15.0;35.7;13.5;10.8;1.3 / 6.5 / 4.2;11.1;5.205;5.895;1;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r757;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1205;37.0;20.0;15.0;55.0;17.5;11.0;-18.0 / 2.5 / 4.0;11.1;10.588;0.512;3;Б;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r839;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1206;37.0;20.0;15.0;55.0;17.5;11.0;-18.0 / 2.5 / 4.0;11.1;10.588;0.512;3;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r838;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1207;37.0;20.0;15.0;55.0;17.5;11.0;-18.0 / 2.5 / 4.0;11.1;10.588;0.512;3;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r837;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1208;37.0;20.0;15.0;55.0;17.5;11.0;-18.0 / 2.5 / 4.0;11.1;10.588;0.512;3;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r836;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1210;37.0;20.0;15.0;46.0;17.5;11.0;-9.0 / 2.5 / 4.0;11.1;8.855;2.245;3;Б;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3046;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1211;37.0;20.0;15.0;46.0;17.5;11.0;-9.0 / 2.5 / 4.0;11.1;8.855;2.245;4;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3047;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1212;37.0;20.0;15.0;46.0;17.5;11.0;-9.0 / 2.5 / 4.0;11.1;8.855;2.245;4;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3049;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1213;37.0;20.0;15.0;46.0;17.5;11.0;-9.0 / 2.5 / 4.0;11.1;8.855;2.245;4;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3048;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1216;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;3;Б;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r267;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1218;15.0;10.0;8.0;9.0;8.0;4.7;6.0 / 2.0 / 3.3;1.2;0.338;0.862;2;Б;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r984;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1219;15.0;10.0;8.0;10.5;8.0;2.5;4.5 / 2.0 / 5.5;1.2;0.21;0.99;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r360;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1220;15.0;10.0;8.0;10.5;8.0;2.5;4.5 / 2.0 / 5.5;1.2;0.21;0.99;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r361;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1221;15.0;10.0;8.0;12.0;11.0;2.0;3.0 / -1.0 / 6.0;1.2;0.264;0.936;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r362;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1228;15.0;10.0;8.0;12.0;9.5;2.5;3.0 / 0.5 / 5.5;1.2;0.285;0.915;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r364;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1229;15.0;10.0;8.0;12.0;9.5;2.5;3.0 / 0.5 / 5.5;1.2;0.285;0.915;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r365;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1230;15.0;10.0;8.0;12.0;9.5;2.5;3.0 / 0.5 / 5.5;1.2;0.285;0.915;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r366;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1231;15.0;10.0;8.0;12.0;9.5;2.5;3.0 / 0.5 / 5.5;1.2;0.285;0.915;4;Б;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r367;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1232;15.0;10.0;8.0;11.0;8.0;5.5;4.0 / 2.0 / 2.5;1.2;0.484;0.716;2;Б;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1433;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1233;15.0;10.0;8.0;12.0;9.0;2.5;3.0 / 1.0 / 5.5;1.2;0.27;0.93;2;Б;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r368;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1234;15.0;10.0;8.0;12.0;9.0;2.5;3.0 / 1.0 / 5.5;1.2;0.27;0.93;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r369;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1235;15.0;10.0;8.0;12.0;9.0;2.5;3.0 / 1.0 / 5.5;1.2;0.27;0.93;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r370;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1236;15.0;10.0;8.0;12.0;9.0;2.5;3.0 / 1.0 / 5.5;1.2;0.27;0.93;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r371;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1238;10.0;8.0;5.0;14.5;9.5;4.8;-4.5 / -1.5 / 0.2;0.4;0.661;-0.261;3;В;17;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1375;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1239;10.0;8.0;5.0;14.5;9.5;4.8;-4.5 / -1.5 / 0.2;0.4;0.661;-0.261;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1379;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1240;10.0;8.0;5.0;14.5;9.5;4.8;-4.5 / -1.5 / 0.2;0.4;0.661;-0.261;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1378;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1241;10.0;8.0;5.0;14.5;9.5;4.8;-4.5 / -1.5 / 0.2;0.4;0.661;-0.261;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1377;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1242;10.0;8.0;5.0;14.5;9.5;4.8;-4.5 / -1.5 / 0.2;0.4;0.661;-0.261;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1380;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1253;8.0;5.0;5.0;9.2;5.2;2.9;-1.2 / -0.2 / 2.1;0.2;0.139;0.061;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r947;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1276;34.0;13.0;10.0;33.0;16.5;11.0;1.0 / -3.5 / -1.0;4.42;5.989;-1.569;2;В;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3274;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1277;37.0;20.0;15.0;32.2;11.4;10.4;4.8 / 8.6 / 4.6;11.1;3.818;7.282;1;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1033;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1278;37.0;20.0;15.0;35.0;13.5;10.7;2.0 / 6.5 / 4.3;11.1;5.056;6.044;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r860;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1279;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;4;Б;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r757;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1280;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r759;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1281;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r761;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1282;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r763;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1285;35.0;16.0;12.0;37.0;25.0;15.0;-2.0 / -9.0 / -3.0;6.72;13.875;-7.155;2;В;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r647;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1286;37.0;20.0;15.0;37.0;25.0;15.0;0.0 / -5.0 / 0.0;11.1;13.875;-2.775;3;В;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1049;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1287;37.0;20.0;15.0;35.5;20.8;11.5;1.5 / -0.8 / 3.5;11.1;8.492;2.608;3;Б;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r347;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1288;37.0;20.0;15.0;45.1;8.8;8.8;-8.1 / 11.2 / 6.2;11.1;3.493;7.607;1;Б;7;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1197;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1289;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;2;Б;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r59;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1290;37.0;20.0;15.0;33.4;16.8;12.8;3.6 / 3.2 / 2.2;11.1;7.182;3.918;1;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r479;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1292;37.0;20.0;15.0;37.0;9.0;9.0;0.0 / 11.0 / 6.0;11.1;2.997;8.103;1;Б;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3642;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1293;37.0;20.0;15.0;37.0;9.0;9.0;0.0 / 11.0 / 6.0;11.1;2.997;8.103;3;Б;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2509;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1295;37.0;20.0;15.0;31.5;13.5;13.5;5.5 / 6.5 / 1.5;11.1;5.741;5.359;2;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r590;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1296;37.0;20.0;15.0;33.2;16.8;12.3;3.8 / 3.2 / 2.7;11.1;6.86;4.24;4;Б;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r550;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1297;37.0;20.0;15.0;33.2;16.8;12.3;3.8 / 3.2 / 2.7;11.1;6.86;4.24;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r551;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1298;37.0;20.0;15.0;33.2;16.8;12.3;3.8 / 3.2 / 2.7;11.1;6.86;4.24;4;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r553;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1299;37.0;20.0;15.0;33.2;16.8;12.3;3.8 / 3.2 / 2.7;11.1;6.86;4.24;4;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r552;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1300;37.0;20.0;15.0;32.5;16.5;12.0;4.5 / 3.5 / 3.0;11.1;6.435;4.665;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r567;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1301;37.0;20.0;15.0;33.0;17.0;12.0;4.0 / 3.0 / 3.0;11.1;6.732;4.368;3;Б;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r566;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1302;37.0;20.0;15.0;32.5;16.5;12.0;4.5 / 3.5 / 3.0;11.1;6.435;4.665;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r568;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1303;37.0;20.0;15.0;32.5;16.5;12.0;4.5 / 3.5 / 3.0;11.1;6.435;4.665;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r569;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1305;37.0;20.0;15.0;33.0;16.8;12.5;4.0 / 3.2 / 2.5;11.1;6.93;4.17;2;Б;19;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r530;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1306;37.0;20.0;15.0;44.0;17.0;13.0;-7.0 / 3.0 / 2.0;11.1;9.724;1.376;4;Б;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r826;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1307;37.0;20.0;15.0;33.1;17.1;13.1;3.9 / 2.9 / 1.9;11.1;7.415;3.685;3;Б;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r81;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1308;37.0;20.0;15.0;32.0;15.5;14.0;5.0 / 4.5 / 1.0;11.1;6.944;4.156;3;Б;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2339;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1309;37.0;20.0;15.0;37.8;25.2;14.6;-0.8 / -5.2 / 0.4;11.1;13.907;-2.807;2;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r74;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1310;37.0;20.0;15.0;50.0;20.0;16.0;-13.0 / 0.0 / -1.0;11.1;16.0;-4.9;4;В;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r827;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1311;37.0;20.0;15.0;32.0;15.5;14.0;5.0 / 4.5 / 1.0;11.1;6.944;4.156;1;Б;7;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2343;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1312;37.0;20.0;15.0;45.0;18.2;13.6;-8.0 / 1.8 / 1.4;11.1;11.138;-0.038;3;В;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r828;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1316;37.0;20.0;15.0;33.8;20.1;8.9;3.2 / -0.1 / 6.1;11.1;6.046;5.054;1;Б;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r654;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1317;37.0;20.0;15.0;29.2;8.0;7.6;7.8 / 12.0 / 7.4;11.1;1.775;9.325;1;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r189;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1318;37.0;20.0;15.0;31.5;8.5;7.5;5.5 / 11.5 / 7.5;11.1;2.008;9.092;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1087;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1319;37.0;20.0;15.0;28.8;7.9;7.6;8.2 / 12.1 / 7.4;11.1;1.729;9.371;1;Б;6;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1270;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1320;37.0;20.0;15.0;31.5;8.5;7.5;5.5 / 11.5 / 7.5;11.1;2.008;9.092;2;Б;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1088;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1321;37.0;20.0;15.0;34.0;20.0;8.7;3.0 / 0.0 / 6.3;11.1;5.916;5.184;1;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r444;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1322;37.0;20.0;15.0;35.0;20.0;11.0;2.0 / 0.0 / 4.0;11.1;7.7;3.4;1;Б;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r445;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1323;37.0;20.0;15.0;30.4;7.0;6.3;6.6 / 13.0 / 8.7;11.1;1.341;9.759;2;Б;13;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r655;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1324;37.0;20.0;15.0;35.0;20.0;11.0;2.0 / 0.0 / 4.0;11.1;7.7;3.4;3;Б;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r455;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1325;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;4;Б;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r268;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1327;37.0;20.0;15.0;34.5;23.6;12.5;2.5 / -3.6 / 2.5;11.1;10.178;0.922;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r293;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1328;37.0;20.0;15.0;34.5;23.5;12.5;2.5 / -3.5 / 2.5;11.1;10.134;0.966;4;Б;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r292;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1329;37.0;20.0;15.0;34.5;23.7;12.5;2.5 / -3.7 / 2.5;11.1;10.221;0.879;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r294;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1330;37.0;20.0;15.0;34.5;23.8;12.5;2.5 / -3.8 / 2.5;11.1;10.264;0.836;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r295;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1333;37.0;20.0;15.0;48.0;11.5;11.0;-11.0 / 8.5 / 4.0;11.1;6.072;5.028;1;Б;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r313;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1341;37.0;20.0;15.0;55.0;9.5;9.5;-18.0 / 10.5 / 5.5;11.1;4.964;6.136;3;Б;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3743;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1342;37.0;20.0;15.0;55.0;9.5;9.5;-18.0 / 10.5 / 5.5;11.1;4.964;6.136;3;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3746;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1343;37.0;20.0;15.0;55.0;9.5;9.5;-18.0 / 10.5 / 5.5;11.1;4.964;6.136;3;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3745;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1344;37.0;20.0;15.0;55.0;9.5;9.5;-18.0 / 10.5 / 5.5;11.1;4.964;6.136;3;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3744;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1349;37.0;20.0;15.0;37.0;25.0;14.0;0.0 / -5.0 / 1.0;11.1;12.95;-1.85;1;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r262;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1355;37.0;20.0;15.0;32.5;12.0;11.0;4.5 / 8.0 / 4.0;11.1;4.29;6.81;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r973;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1356;37.0;20.0;15.0;32.5;12.0;11.0;4.5 / 8.0 / 4.0;11.1;4.29;6.81;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r974;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1357;37.0;20.0;15.0;32.5;12.0;11.0;4.5 / 8.0 / 4.0;11.1;4.29;6.81;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r975;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1358;37.0;20.0;15.0;32.5;12.0;11.0;4.5 / 8.0 / 4.0;11.1;4.29;6.81;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r976;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
